pre_neuron,post_neuron,pre_ei,post_ei,w_ij,kappa_j,m_ij
CA3c Pyramidal,CA3 Mossy Fiber Associated,e,i,9490.240453686438,0.10855,1030.1656012476628
CA3c Pyramidal,CA3 LMR Targeting,e,i,4152.834730963475,0.06811,282.84957352592227
MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,e,e,9869.51880077184,0.02214,218.5111462490885
MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,e,e,6253.279778163601,0.02214,138.44761428854213
CA3 LMR Targeting,CA3 Mossy Fiber Associated,i,i,-416.9114405781122,0.10855,-45.25573687475408
CA3 Spiny Lucidum,CA3 Mossy Fiber Associated,i,i,-185.92549313675687,0.10855,-20.18221227999496
CA3 Mossy Fiber Associated,CA3 Spiny Lucidum,i,i,-297.9301048197955,0.03588,-10.689732160934264
CA3 Mossy Fiber Associated,CA3 LMR Targeting,i,i,-113.66738982144,0.06811,-7.741885920738279
CA3 LMR Targeting,CA3c Pyramidal,i,e,-440.6883700128,0.01712,-7.544584894619136
CA3 Mossy Fiber Associated,CA3c Pyramidal,i,e,-426.7273091783521,0.01712,-7.305571533133388
CA3 Spiny Lucidum,CA3 LMR Targeting,i,i,-72.18101807485812,0.06811,-4.916249141078587
CA3 Spiny Lucidum,CA1 Neurogliaform Projecting,i,i,-173.40685220571874,0.02287,-3.965814709944788
CA3 Spiny Lucidum,CA3c Pyramidal,i,e,-207.723809960859,0.01712,-3.556231626529906
