pre_neuron,post_neuron,pre_ei,post_ei,w_ij,kappa_j,m_ij
CA3 Pyramidal,CA1 O LM,e,i,1000047.2060714312,0.04818,48182.27438852156
CA3c Pyramidal,CA1 O LM,e,i,144040.2728645148,0.04818,6939.860346612322
CA3 Pyramidal,CA3c Pyramidal,e,e,395693.84575883904,0.01712,6774.278639391325
CA3c Pyramidal,CA1 Radiatum Giant,e,e,2221043.9720433573,0.00183,4064.510468839344
CA3c Pyramidal,CA3 Pyramidal,e,e,31089.11555366892,0.0123,382.3961213101277
CA3 Pyramidal,CA1 Radiatum Giant,e,e,165936.03817408613,0.00183,303.66294985857763
CA1 Radiatum Giant,CA1 O LM,e,i,990.0511658999995,0.04818,47.70066517306199
CA3 Spiny Lucidum,DG MOPP,i,i,-268.50718916299644,0.01389,-3.729564857474021
CA3 Spiny Lucidum,CA3c Pyramidal,i,e,-207.723809960859,0.01712,-3.556231626529906
CA3 Spiny Lucidum,CA3 Pyramidal,i,e,-244.51697829333048,0.0123,-3.007558833007965
CA3 Spiny Lucidum,DG Neurogliaform,i,i,-139.73308553853784,0.01186,-1.657234394487059
DG MOPP,DG Neurogliaform,i,i,-119.88691528800004,0.01186,-1.4218588153156804
CA1 O LM,CA1 Radiatum Giant,i,e,-361.24886881422,0.00183,-0.6610854299300226
DG Neurogliaform,DG MOPP,i,i,-12.598702910112005,0.01389,-0.1749959834214557
