method,seed,length_edges,n_nodes_visited,transition_weight_sum,summed_weight,terminus,path,bb_states_seen,bb_status,bb_score,best_sample_score,mean_sample_score,median_sample_score,sample_score_std,terminal_entropy_bits,top_edge_visit_probability,n_unique_terminals_sampled,n_unique_edges_sampled,n_walks,weight_power,stop_probability,mcts_iterations,mcts_exploration_weight,mcts_rollout_temperature,mcts_states_visited,mcts_best_score,n_samples,temperature
maximum_spanning_tree,EC LIII Pyramidal Stellate,6,7,110393.82015762746,110393.82015762746,MEC LV VI Pyramidal Polymorphic,EC LIII Pyramidal Stellate -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,EC LIII Stellate,6,7,110393.82015762746,110393.82015762746,MEC LV VI Pyramidal Polymorphic,EC LIII Stellate -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,EC LIII V Bipolar Pyramidal,6,7,110393.82015762746,110393.82015762746,MEC LV VI Pyramidal Polymorphic,EC LIII V Bipolar Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,EC LIV VI Deep Multipolar Principal,7,8,58407.13279806113,58407.13279806113,CA3 Granule,EC LIV VI Deep Multipolar Principal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,EC LV Deep Pyramidal,7,8,58407.13279806113,58407.13279806113,CA3 Granule,EC LV Deep Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,LEC LIII Complex Pyramidal,6,7,110638.43602772972,110638.43602772972,MEC LV VI Pyramidal Polymorphic,LEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,LEC LIII Multipolar Principal,6,7,110933.27198527945,110933.27198527945,MEC LV VI Pyramidal Polymorphic,LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,LEC LVI Multipolar Pyramidal,7,8,58407.13279806113,58407.13279806113,CA3 Granule,LEC LVI Multipolar Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,MEC LII III Pyramidal Multiform,6,7,110497.64468019406,110497.64468019406,MEC LV VI Pyramidal Polymorphic,MEC LII III Pyramidal Multiform -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,MEC LII Oblique Pyramidal,6,7,110393.82015762746,110393.82015762746,MEC LV VI Pyramidal Polymorphic,MEC LII Oblique Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,MEC LII Stellate,6,7,111573.68975652223,111573.68975652223,MEC LV VI Pyramidal Polymorphic,MEC LII Stellate -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,MEC LIII Bipolar Complex Pyramidal,6,7,110504.660577025,110504.660577025,MEC LV VI Pyramidal Polymorphic,MEC LIII Bipolar Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,MEC LIII Complex Pyramidal,6,7,110945.87340362713,110945.87340362713,MEC LV VI Pyramidal Polymorphic,MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,MEC LV Multipolar Pyramidal,7,8,58407.13279806113,58407.13279806113,CA3 Granule,MEC LV Multipolar Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,MEC LV Pyramidal,4,5,110545.50294065647,110545.50294065647,MEC LV VI Pyramidal Polymorphic,MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,MEC LV Superficial Pyramidal,7,8,58407.13279806113,58407.13279806113,CA3 Granule,MEC LV Superficial Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,MEC LV VI Pyramidal Polymorphic,7,8,58407.13279806113,58407.13279806113,CA3 Granule,MEC LV VI Pyramidal Polymorphic -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,,,,,,,,,,,,,,,
maximum_spanning_tree,SUB CA1 Projecting Pyramidal,7,8,58513.34136166145,58513.34136166145,CA3 Granule,SUB CA1 Projecting Pyramidal -> CA1 Pyramidal -> CA3c Pyramidal -> DG Granule -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule,,,,,,,,,,,,,,,,,,,,,
branch_and_bound,CA1 Pyramidal,24,25,133423.0292978634,133423.0292978634,CA3 Granule,CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,50000.0,node_limit,133423.0292978634,,,,,,,,,,,,,,,,,,
branch_and_bound,CA1 Radiatum Giant,25,26,133475.55536614006,133475.55536614006,CA3 Granule,CA1 Radiatum Giant -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,50000.0,node_limit,133475.55536614006,,,,,,,,,,,,,,,,,,
branch_and_bound,CA2 Pyramidal,25,26,128210.21142468057,128210.21142468057,CA1 Radiatum Giant,CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,128210.21142468057,,,,,,,,,,,,,,,,,,
branch_and_bound,CA3 Granule,29,30,214153.05860028183,214153.05860028183,CA1 Radiatum Giant,CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LII Oblique Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,214153.05860028183,,,,,,,,,,,,,,,,,,
branch_and_bound,CA3 Pyramidal,28,29,139012.46732972658,139012.46732972658,CA1 Radiatum Giant,CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LII Oblique Pyramidal -> EC LIII Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII V Bipolar Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,139012.46732972658,,,,,,,,,,,,,,,,,,
branch_and_bound,CA3c Pyramidal,28,29,214480.6996172044,214480.6996172044,CA3 Granule,CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LII Oblique Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3 Granule,50000.0,node_limit,214480.6996172044,,,,,,,,,,,,,,,,,,
branch_and_bound,DG Granule,28,29,202981.9206122129,202981.9206122129,CA3 Granule,DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LII Oblique Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Semilunar Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3 Granule,50000.0,node_limit,202981.9206122129,,,,,,,,,,,,,,,,,,
branch_and_bound,DG Hilar Ectopic Granule,25,26,80485.66591266615,80485.66591266615,CA1 Radiatum Giant,DG Hilar Ectopic Granule -> DG Mossy -> DG Granule -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Semilunar Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,80485.66591266615,,,,,,,,,,,,,,,,,,
branch_and_bound,DG Mossy,28,29,170915.23658289076,170915.23658289076,CA3 Granule,DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LII Oblique Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3 Granule,50000.0,node_limit,170915.23658289076,,,,,,,,,,,,,,,,,,
branch_and_bound,DG Semilunar Granule,28,29,172535.17238795164,172535.17238795164,CA3 Granule,DG Semilunar Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LII Oblique Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3 Granule,50000.0,node_limit,172535.17238795164,,,,,,,,,,,,,,,,,,
branch_and_bound,EC LI II Multipolar Pyramidal,20,21,220641.58049510556,220641.58049510556,CA1 Radiatum Giant,EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,50000.0,node_limit,220641.58049510556,,,,,,,,,,,,,,,,,,
branch_and_bound,EC LI II Pyramidal Fan,21,22,228114.01760195318,228114.01760195318,CA1 Radiatum Giant,EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,45409.0,time_limit,228114.01760195318,,,,,,,,,,,,,,,,,,
branch_and_bound,EC LII III Pyramidal Tripolar,24,25,232244.06169885187,232244.06169885187,CA1 Radiatum Giant,EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,43675.0,time_limit,232244.06169885187,,,,,,,,,,,,,,,,,,
branch_and_bound,EC LIII Pyramidal,25,26,138395.67995068483,138395.67995068483,CA3 Granule,EC LIII Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,40746.0,time_limit,138395.67995068483,,,,,,,,,,,,,,,,,,
branch_and_bound,EC LIII Pyramidal Stellate,24,25,142184.53192520654,142184.53192520654,CA3 Granule,EC LIII Pyramidal Stellate -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,40686.0,time_limit,142184.53192520654,,,,,,,,,,,,,,,,,,
branch_and_bound,EC LIII Stellate,24,25,219353.1364135805,219353.1364135805,CA1 Radiatum Giant,EC LIII Stellate -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,42894.0,time_limit,219353.1364135805,,,,,,,,,,,,,,,,,,
branch_and_bound,EC LIII V Bipolar Pyramidal,26,27,145060.1756774032,145060.1756774032,CA3 Granule,EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,45832.0,time_limit,145060.1756774032,,,,,,,,,,,,,,,,,,
branch_and_bound,EC LIV VI Deep Multipolar Principal,26,27,136786.64471042476,136786.64471042476,CA3 Granule,EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,45124.0,time_limit,136786.64471042476,,,,,,,,,,,,,,,,,,
branch_and_bound,EC LV Deep Pyramidal,26,27,136484.19937138673,136484.19937138673,CA3 Granule,EC LV Deep Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,46922.0,time_limit,136484.19937138673,,,,,,,,,,,,,,,,,,
branch_and_bound,LEC LIII Complex Pyramidal,20,21,220736.75029636052,220736.75029636052,CA1 Radiatum Giant,LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LIII Pyramidal Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,43023.0,time_limit,220736.75029636052,,,,,,,,,,,,,,,,,,
branch_and_bound,LEC LIII Multipolar Principal,26,27,143743.26083996645,143743.26083996645,CA3 Granule,LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> MEC LV Pyramidal -> EC LI II Pyramidal Fan -> EC LI II Multipolar Pyramidal -> EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Pyramidal -> CA3 Granule,36527.0,time_limit,143743.26083996645,,,,,,,,,,,,,,,,,,
