table_type,method,seed,sender,receiver,visit_count,visit_probability,weight
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,61,0.0305,110.49107949247347
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Multipolar Pyramidal,MEC LII Oblique Pyramidal,31,0.0155,16023.203768902797
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,44,0.022,589.7870748828476
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,58,0.029,218.5111462490885
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,90,0.045,310.0494867467437
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV VI Pyramidal Polymorphic,EC LV Deep Pyramidal,330,0.165,78.22850736136446
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,LEC LIII Complex Pyramidal,35,0.0175,578.5387259197909
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,5,0.0025,23.12767624896576
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Pyramidal Fan,DG Granule,9,0.0045,6731.854220776941
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIV VI Deep Multipolar Principal,LEC LIII Complex Pyramidal,59,0.0295,1319.060493589653
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,72,0.036,814.9191961799069
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Multipolar Principal,EC LII III Pyramidal Tripolar,85,0.0425,312.6527957360244
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,MEC LIII Complex Pyramidal,15,0.0075,2488.1460458320303
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Multipolar Pyramidal,EC LIII Pyramidal Stellate,21,0.0105,18633.40329894681
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal Stellate,MEC LII III Pyramidal Multiform,47,0.0235,241.6045148791969
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Superficial Pyramidal,MEC LII Stellate,36,0.018,135.01248410172684
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Stellate,CA3 Granule,222,0.111,19640.6765649223
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA3 Pyramidal,CA3 Granule,173,0.0865,3063.7033025481774
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA3c Pyramidal,DG Hilar Ectopic Granule,42,0.021,4595.549003214172
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,DG Granule,CA2 Pyramidal,75,0.0375,3360.733225493062
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,72,0.036,523.6053163655115
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LII Stellate,95,0.0475,268.5769974548232
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Stellate,MEC LII Oblique Pyramidal,20,0.01,2144.806717184772
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Oblique Pyramidal,EC LIII Stellate,8,0.004,10.32561677726892
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Stellate,LEC LIII Complex Pyramidal,33,0.0165,54.00019845163271
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,52,0.026,366.36278097895246
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,EC LI II Multipolar Pyramidal,57,0.0285,4216.395703649579
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Multipolar Pyramidal,LEC LIII Multipolar Principal,13,0.0065,9033.652786408917
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Multipolar Principal,LEC LVI Multipolar Pyramidal,7,0.0035,32.632235210229126
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal Stellate,95,0.0475,138.9942025493572
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,MEC LII Oblique Pyramidal,35,0.0175,1831.767241236225
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Oblique Pyramidal,MEC LIII Complex Pyramidal,46,0.023,455.4398944649327
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA3c Pyramidal,CA3 Granule,18,0.009,376.32060309984416
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV VI Pyramidal Polymorphic,44,0.022,2582.023382309931
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LV Deep Pyramidal,LEC LIII Multipolar Principal,74,0.037,197.50243107708988
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Stellate,EC LIII Pyramidal,51,0.0255,65.42000887199006
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,MEC LIII Bipolar Complex Pyramidal,19,0.0095,30.24567741971778
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,102,0.051,326.6081416722669
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Pyramidal,34,0.017,479.0772940932867
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Pyramidal,EC LIII Pyramidal Stellate,3,0.0015,183.66159867184444
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,1,0.0005,19.766329709718363
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,35,0.0175,661.0676619796182
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform,29,0.0145,119.30312597007098
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII III Pyramidal Multiform,MEC LV VI Pyramidal Polymorphic,73,0.0365,1304.0113874450217
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LV Deep Pyramidal,MEC LV Pyramidal,94,0.047,172.39609835538727
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Pyramidal,MEC LII Stellate,21,0.0105,900.6001307658568
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,EC LIII Stellate,34,0.017,2760.010200610732
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal Stellate,MEC LIII Complex Pyramidal,92,0.046,647.4324185181202
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,32,0.016,161.33957141120445
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Superficial Pyramidal,MEC LV Pyramidal,48,0.024,138.477786593687
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,EC LIII Pyramidal Stellate,24,0.012,1645.5753097666966
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII Stellate,20,0.01,65.96508301620779
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,LEC LIII Complex Pyramidal,33,0.0165,57.24674772751966
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Complex Pyramidal,LEC LVI Multipolar Pyramidal,13,0.0065,61.890324535095615
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LVI Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,50,0.025,137.99321248288945
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,57,0.0285,73.63513359542591
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIV VI Deep Multipolar Principal,EC LIII V Bipolar Pyramidal,53,0.0265,1041.5860657419018
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal Stellate,44,0.022,601.3553812101552
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Multipolar Pyramidal,21,0.0105,88.14001657842442
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,MEC LV Pyramidal,9,0.0045,12.760099858249111
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,LEC LVI Multipolar Pyramidal,42,0.021,689.2334744065386
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,23,0.0115,46.10204179653461
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,LEC LIII Multipolar Principal,31,0.0155,83.48941938449421
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Multipolar Principal,EC LIII Pyramidal Stellate,93,0.0465,406.0536249631236
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Stellate,EC LIII Stellate,13,0.0065,1016.543999391952
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Pyramidal,43,0.0215,548.8069668104904
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA3c Pyramidal,SUB CA1 Projecting Pyramidal,35,0.0175,1119.4402227874016
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,MEC LIII Complex Pyramidal,34,0.017,95.38401512691595
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Oblique Pyramidal,EC LIII Pyramidal Stellate,22,0.011,43.86731164829159
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal Stellate,EC LIII V Bipolar Pyramidal,5,0.0025,64.26247682525823
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,EC LV Deep Pyramidal,2,0.001,402.69113718335626
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,70,0.035,169.029345615202
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,55,0.0275,149.07265177363325
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LV Pyramidal,7,0.0035,22.884394947232725
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal Stellate,MEC LV Superficial Pyramidal,12,0.006,47.32597882351431
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,DG Semilunar Granule,CA3c Pyramidal,50,0.025,197.66611097545177
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA1 Pyramidal,SUB CA1 Projecting Pyramidal,111,0.0555,4318.325857573143
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Multipolar Pyramidal,EC LIII Pyramidal,44,0.022,24063.94192432837
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,MEC LV VI Pyramidal Polymorphic,27,0.0135,47.90087642269345
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal,23,0.0115,304.9686783779771
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA1 Pyramidal,MEC LV Superficial Pyramidal,41,0.0205,1316.2618620442718
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Pyramidal,DG Hilar Ectopic Granule,76,0.038,3669.647725263941
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA3c Pyramidal,CA1 Radiatum Giant,105,0.0525,4064.510468839344
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,187,0.0935,5659.759259805604
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Multipolar Pyramidal,19,0.0095,357.100892631283
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Superficial Pyramidal,49,0.0245,138.44761428854213
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,8,0.004,34.43974613947271
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA3c Pyramidal,DG Semilunar Granule,7,0.0035,350.2833916824777
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,59,0.0295,1092.637693563088
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal,47,0.0235,188.7882684418888
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,38,0.019,156.10322882603091
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,66,0.033,1174.282004366153
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,EC LIII Pyramidal Stellate,12,0.006,53.32462209597836
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal Stellate,LEC LIII Complex Pyramidal,26,0.013,205.36992313739768
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,EC LII III Pyramidal Tripolar,8,0.004,29.68862157194694
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,LEC LIII Complex Pyramidal,19,0.0095,1473.3354903489894
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,7,0.0035,70.6767736813437
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Pyramidal,18,0.009,226.0217597456127
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Pyramidal,DG Semilunar Granule,16,0.008,525.4341809218159
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,DG Semilunar Granule,DG Mossy,10,0.005,5155.105798787127
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,EC LIII Pyramidal,10,0.005,26.53458883572656
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,DG Granule,32,0.016,2807.534322760256
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,28,0.014,430.7344261554038
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Complex Pyramidal,EC LIII Stellate,66,0.033,422.07977447495017
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Stellate,MEC LV Superficial Pyramidal,12,0.006,12.798715312294323
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,30,0.015,158.0456038737529
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,115,0.0575,556.0635991085179
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,36,0.018,244.61587010227
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIV VI Deep Multipolar Principal,EC LV Deep Pyramidal,54,0.027,1320.4568545606207
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,27,0.0135,71.48087991739837
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,40,0.02,324.0973058650725
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,EC LIII Stellate,19,0.0095,338.62065230287004
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,MEC LII Oblique Pyramidal,39,0.0195,129.39404235709722
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Stellate,MEC LII III Pyramidal Multiform,16,0.008,2172.4274626996407
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII III Pyramidal Multiform,EC LIII Pyramidal,8,0.004,85.25039015320776
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,9,0.0045,43.40492582775664
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LVI Multipolar Pyramidal,EC LIII Stellate,30,0.015,43.43981399803702
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Multipolar Pyramidal,EC LII III Pyramidal Tripolar,40,0.02,28854.49238765121
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,MEC LV Superficial Pyramidal,13,0.0065,438.2727778018677
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Pyramidal,MEC LV VI Pyramidal Polymorphic,13,0.0065,1057.8497068848276
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,23,0.0115,57.5389943157286
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Stellate,MEC LV Superficial Pyramidal,15,0.0075,1132.9316333807926
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Superficial Pyramidal,MEC LV VI Pyramidal Polymorphic,21,0.0105,98.98823815329015
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,MEC LII III Pyramidal Multiform,25,0.0125,1991.8124765410728
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,52,0.026,115.70855122819788
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Pyramidal,EC LIII Stellate,4,0.002,151.053741755289
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Pyramidal Fan,MEC LII Stellate,7,0.0035,4889.474401375084
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Stellate,EC LI II Multipolar Pyramidal,9,0.0045,1179.869598894783
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII V Bipolar Pyramidal,10,0.005,33.47936501901712
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,SUB CA1 Projecting Pyramidal,31,0.0155,28.96152097793103
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,DG Semilunar Granule,DG Granule,13,0.0065,488.2288969219253
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LI II Multipolar Pyramidal,26,0.013,110.84041939754674
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Multipolar Pyramidal,LEC LIII Complex Pyramidal,22,0.011,17153.888049247696
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA2 Pyramidal,CA1 Radiatum Giant,67,0.0335,263.0645063940111
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA1 Radiatum Giant,CA1 Pyramidal,66,0.033,52.52606827667822
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,LEC LVI Multipolar Pyramidal,31,0.0155,45.56452135903709
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Stellate,MEC LV VI Pyramidal Polymorphic,20,0.01,3148.534652356986
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal,64,0.032,495.9622533998108
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Complex Pyramidal,EC LIII Pyramidal,20,0.01,119.1249706187313
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA3c Pyramidal,DG Mossy,9,0.0045,968.4094182875258
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,36,0.018,511.5294987890816
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal Stellate,EC LII III Pyramidal Tripolar,32,0.016,254.6407583376596
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Oblique Pyramidal,MEC LV Multipolar Pyramidal,28,0.014,64.19606531679433
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,SUB CA1 Projecting Pyramidal,11,0.0055,436.50277366050136
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,36,0.018,927.9060870741498
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,23,0.0115,202.5659042080212
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LII III Pyramidal Tripolar,11,0.0055,52.31770895488892
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,MEC LII Stellate,54,0.027,3189.046054691212
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,33,0.0165,384.0111387577682
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,CA3 Pyramidal,CA1 Radiatum Giant,17,0.0085,303.66294985857763
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,MEC LV Pyramidal,9,0.0045,470.4055175072192
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,57,0.0285,750.744376370936
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,EC LIII V Bipolar Pyramidal,8,0.004,635.0999918117437
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,13,0.0065,41.66292428927799
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Multipolar Pyramidal,EC LI II Pyramidal Fan,11,0.0055,2685.199892837623
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Complex Pyramidal,EC LIII Pyramidal,38,0.019,304.8668842320541
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Multipolar Pyramidal,MEC LII Stellate,38,0.019,24134.5300159425
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,28,0.014,340.43569682470206
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Multipolar Principal,EC LIV VI Deep Multipolar Principal,13,0.0065,96.3545991892074
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Oblique Pyramidal,EC LIII Pyramidal,16,0.008,11.986703742041488
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Stellate,EC LIII V Bipolar Pyramidal,4,0.002,422.6029284808215
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,SUB CA1 Projecting Pyramidal,CA1 Pyramidal,9,0.0045,106.20856360032086
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII III Pyramidal Multiform,EC LIV VI Deep Multipolar Principal,9,0.0045,131.02159104900656
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,17,0.0085,31.88776158532124
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LII III Pyramidal Tripolar,DG Hilar Ectopic Granule,18,0.009,958.451675236712
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,31,0.0155,498.6740977178184
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal Stellate,EC LIII Stellate,46,0.023,224.7017486044421
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LI II Multipolar Pyramidal,MEC LII III Pyramidal Multiform,34,0.017,21388.04746977641
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII III Pyramidal Multiform,MEC LII Stellate,25,0.0125,308.0929075038045
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,17,0.0085,2253.263353922492
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Superficial Pyramidal,EC LIII Stellate,14,0.007,43.60353404362299
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Multipolar Pyramidal,EC LV Deep Pyramidal,11,0.0055,28.33873628470545
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Complex Pyramidal,EC LV Deep Pyramidal,17,0.0085,185.8316194118165
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Pyramidal,EC LI II Multipolar Pyramidal,16,0.008,397.3319836201498
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,LEC LIII Multipolar Principal,EC LIII V Bipolar Pyramidal,34,0.017,209.4703326398128
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,81,0.0405,496.8518298322453
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII III Pyramidal Multiform,EC LI II Multipolar Pyramidal,7,0.0035,103.82452256660702
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LII III Pyramidal Multiform,EC LIII Pyramidal Stellate,9,0.0045,175.15826890796524
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,EC LIII Pyramidal,MEC LV Superficial Pyramidal,14,0.007,17.56277497888917
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,DG Semilunar Granule,DG Hilar Ectopic Granule,11,0.0055,4588.842439594102
edge_frequency,weighted_random_walk_ensemble,CA3 Pyramidal,MEC LV Pyramidal,MEC LIII Complex Pyramidal,31,0.0155,1440.789466146968
