table_type,method,seed,terminal,count,probability
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,LEC LVI Multipolar Pyramidal,48,0.024
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,EC LIII V Bipolar Pyramidal,43,0.0215
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,MEC LII Stellate,46,0.023
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,MEC LV VI Pyramidal Polymorphic,123,0.0615
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,EC LIV VI Deep Multipolar Principal,50,0.025
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,DG Semilunar Granule,24,0.012
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,LEC LIII Complex Pyramidal,42,0.021
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,CA2 Pyramidal,38,0.019
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,EC LI II Multipolar Pyramidal,27,0.0135
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,40,0.02
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,DG Granule,49,0.0245
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,EC LII III Pyramidal Tripolar,34,0.017
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,MEC LII III Pyramidal Multiform,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,LEC LIII Multipolar Principal,39,0.0195
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,CA1 Pyramidal,59,0.0295
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,MEC LV Multipolar Pyramidal,32,0.016
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,DG Mossy,45,0.0225
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,MEC LIII Complex Pyramidal,71,0.0355
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,MEC LV Pyramidal,40,0.02
terminal_distribution,weighted_random_walk_ensemble,EC LIII Stellate,MEC LII Oblique Pyramidal,28,0.014
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,CA1 Radiatum Giant,617,0.3085
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,DG Hilar Ectopic Granule,47,0.0235
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,LEC LIII Complex Pyramidal,42,0.021
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,DG Granule,51,0.0255
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal Stellate,68,0.034
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,EC LIII Pyramidal,42,0.021
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,MEC LII Stellate,41,0.0205
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,MEC LV Superficial Pyramidal,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,CA3 Granule,94,0.047
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,CA3c Pyramidal,36,0.018
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,119,0.0595
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,EC LIII Stellate,48,0.024
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,MEC LV Pyramidal,28,0.014
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,DG Semilunar Granule,20,0.01
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,EC LV Deep Pyramidal,62,0.031
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,DG Mossy,45,0.0225
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,CA3 Pyramidal,21,0.0105
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,SUB CA1 Projecting Pyramidal,38,0.019
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,MEC LII III Pyramidal Multiform,44,0.022
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,LEC LIII Multipolar Principal,58,0.029
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,57,0.0285
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,LEC LVI Multipolar Pyramidal,59,0.0295
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,MEC LIII Complex Pyramidal,56,0.028
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,EC LI II Multipolar Pyramidal,29,0.0145
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,MEC LV Multipolar Pyramidal,40,0.02
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,MEC LII Oblique Pyramidal,26,0.013
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,43,0.0215
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,CA1 Pyramidal,64,0.032
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,CA2 Pyramidal,29,0.0145
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,EC LII III Pyramidal Tripolar,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,EC LIII V Bipolar Pyramidal,EC LI II Pyramidal Fan,2,0.001
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,CA1 Pyramidal,71,0.0355
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,MEC LV VI Pyramidal Polymorphic,364,0.182
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,EC LIII Pyramidal,36,0.018
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,CA2 Pyramidal,31,0.0155
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,EC LIII V Bipolar Pyramidal,43,0.0215
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,EC LIII Pyramidal Stellate,55,0.0275
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,DG Semilunar Granule,16,0.008
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,EC LI II Multipolar Pyramidal,28,0.014
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,EC LIII Stellate,27,0.0135
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,CA1 Radiatum Giant,504,0.252
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,LEC LIII Complex Pyramidal,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,MEC LV Superficial Pyramidal,29,0.0145
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,MEC LIII Complex Pyramidal,55,0.0275
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,EC LV Deep Pyramidal,68,0.034
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,CA3 Granule,87,0.0435
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,DG Hilar Ectopic Granule,45,0.0225
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,EC LII III Pyramidal Tripolar,38,0.019
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,DG Granule,48,0.024
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,LEC LIII Multipolar Principal,47,0.0235
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,MEC LIII Bipolar Complex Pyramidal,38,0.019
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,LEC LVI Multipolar Pyramidal,69,0.0345
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,CA3 Pyramidal,25,0.0125
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,MEC LII Oblique Pyramidal,26,0.013
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,SUB CA1 Projecting Pyramidal,26,0.013
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,DG Mossy,30,0.015
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,38,0.019
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,MEC LII III Pyramidal Multiform,22,0.011
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,CA3c Pyramidal,26,0.013
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,MEC LII Stellate,27,0.0135
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,MEC LV Pyramidal,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,EC LIV VI Deep Multipolar Principal,EC LI II Pyramidal Fan,7,0.0035
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,CA1 Pyramidal,65,0.0325
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,CA3 Granule,95,0.0475
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,67,0.0335
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,CA1 Radiatum Giant,518,0.259
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,EC LIII Stellate,36,0.018
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,MEC LV VI Pyramidal Polymorphic,357,0.1785
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,44,0.022
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,MEC LIII Complex Pyramidal,44,0.022
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,EC LIII Pyramidal Stellate,48,0.024
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,CA3 Pyramidal,34,0.017
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,LEC LVI Multipolar Pyramidal,65,0.0325
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,LEC LIII Complex Pyramidal,40,0.02
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,40,0.02
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,EC LI II Multipolar Pyramidal,26,0.013
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,CA2 Pyramidal,30,0.015
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,MEC LII Stellate,35,0.0175
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,MEC LIII Bipolar Complex Pyramidal,40,0.02
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,EC LIII Pyramidal,23,0.0115
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,42,0.021
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,MEC LII III Pyramidal Multiform,22,0.011
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,EC LII III Pyramidal Tripolar,31,0.0155
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,DG Mossy,25,0.0125
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,MEC LV Pyramidal,35,0.0175
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,SUB CA1 Projecting Pyramidal,32,0.016
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,DG Hilar Ectopic Granule,44,0.022
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,LEC LIII Multipolar Principal,55,0.0275
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,DG Granule,39,0.0195
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,MEC LII Oblique Pyramidal,25,0.0125
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,CA3c Pyramidal,29,0.0145
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,DG Semilunar Granule,13,0.0065
terminal_distribution,weighted_random_walk_ensemble,EC LV Deep Pyramidal,EC LI II Pyramidal Fan,1,0.0005
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,MEC LV VI Pyramidal Polymorphic,152,0.076
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,61,0.0305
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,39,0.0195
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,CA1 Pyramidal,74,0.037
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,EC LV Deep Pyramidal,51,0.0255
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,EC LIII Stellate,45,0.0225
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,48,0.024
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,MEC LV Pyramidal,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,CA3 Granule,124,0.062
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,CA1 Radiatum Giant,555,0.2775
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,DG Hilar Ectopic Granule,42,0.021
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,EC LIII Pyramidal,36,0.018
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,69,0.0345
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,40,0.02
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,LEC LVI Multipolar Pyramidal,51,0.0255
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,CA3c Pyramidal,30,0.015
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,42,0.021
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,40,0.02
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,DG Granule,52,0.026
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal,27,0.0135
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,40,0.02
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,40,0.02
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,4,0.002
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,SUB CA1 Projecting Pyramidal,36,0.018
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,65,0.0325
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,47,0.0235
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,CA2 Pyramidal,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,DG Mossy,39,0.0195
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,DG Semilunar Granule,21,0.0105
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,MEC LII Stellate,23,0.0115
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Complex Pyramidal,CA3 Pyramidal,33,0.0165
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,EC LIII Stellate,54,0.027
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,MEC LIII Complex Pyramidal,60,0.03
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,EC LIII V Bipolar Pyramidal,51,0.0255
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,52,0.026
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,MEC LV Multipolar Pyramidal,45,0.0225
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,CA1 Radiatum Giant,628,0.314
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,MEC LIII Bipolar Complex Pyramidal,41,0.0205
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,MEC LV Superficial Pyramidal,24,0.012
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,LEC LVI Multipolar Pyramidal,54,0.027
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,CA3 Granule,94,0.047
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,MEC LII Stellate,40,0.02
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,EC LIV VI Deep Multipolar Principal,49,0.0245
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,EC LII III Pyramidal Tripolar,41,0.0205
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,EC LIII Pyramidal Stellate,52,0.026
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,CA1 Pyramidal,72,0.036
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,MEC LV Pyramidal,21,0.0105
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,CA3c Pyramidal,38,0.019
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,MEC LV VI Pyramidal Polymorphic,147,0.0735
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,DG Granule,56,0.028
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,CA3 Pyramidal,24,0.012
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,MEC LII Oblique Pyramidal,17,0.0085
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,DG Hilar Ectopic Granule,52,0.026
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,EC LV Deep Pyramidal,57,0.0285
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,CA2 Pyramidal,29,0.0145
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,SUB CA1 Projecting Pyramidal,31,0.0155
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,EC LI II Multipolar Pyramidal,46,0.023
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,MEC LII III Pyramidal Multiform,35,0.0175
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,DG Mossy,30,0.015
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,DG Semilunar Granule,22,0.011
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,EC LIII Pyramidal,35,0.0175
terminal_distribution,weighted_random_walk_ensemble,LEC LIII Multipolar Principal,EC LI II Pyramidal Fan,3,0.0015
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,MEC LV Superficial Pyramidal,30,0.015
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,CA3 Granule,118,0.059
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,MEC LII Oblique Pyramidal,23,0.0115
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,MEC LII Stellate,35,0.0175
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,MEC LV VI Pyramidal Polymorphic,162,0.081
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,54,0.027
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,CA1 Radiatum Giant,580,0.29
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,MEC LIII Bipolar Complex Pyramidal,36,0.018
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,MEC LII III Pyramidal Multiform,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,CA2 Pyramidal,35,0.0175
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,EC LI II Pyramidal Fan,3,0.0015
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,EC LI II Multipolar Pyramidal,29,0.0145
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,EC LII III Pyramidal Tripolar,41,0.0205
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,MEC LIII Complex Pyramidal,50,0.025
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,LEC LIII Multipolar Principal,59,0.0295
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,DG Granule,51,0.0255
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,LEC LIII Complex Pyramidal,52,0.026
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,CA1 Pyramidal,64,0.032
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,DG Mossy,48,0.024
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,SUB CA1 Projecting Pyramidal,31,0.0155
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,DG Hilar Ectopic Granule,46,0.023
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,EC LV Deep Pyramidal,59,0.0295
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal,28,0.014
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,EC LIII Pyramidal Stellate,48,0.024
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,MEC LV Pyramidal,33,0.0165
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,EC LIII Stellate,42,0.021
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,CA3c Pyramidal,44,0.022
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,58,0.029
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,MEC LV Multipolar Pyramidal,52,0.026
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,DG Semilunar Granule,16,0.008
terminal_distribution,weighted_random_walk_ensemble,LEC LVI Multipolar Pyramidal,CA3 Pyramidal,36,0.018
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,CA3 Granule,104,0.052
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,CA1 Radiatum Giant,602,0.301
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,MEC LIII Complex Pyramidal,61,0.0305
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,DG Hilar Ectopic Granule,58,0.029
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,MEC LV Pyramidal,31,0.0155
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,MEC LII Oblique Pyramidal,35,0.0175
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,SUB CA1 Projecting Pyramidal,44,0.022
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,LEC LIII Multipolar Principal,43,0.0215
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,MEC LII Stellate,41,0.0205
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,LEC LVI Multipolar Pyramidal,49,0.0245
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,EC LIII Pyramidal Stellate,54,0.027
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,EC LIV VI Deep Multipolar Principal,51,0.0255
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,EC LV Deep Pyramidal,66,0.033
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,DG Semilunar Granule,25,0.0125
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,CA2 Pyramidal,39,0.0195
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,MEC LIII Bipolar Complex Pyramidal,62,0.031
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,MEC LV VI Pyramidal Polymorphic,136,0.068
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,CA3 Pyramidal,23,0.0115
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,39,0.0195
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,34,0.017
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,CA3c Pyramidal,38,0.019
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,DG Mossy,38,0.019
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,DG Granule,50,0.025
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,EC LIII V Bipolar Pyramidal,29,0.0145
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,LEC LIII Complex Pyramidal,41,0.0205
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,38,0.019
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,CA1 Pyramidal,57,0.0285
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,EC LIII Stellate,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,EC LI II Multipolar Pyramidal,33,0.0165
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,EC LIII Pyramidal,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,MEC LII III Pyramidal Multiform,EC LI II Pyramidal Fan,5,0.0025
