table_type,method,seed,terminal,count,probability
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,CA3 Pyramidal,29,0.0145
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,LEC LIII Complex Pyramidal,49,0.0245
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,SUB CA1 Projecting Pyramidal,41,0.0205
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,EC LIII Stellate,40,0.02
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,LEC LVI Multipolar Pyramidal,55,0.0275
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,LEC LIII Multipolar Principal,62,0.031
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,EC LIII V Bipolar Pyramidal,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,MEC LII III Pyramidal Multiform,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,MEC LIII Complex Pyramidal,52,0.026
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,MEC LII Stellate,49,0.0245
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,CA2 Pyramidal,50,0.025
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,EC LIII Pyramidal,27,0.0135
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,DG Semilunar Granule,19,0.0095
terminal_distribution,weighted_random_walk_ensemble,MEC LV VI Pyramidal Polymorphic,EC LI II Pyramidal Fan,6,0.003
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,CA3c Pyramidal,51,0.0255
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,DG Granule,76,0.038
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,DG Hilar Ectopic Granule,77,0.0385
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,CA1 Radiatum Giant,552,0.276
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,MEC LII Stellate,24,0.012
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,MEC LV Multipolar Pyramidal,26,0.013
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,EC LIII Pyramidal Stellate,35,0.0175
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,EC LV Deep Pyramidal,60,0.03
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,CA1 Pyramidal,104,0.052
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,EC LII III Pyramidal Tripolar,32,0.016
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,CA3 Granule,202,0.101
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,MEC LIII Complex Pyramidal,47,0.0235
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,LEC LVI Multipolar Pyramidal,46,0.023
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,MEC LV VI Pyramidal Polymorphic,125,0.0625
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,LEC LIII Complex Pyramidal,27,0.0135
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,EC LIII Pyramidal,34,0.017
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,MEC LIII Bipolar Complex Pyramidal,34,0.017
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,EC LI II Multipolar Pyramidal,26,0.013
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,MEC LII Oblique Pyramidal,18,0.009
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,EC LIII V Bipolar Pyramidal,37,0.0185
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,MEC LII III Pyramidal Multiform,42,0.021
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,MEC LV Pyramidal,33,0.0165
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,CA2 Pyramidal,46,0.023
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,LEC LIII Multipolar Principal,45,0.0225
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,CA3 Pyramidal,48,0.024
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,EC LIII Stellate,30,0.015
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,DG Semilunar Granule,21,0.0105
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,DG Mossy,38,0.019
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,EC LIV VI Deep Multipolar Principal,43,0.0215
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,MEC LV Superficial Pyramidal,19,0.0095
terminal_distribution,weighted_random_walk_ensemble,SUB CA1 Projecting Pyramidal,EC LI II Pyramidal Fan,2,0.001
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,CA3 Granule,332,0.166
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Stellate,28,0.014
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,CA3 Pyramidal,23,0.0115
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,CA1 Radiatum Giant,1138,0.569
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Multipolar Principal,27,0.0135
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Multipolar Pyramidal,23,0.0115
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal Stellate,18,0.009
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,40,0.02
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,3,0.0015
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,LEC LIII Complex Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,CA2 Pyramidal,32,0.016
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,52,0.026
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Multipolar Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,EC LII III Pyramidal Tripolar,9,0.0045
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Complex Pyramidal,27,0.0135
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,26,0.013
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,DG Hilar Ectopic Granule,36,0.018
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,EC LI II Pyramidal Fan,2,0.001
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,DG Granule,39,0.0195
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Stellate,16,0.008
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,DG Mossy,29,0.0145
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,CA3c Pyramidal,36,0.018
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,SUB CA1 Projecting Pyramidal,3,0.0015
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,EC LIII Pyramidal,7,0.0035
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,MEC LII Oblique Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,EC LV Deep Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,MEC LV Superficial Pyramidal,3,0.0015
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,MEC LII III Pyramidal Multiform,4,0.002
terminal_distribution,boltzmann_path_sampling,CA1 Pyramidal,DG Semilunar Granule,1,0.0005
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,CA3 Granule,359,0.1795
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,CA3 Pyramidal,687,0.3435
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,SUB CA1 Projecting Pyramidal,368,0.184
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,CA1 Pyramidal,36,0.018
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,CA2 Pyramidal,91,0.0455
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,LEC LVI Multipolar Pyramidal,29,0.0145
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,DG Granule,41,0.0205
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,LEC LIII Complex Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,EC LIV VI Deep Multipolar Principal,31,0.0155
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,LEC LIII Multipolar Principal,31,0.0155
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,DG Hilar Ectopic Granule,43,0.0215
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,MEC LIII Complex Pyramidal,28,0.014
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,EC LI II Multipolar Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,MEC LII Stellate,27,0.0135
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,MEC LV Pyramidal,11,0.0055
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,MEC LII III Pyramidal Multiform,5,0.0025
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,MEC LIII Bipolar Complex Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,EC LIII Stellate,10,0.005
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,CA3c Pyramidal,19,0.0095
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,DG Mossy,22,0.011
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,EC LV Deep Pyramidal,11,0.0055
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,MEC LV VI Pyramidal Polymorphic,44,0.022
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,EC LIII Pyramidal Stellate,14,0.007
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,EC LIII Pyramidal,7,0.0035
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,EC LII III Pyramidal Tripolar,15,0.0075
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,EC LIII V Bipolar Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,MEC LV Multipolar Pyramidal,9,0.0045
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,DG Semilunar Granule,6,0.003
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,EC LI II Pyramidal Fan,3,0.0015
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,MEC LII Oblique Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA1 Radiatum Giant,MEC LV Superficial Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,CA1 Radiatum Giant,1244,0.622
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,CA3c Pyramidal,34,0.017
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,DG Hilar Ectopic Granule,50,0.025
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,DG Mossy,32,0.016
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,CA1 Pyramidal,40,0.02
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,MEC LIII Complex Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,CA3 Granule,216,0.108
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,EC LV Deep Pyramidal,10,0.005
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,MEC LV Multipolar Pyramidal,9,0.0045
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,MEC LV VI Pyramidal Polymorphic,39,0.0195
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,EC LII III Pyramidal Tripolar,9,0.0045
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,EC LIV VI Deep Multipolar Principal,34,0.017
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,SUB CA1 Projecting Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,CA3 Pyramidal,31,0.0155
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,MEC LIII Bipolar Complex Pyramidal,9,0.0045
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,LEC LIII Complex Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,MEC LII III Pyramidal Multiform,5,0.0025
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,MEC LII Stellate,18,0.009
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,LEC LIII Multipolar Principal,22,0.011
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,LEC LVI Multipolar Pyramidal,28,0.014
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,EC LIII Pyramidal Stellate,6,0.003
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,DG Granule,42,0.021
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,EC LIII V Bipolar Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,MEC LV Superficial Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,DG Semilunar Granule,8,0.004
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,EC LI II Multipolar Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,MEC LII Oblique Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,EC LIII Stellate,12,0.006
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,MEC LV Pyramidal,3,0.0015
terminal_distribution,boltzmann_path_sampling,CA2 Pyramidal,EC LIII Pyramidal,4,0.002
terminal_distribution,boltzmann_path_sampling,CA3 Granule,MEC LII Stellate,30,0.015
terminal_distribution,boltzmann_path_sampling,CA3 Granule,CA1 Radiatum Giant,1281,0.6405
terminal_distribution,boltzmann_path_sampling,CA3 Granule,EC LIII V Bipolar Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,CA3 Granule,CA3c Pyramidal,32,0.016
terminal_distribution,boltzmann_path_sampling,CA3 Granule,DG Mossy,24,0.012
terminal_distribution,boltzmann_path_sampling,CA3 Granule,DG Granule,54,0.027
terminal_distribution,boltzmann_path_sampling,CA3 Granule,DG Hilar Ectopic Granule,138,0.069
terminal_distribution,boltzmann_path_sampling,CA3 Granule,EC LIV VI Deep Multipolar Principal,31,0.0155
terminal_distribution,boltzmann_path_sampling,CA3 Granule,MEC LV VI Pyramidal Polymorphic,48,0.024
terminal_distribution,boltzmann_path_sampling,CA3 Granule,MEC LIII Complex Pyramidal,38,0.019
terminal_distribution,boltzmann_path_sampling,CA3 Granule,LEC LIII Multipolar Principal,26,0.013
terminal_distribution,boltzmann_path_sampling,CA3 Granule,SUB CA1 Projecting Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,CA3 Granule,EC LV Deep Pyramidal,20,0.01
terminal_distribution,boltzmann_path_sampling,CA3 Granule,MEC LII III Pyramidal Multiform,5,0.0025
terminal_distribution,boltzmann_path_sampling,CA3 Granule,EC LIII Stellate,10,0.005
terminal_distribution,boltzmann_path_sampling,CA3 Granule,EC LIII Pyramidal Stellate,13,0.0065
terminal_distribution,boltzmann_path_sampling,CA3 Granule,CA1 Pyramidal,29,0.0145
terminal_distribution,boltzmann_path_sampling,CA3 Granule,MEC LIII Bipolar Complex Pyramidal,16,0.008
terminal_distribution,boltzmann_path_sampling,CA3 Granule,MEC LII Oblique Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,CA3 Granule,DG Semilunar Granule,14,0.007
terminal_distribution,boltzmann_path_sampling,CA3 Granule,LEC LVI Multipolar Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,CA3 Granule,CA2 Pyramidal,30,0.015
terminal_distribution,boltzmann_path_sampling,CA3 Granule,EC LI II Multipolar Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,CA3 Granule,EC LII III Pyramidal Tripolar,8,0.004
terminal_distribution,boltzmann_path_sampling,CA3 Granule,CA3 Pyramidal,30,0.015
terminal_distribution,boltzmann_path_sampling,CA3 Granule,EC LIII Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA3 Granule,MEC LV Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,CA3 Granule,LEC LIII Complex Pyramidal,11,0.0055
terminal_distribution,boltzmann_path_sampling,CA3 Granule,MEC LV Multipolar Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,CA3 Granule,MEC LV Superficial Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA3 Granule,EC LI II Pyramidal Fan,1,0.0005
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,CA1 Radiatum Giant,530,0.265
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,MEC LV Superficial Pyramidal,10,0.005
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,EC LIII Stellate,12,0.006
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,MEC LV VI Pyramidal Polymorphic,49,0.0245
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,CA3 Granule,392,0.196
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,DG Hilar Ectopic Granule,455,0.2275
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,DG Granule,154,0.077
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,CA2 Pyramidal,34,0.017
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,CA1 Pyramidal,38,0.019
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,LEC LVI Multipolar Pyramidal,19,0.0095
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,EC LIII Pyramidal,7,0.0035
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,DG Mossy,28,0.014
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,SUB CA1 Projecting Pyramidal,18,0.009
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,EC LIII V Bipolar Pyramidal,5,0.0025
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,EC LIII Pyramidal Stellate,17,0.0085
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,DG Semilunar Granule,21,0.0105
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,EC LI II Multipolar Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,CA3c Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,LEC LIII Multipolar Principal,25,0.0125
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,MEC LIII Bipolar Complex Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,MEC LII Stellate,26,0.013
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,EC LIV VI Deep Multipolar Principal,29,0.0145
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,MEC LII III Pyramidal Multiform,13,0.0065
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,LEC LIII Complex Pyramidal,10,0.005
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,EC LII III Pyramidal Tripolar,10,0.005
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,MEC LIII Complex Pyramidal,22,0.011
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,EC LV Deep Pyramidal,9,0.0045
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,MEC LV Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,MEC LV Multipolar Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,CA3 Pyramidal,MEC LII Oblique Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,CA1 Radiatum Giant,373,0.1865
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,DG Hilar Ectopic Granule,593,0.2965
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,LEC LIII Multipolar Principal,26,0.013
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,MEC LII Stellate,31,0.0155
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,EC LIII Pyramidal,5,0.0025
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,CA3 Granule,480,0.24
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,DG Granule,83,0.0415
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,EC LIII V Bipolar Pyramidal,13,0.0065
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,EC LI II Multipolar Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,SUB CA1 Projecting Pyramidal,11,0.0055
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,EC LIV VI Deep Multipolar Principal,33,0.0165
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,MEC LII III Pyramidal Multiform,8,0.004
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,CA3 Pyramidal,21,0.0105
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,LEC LVI Multipolar Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,EC LIII Pyramidal Stellate,11,0.0055
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,MEC LV VI Pyramidal Polymorphic,42,0.021
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,CA2 Pyramidal,31,0.0155
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,MEC LIII Complex Pyramidal,38,0.019
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,DG Mossy,28,0.014
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,MEC LIII Bipolar Complex Pyramidal,11,0.0055
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,CA1 Pyramidal,38,0.019
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,MEC LV Pyramidal,7,0.0035
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,LEC LIII Complex Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,EC LII III Pyramidal Tripolar,10,0.005
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,EC LIII Stellate,10,0.005
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,DG Semilunar Granule,5,0.0025
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,EC LV Deep Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,MEC LV Multipolar Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,MEC LII Oblique Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,MEC LV Superficial Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,CA3c Pyramidal,EC LI II Pyramidal Fan,1,0.0005
terminal_distribution,boltzmann_path_sampling,DG Granule,CA1 Radiatum Giant,1162,0.581
terminal_distribution,boltzmann_path_sampling,DG Granule,CA3 Pyramidal,24,0.012
terminal_distribution,boltzmann_path_sampling,DG Granule,CA3 Granule,194,0.097
terminal_distribution,boltzmann_path_sampling,DG Granule,CA3c Pyramidal,37,0.0185
terminal_distribution,boltzmann_path_sampling,DG Granule,SUB CA1 Projecting Pyramidal,26,0.013
terminal_distribution,boltzmann_path_sampling,DG Granule,EC LII III Pyramidal Tripolar,9,0.0045
terminal_distribution,boltzmann_path_sampling,DG Granule,EC LIII Pyramidal,8,0.004
terminal_distribution,boltzmann_path_sampling,DG Granule,DG Semilunar Granule,21,0.0105
terminal_distribution,boltzmann_path_sampling,DG Granule,CA1 Pyramidal,36,0.018
terminal_distribution,boltzmann_path_sampling,DG Granule,MEC LV VI Pyramidal Polymorphic,51,0.0255
terminal_distribution,boltzmann_path_sampling,DG Granule,CA2 Pyramidal,48,0.024
terminal_distribution,boltzmann_path_sampling,DG Granule,EC LIII Stellate,19,0.0095
terminal_distribution,boltzmann_path_sampling,DG Granule,EC LIII Pyramidal Stellate,18,0.009
terminal_distribution,boltzmann_path_sampling,DG Granule,MEC LII III Pyramidal Multiform,10,0.005
terminal_distribution,boltzmann_path_sampling,DG Granule,DG Hilar Ectopic Granule,56,0.028
terminal_distribution,boltzmann_path_sampling,DG Granule,DG Mossy,40,0.02
terminal_distribution,boltzmann_path_sampling,DG Granule,MEC LII Oblique Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,DG Granule,LEC LIII Multipolar Principal,35,0.0175
terminal_distribution,boltzmann_path_sampling,DG Granule,LEC LIII Complex Pyramidal,17,0.0085
terminal_distribution,boltzmann_path_sampling,DG Granule,EC LI II Multipolar Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,DG Granule,LEC LVI Multipolar Pyramidal,15,0.0075
terminal_distribution,boltzmann_path_sampling,DG Granule,MEC LIII Complex Pyramidal,29,0.0145
terminal_distribution,boltzmann_path_sampling,DG Granule,MEC LII Stellate,20,0.01
terminal_distribution,boltzmann_path_sampling,DG Granule,EC LV Deep Pyramidal,27,0.0135
terminal_distribution,boltzmann_path_sampling,DG Granule,EC LIII V Bipolar Pyramidal,20,0.01
terminal_distribution,boltzmann_path_sampling,DG Granule,EC LIV VI Deep Multipolar Principal,18,0.009
terminal_distribution,boltzmann_path_sampling,DG Granule,MEC LV Multipolar Pyramidal,9,0.0045
terminal_distribution,boltzmann_path_sampling,DG Granule,MEC LIII Bipolar Complex Pyramidal,6,0.003
terminal_distribution,boltzmann_path_sampling,DG Granule,MEC LV Pyramidal,5,0.0025
terminal_distribution,boltzmann_path_sampling,DG Granule,MEC LV Superficial Pyramidal,12,0.006
terminal_distribution,boltzmann_path_sampling,DG Granule,EC LI II Pyramidal Fan,1,0.0005
terminal_distribution,boltzmann_path_sampling,DG Hilar Ectopic Granule,MEC LIII Bipolar Complex Pyramidal,14,0.007
terminal_distribution,boltzmann_path_sampling,DG Hilar Ectopic Granule,CA1 Radiatum Giant,1313,0.6565
terminal_distribution,boltzmann_path_sampling,DG Hilar Ectopic Granule,CA2 Pyramidal,47,0.0235
terminal_distribution,boltzmann_path_sampling,DG Hilar Ectopic Granule,EC LIII Stellate,19,0.0095
terminal_distribution,boltzmann_path_sampling,DG Hilar Ectopic Granule,DG Granule,55,0.0275
