pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,tau_d
4013,4054,CA1 Radial Trilaminar,CA1 Radiatum Giant,i,e,6.576
4013,4055,CA1 Radial Trilaminar,CA1 Oriens Alveus,i,i,5.694
4013,4061,CA1 Radial Trilaminar,CA1 R Receiving Apical Targeting,i,i,5.963
4013,4066,CA1 Radial Trilaminar,CA1 OR LM,i,i,6.311
4013,4069,CA1 Radial Trilaminar,CA1 O LM,i,i,5.973
4013,4076,CA1 Radial Trilaminar,CA1 Perforant Path Associated QuadD,i,i,6.245
4013,4078,CA1 Radial Trilaminar,CA1 Basket,i,i,4.921
4013,4079,CA1 Radial Trilaminar,CA1 Basket CCK+,i,i,5.016
4013,4080,CA1 Radial Trilaminar,CA1 Bistratified,i,i,6.321
4013,4081,CA1 Radial Trilaminar,CA1 Ivy,i,i,6.66
4013,4083,CA1 Radial Trilaminar,CA1 Oriens Bistratified,i,i,5.755
4013,4087,CA1 Radial Trilaminar,CA1 O LMR,i,i,6.344
4013,4089,CA1 Radial Trilaminar,CA1 Recurrent O LM,i,i,5.744
4015,3007,CA1 Schaffer Collateral Associated,CA2 Wide Arbor Basket,i,i,6.097136438
4015,4000,CA1 Schaffer Collateral Associated,CA1 Pyramidal,i,e,7.970223554
4015,4003,CA1 Schaffer Collateral Associated,CA1 Quadrilaminar,i,i,6.373272623
4015,4005,CA1 Schaffer Collateral Associated,CA1 LMR,i,i,6.521500922
4015,4006,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated,i,i,7.064668502
4015,4013,CA1 Schaffer Collateral Associated,CA1 Radial Trilaminar,i,i,8.570800918
4015,4015,CA1 Schaffer Collateral Associated,CA1 Schaffer Collateral Associated,i,i,6.880415285
4015,4023,CA1 Schaffer Collateral Associated,CA1 Back Projection,i,i,6.322037817
4015,4028,CA1 Schaffer Collateral Associated,CA1 Radiatum,i,i,6.732281691
4015,4033,CA1 Schaffer Collateral Associated,CA1 SO SO,i,i,8.040043047
4015,4035,CA1 Schaffer Collateral Associated,CA1 Trilaminar,i,i,6.045770257
4015,4036,CA1 Schaffer Collateral Associated,CA1 Axo Axonic,i,i,5.948263877
4015,4038,CA1 Schaffer Collateral Associated,CA1 Horizontal Axo Axonic,i,i,7.119340446
4015,4039,CA1 Schaffer Collateral Associated,CA1 Horizontal Basket,i,i,6.81112278
4015,4054,CA1 Schaffer Collateral Associated,CA1 Radiatum Giant,i,e,7.105479855
4015,4055,CA1 Schaffer Collateral Associated,CA1 Oriens Alveus,i,i,6.336127305
4015,4061,CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,i,i,6.402246263
4015,4066,CA1 Schaffer Collateral Associated,CA1 OR LM,i,i,6.821198584
4015,4069,CA1 Schaffer Collateral Associated,CA1 O LM,i,i,5.991560223
4015,4076,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated QuadD,i,i,6.785888781
4015,4078,CA1 Schaffer Collateral Associated,CA1 Basket,i,i,5.846569264
4015,4079,CA1 Schaffer Collateral Associated,CA1 Basket CCK+,i,i,5.543110931
4015,4080,CA1 Schaffer Collateral Associated,CA1 Bistratified,i,i,6.965913214
4015,4081,CA1 Schaffer Collateral Associated,CA1 Ivy,i,i,7.324303795
4015,4083,CA1 Schaffer Collateral Associated,CA1 Oriens Bistratified,i,i,6.152219823
4015,4087,CA1 Schaffer Collateral Associated,CA1 O LMR,i,i,6.826653047
4015,4089,CA1 Schaffer Collateral Associated,CA1 Recurrent O LM,i,i,6.003759812
4023,1002,CA1 Back Projection,DG Mossy,i,e,6.191
4023,1004,CA1 Back Projection,DG Total Molecular Layer,i,i,6.436
4023,1005,CA1 Back Projection,DG MOLAX,i,i,6.67
4023,1009,CA1 Back Projection,DG HICAP,i,i,6.435
4023,1010,CA1 Back Projection,DG Axo Axonic,i,i,6.602
4023,1013,CA1 Back Projection,DG HIPP,i,i,7.658
4023,1026,CA1 Back Projection,DG HIPROM,i,i,6.685
4023,1027,CA1 Back Projection,DG AIPRIM,i,i,6.322
4023,1035,CA1 Back Projection,DG Basket,i,i,6.084
4023,1041,CA1 Back Projection,DG Hilar Ectopic Granule,i,e,6.755
4023,2000,CA1 Back Projection,CA3 Pyramidal,i,e,9.218
4023,2001,CA1 Back Projection,CA3 Granule,i,e,6.678
4023,2004,CA1 Back Projection,CA3c Pyramidal,i,e,8.348
4023,2005,CA1 Back Projection,CA3 LMR Targeting,i,i,6.446
4023,2009,CA1 Back Projection,CA3 O LM,i,i,5.992
4023,2013,CA1 Back Projection,CA3 Lucidum ORAX,i,i,6.743
4023,2019,CA1 Back Projection,CA3 Spiny Lucidum,i,i,6.489265898
4023,2020,CA1 Back Projection,CA3 Trilaminar,i,i,6.664
4023,2028,CA1 Back Projection,CA3 Axo Axonic,i,i,5.442
4023,2035,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,i,i,6.653
4023,2036,CA1 Back Projection,CA3 Mossy Fiber Associated,i,i,6.770893926
4023,2043,CA1 Back Projection,CA3 Basket,i,i,4.542
4023,2044,CA1 Back Projection,CA3 Basket CCK+,i,i,5.071
4023,2047,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,6.468
4023,3007,CA1 Back Projection,CA2 Wide Arbor Basket,i,i,6.13
4023,4000,CA1 Back Projection,CA1 Pyramidal,i,e,7.11
4023,4003,CA1 Back Projection,CA1 Quadrilaminar,i,i,6.351
4023,4005,CA1 Back Projection,CA1 LMR,i,i,6.453
4023,4006,CA1 Back Projection,CA1 Perforant Path Associated,i,i,6.844
4023,4011,CA1 Back Projection,CA1 Neurogliaform Projecting,i,i,6.911
4023,4012,CA1 Back Projection,CA1 Neurogliaform,i,i,6.913
4023,4013,CA1 Back Projection,CA1 Radial Trilaminar,i,i,8.252
4023,4015,CA1 Back Projection,CA1 Schaffer Collateral Associated,i,i,7.092616229
4023,4023,CA1 Back Projection,CA1 Back Projection,i,i,6.298
4023,4028,CA1 Back Projection,CA1 Radiatum,i,i,6.757
4023,4033,CA1 Back Projection,CA1 SO SO,i,i,8.511
4023,4035,CA1 Back Projection,CA1 Trilaminar,i,i,6.049
4023,4036,CA1 Back Projection,CA1 Axo Axonic,i,i,5.845
4023,4038,CA1 Back Projection,CA1 Horizontal Axo Axonic,i,i,7.463
4023,4039,CA1 Back Projection,CA1 Horizontal Basket,i,i,6.344
4023,4054,CA1 Back Projection,CA1 Radiatum Giant,i,e,7.065
4023,4055,CA1 Back Projection,CA1 Oriens Alveus,i,i,6.032
4023,4061,CA1 Back Projection,CA1 R Receiving Apical Targeting,i,i,6.368
4023,4066,CA1 Back Projection,CA1 OR LM,i,i,6.733
4023,4069,CA1 Back Projection,CA1 O LM,i,i,6.329
4023,4076,CA1 Back Projection,CA1 Perforant Path Associated QuadD,i,i,6.75
4023,4078,CA1 Back Projection,CA1 Basket,i,i,5.443
4023,4079,CA1 Back Projection,CA1 Basket CCK+,i,i,5.372
4023,4080,CA1 Back Projection,CA1 Bistratified,i,i,7.249
4023,4081,CA1 Back Projection,CA1 Ivy,i,i,7.491
4023,4083,CA1 Back Projection,CA1 Oriens Bistratified,i,i,6.106
4023,4087,CA1 Back Projection,CA1 O LMR,i,i,6.784
4023,4089,CA1 Back Projection,CA1 Recurrent O LM,i,i,6.117
4028,4000,CA1 Radiatum,CA1 Pyramidal,i,e,9.633
4028,4003,CA1 Radiatum,CA1 Quadrilaminar,i,i,7.575
4028,4005,CA1 Radiatum,CA1 LMR,i,i,7.572
4028,4006,CA1 Radiatum,CA1 Perforant Path Associated,i,i,7.944
4028,4013,CA1 Radiatum,CA1 Radial Trilaminar,i,i,9.39
4028,4015,CA1 Radiatum,CA1 Schaffer Collateral Associated,i,i,8.584531981
4028,4028,CA1 Radiatum,CA1 Radiatum,i,i,7.989
4028,4036,CA1 Radiatum,CA1 Axo Axonic,i,i,6.78
4028,4054,CA1 Radiatum,CA1 Radiatum Giant,i,e,8.186
4028,4055,CA1 Radiatum,CA1 Oriens Alveus,i,i,7.103
4028,4061,CA1 Radiatum,CA1 R Receiving Apical Targeting,i,i,7.387
4028,4066,CA1 Radiatum,CA1 OR LM,i,i,7.891
4028,4076,CA1 Radiatum,CA1 Perforant Path Associated QuadD,i,i,7.956
4028,4078,CA1 Radiatum,CA1 Basket,i,i,6.405
4028,4079,CA1 Radiatum,CA1 Basket CCK+,i,i,6.289
4028,4080,CA1 Radiatum,CA1 Bistratified,i,i,8.256
4028,4081,CA1 Radiatum,CA1 Ivy,i,i,8.6
4033,4000,CA1 SO SO,CA1 Pyramidal,i,e,6.96
4033,4003,CA1 SO SO,CA1 Quadrilaminar,i,i,6.034
4033,4013,CA1 SO SO,CA1 Radial Trilaminar,i,i,7.846
4033,4023,CA1 SO SO,CA1 Back Projection,i,i,5.941
4033,4033,CA1 SO SO,CA1 SO SO,i,i,8.024
4033,4035,CA1 SO SO,CA1 Trilaminar,i,i,5.673
4033,4036,CA1 SO SO,CA1 Axo Axonic,i,i,5.374
4033,4038,CA1 SO SO,CA1 Horizontal Axo Axonic,i,i,7.049
4033,4039,CA1 SO SO,CA1 Horizontal Basket,i,i,5.987
4033,4055,CA1 SO SO,CA1 Oriens Alveus,i,i,5.66
4033,4066,CA1 SO SO,CA1 OR LM,i,i,6.348
4033,4069,CA1 SO SO,CA1 O LM,i,i,5.774
4033,4076,CA1 SO SO,CA1 Perforant Path Associated QuadD,i,i,6.333
4033,4078,CA1 SO SO,CA1 Basket,i,i,5.138
4033,4079,CA1 SO SO,CA1 Basket CCK+,i,i,5.002
4033,4080,CA1 SO SO,CA1 Bistratified,i,i,6.711
4033,4081,CA1 SO SO,CA1 Ivy,i,i,6.972
4033,4083,CA1 SO SO,CA1 Oriens Bistratified,i,i,5.747
4033,4087,CA1 SO SO,CA1 O LMR,i,i,6.355
4033,4089,CA1 SO SO,CA1 Recurrent O LM,i,i,5.737
4035,3007,CA1 Trilaminar,CA2 Wide Arbor Basket,i,i,5.894
4035,4000,CA1 Trilaminar,CA1 Pyramidal,i,e,7.157
4035,4003,CA1 Trilaminar,CA1 Quadrilaminar,i,i,6.114
4035,4005,CA1 Trilaminar,CA1 LMR,i,i,6.165
4035,4006,CA1 Trilaminar,CA1 Perforant Path Associated,i,i,6.562
4035,4013,CA1 Trilaminar,CA1 Radial Trilaminar,i,i,7.797
4035,4015,CA1 Trilaminar,CA1 Schaffer Collateral Associated,i,i,7.249086146
4035,4023,CA1 Trilaminar,CA1 Back Projection,i,i,6.104
4035,4028,CA1 Trilaminar,CA1 Radiatum,i,i,6.56
4035,4033,CA1 Trilaminar,CA1 SO SO,i,i,8.256
4035,4035,CA1 Trilaminar,CA1 Trilaminar,i,i,5.811
4035,4036,CA1 Trilaminar,CA1 Axo Axonic,i,i,5.57
4035,4038,CA1 Trilaminar,CA1 Horizontal Axo Axonic,i,i,7.238
4035,4039,CA1 Trilaminar,CA1 Horizontal Basket,i,i,6.076
4035,4054,CA1 Trilaminar,CA1 Radiatum Giant,i,e,6.799
4035,4055,CA1 Trilaminar,CA1 Oriens Alveus,i,i,5.817
4035,4061,CA1 Trilaminar,CA1 R Receiving Apical Targeting,i,i,6.11
4035,4066,CA1 Trilaminar,CA1 OR LM,i,i,6.479
4035,4069,CA1 Trilaminar,CA1 O LM,i,i,6.058
4035,4076,CA1 Trilaminar,CA1 Perforant Path Associated QuadD,i,i,6.472
4035,4078,CA1 Trilaminar,CA1 Basket,i,i,5.279
4035,4079,CA1 Trilaminar,CA1 Basket CCK+,i,i,5.212
4035,4080,CA1 Trilaminar,CA1 Bistratified,i,i,6.866
4035,4081,CA1 Trilaminar,CA1 Ivy,i,i,7.161
4035,4083,CA1 Trilaminar,CA1 Oriens Bistratified,i,i,5.823
4035,4087,CA1 Trilaminar,CA1 O LMR,i,i,6.495
4035,4089,CA1 Trilaminar,CA1 Recurrent O LM,i,i,5.906
4035,5005,CA1 Trilaminar,SUB CA1 Projecting Pyramidal,i,e,6.653
4036,4000,CA1 Axo Axonic,CA1 Pyramidal,i,e,5.649
4036,4054,CA1 Axo Axonic,CA1 Radiatum Giant,i,e,5.53
4038,4000,CA1 Horizontal Axo Axonic,CA1 Pyramidal,i,e,6.278
4038,4054,CA1 Horizontal Axo Axonic,CA1 Radiatum Giant,i,e,6.036
4039,4000,CA1 Horizontal Basket,CA1 Pyramidal,i,e,7.547
4039,4013,CA1 Horizontal Basket,CA1 Radial Trilaminar,i,i,12.69
4039,4036,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,6.602
4039,4039,CA1 Horizontal Basket,CA1 Horizontal Basket,i,i,7.353
4039,4054,CA1 Horizontal Basket,CA1 Radiatum Giant,i,e,8.406
4039,4066,CA1 Horizontal Basket,CA1 OR LM,i,i,7.846
4039,4078,CA1 Horizontal Basket,CA1 Basket,i,i,6.216
4039,4079,CA1 Horizontal Basket,CA1 Basket CCK+,i,i,6.211
4039,4080,CA1 Horizontal Basket,CA1 Bistratified,i,i,11.35
4039,4081,CA1 Horizontal Basket,CA1 Ivy,i,i,11.43
4054,4000,CA1 Radiatum Giant,CA1 Pyramidal,e,e,5.787
4054,4003,CA1 Radiatum Giant,CA1 Quadrilaminar,e,i,4.151
4054,4013,CA1 Radiatum Giant,CA1 Radial Trilaminar,e,i,5.026
4054,4023,CA1 Radiatum Giant,CA1 Back Projection,e,i,4.512
4054,4033,CA1 Radiatum Giant,CA1 SO SO,e,i,6.151
4054,4035,CA1 Radiatum Giant,CA1 Trilaminar,e,i,4.364
4054,4036,CA1 Radiatum Giant,CA1 Axo Axonic,e,i,4.116
4054,4038,CA1 Radiatum Giant,CA1 Horizontal Axo Axonic,e,i,5.073
4054,4039,CA1 Radiatum Giant,CA1 Horizontal Basket,e,i,4.237
4054,4055,CA1 Radiatum Giant,CA1 Oriens Alveus,e,i,3.813
4054,4066,CA1 Radiatum Giant,CA1 OR LM,e,i,4.652
4054,4069,CA1 Radiatum Giant,CA1 O LM,e,i,4.475
4054,4076,CA1 Radiatum Giant,CA1 Perforant Path Associated QuadD,e,i,4.605
4054,4078,CA1 Radiatum Giant,CA1 Basket,e,i,3.991
4054,4079,CA1 Radiatum Giant,CA1 Basket CCK+,e,i,3.462
4054,4080,CA1 Radiatum Giant,CA1 Bistratified,e,i,4.567
4054,4081,CA1 Radiatum Giant,CA1 Ivy,e,i,4.73
4054,4083,CA1 Radiatum Giant,CA1 Oriens Bistratified,e,i,4.288
4054,4087,CA1 Radiatum Giant,CA1 O LMR,e,i,4.971
4054,4089,CA1 Radiatum Giant,CA1 Recurrent O LM,e,i,4.696
4055,3007,CA1 Oriens Alveus,CA2 Wide Arbor Basket,i,i,5.073
4055,4000,CA1 Oriens Alveus,CA1 Pyramidal,i,e,5.75
4055,4003,CA1 Oriens Alveus,CA1 Quadrilaminar,i,i,5.166
4055,4013,CA1 Oriens Alveus,CA1 Radial Trilaminar,i,i,6.667
4055,4023,CA1 Oriens Alveus,CA1 Back Projection,i,i,5.162
4055,4033,CA1 Oriens Alveus,CA1 SO SO,i,i,7.187
4055,4035,CA1 Oriens Alveus,CA1 Trilaminar,i,i,4.908
4055,4036,CA1 Oriens Alveus,CA1 Axo Axonic,i,i,4.681
4055,4038,CA1 Oriens Alveus,CA1 Horizontal Axo Axonic,i,i,6.191
4055,4039,CA1 Oriens Alveus,CA1 Horizontal Basket,i,i,5.013
4055,4055,CA1 Oriens Alveus,CA1 Oriens Alveus,i,i,4.789
4055,4066,CA1 Oriens Alveus,CA1 OR LM,i,i,5.436
4055,4069,CA1 Oriens Alveus,CA1 O LM,i,i,5.183
4055,4076,CA1 Oriens Alveus,CA1 Perforant Path Associated QuadD,i,i,5.436
4055,4078,CA1 Oriens Alveus,CA1 Basket,i,i,4.482
4055,4079,CA1 Oriens Alveus,CA1 Basket CCK+,i,i,4.289
4055,4080,CA1 Oriens Alveus,CA1 Bistratified,i,i,5.838
4055,4081,CA1 Oriens Alveus,CA1 Ivy,i,i,5.967
4055,4083,CA1 Oriens Alveus,CA1 Oriens Bistratified,i,i,4.955
4055,4087,CA1 Oriens Alveus,CA1 O LMR,i,i,5.548
4055,4089,CA1 Oriens Alveus,CA1 Recurrent O LM,i,i,5.018
4061,4000,CA1 R Receiving Apical Targeting,CA1 Pyramidal,i,e,6.701
4061,4003,CA1 R Receiving Apical Targeting,CA1 Quadrilaminar,i,i,5.978
4061,4005,CA1 R Receiving Apical Targeting,CA1 LMR,i,i,6.042
4061,4006,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated,i,i,6.265
4061,4011,CA1 R Receiving Apical Targeting,CA1 Neurogliaform Projecting,i,i,6.499
4061,4012,CA1 R Receiving Apical Targeting,CA1 Neurogliaform,i,i,6.482
4061,4013,CA1 R Receiving Apical Targeting,CA1 Radial Trilaminar,i,i,8.248
4061,4015,CA1 R Receiving Apical Targeting,CA1 Schaffer Collateral Associated,i,i,7.290465839
4061,4028,CA1 R Receiving Apical Targeting,CA1 Radiatum,i,i,6.924
4061,4036,CA1 R Receiving Apical Targeting,CA1 Axo Axonic,i,i,5.373
4061,4054,CA1 R Receiving Apical Targeting,CA1 Radiatum Giant,i,e,6.571
4061,4055,CA1 R Receiving Apical Targeting,CA1 Oriens Alveus,i,i,5.554
4061,4061,CA1 R Receiving Apical Targeting,CA1 R Receiving Apical Targeting,i,i,5.956
4061,4066,CA1 R Receiving Apical Targeting,CA1 OR LM,i,i,6.282
4061,4076,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated QuadD,i,i,6.283
4061,4078,CA1 R Receiving Apical Targeting,CA1 Basket,i,i,5.045
4061,4079,CA1 R Receiving Apical Targeting,CA1 Basket CCK+,i,i,4.892
4061,4080,CA1 R Receiving Apical Targeting,CA1 Bistratified,i,i,6.637
4061,4081,CA1 R Receiving Apical Targeting,CA1 Ivy,i,i,6.838
4066,4000,CA1 OR LM,CA1 Pyramidal,i,e,6.74
4066,4003,CA1 OR LM,CA1 Quadrilaminar,i,i,5.958
4066,4005,CA1 OR LM,CA1 LMR,i,i,6.055
4066,4006,CA1 OR LM,CA1 Perforant Path Associated,i,i,6.301
4066,4011,CA1 OR LM,CA1 Neurogliaform Projecting,i,i,6.439
4066,4012,CA1 OR LM,CA1 Neurogliaform,i,i,6.444
4066,4013,CA1 OR LM,CA1 Radial Trilaminar,i,i,7.717
4066,4015,CA1 OR LM,CA1 Schaffer Collateral Associated,i,i,6.666133378
4066,4036,CA1 OR LM,CA1 Axo Axonic,i,i,5.328
4066,4054,CA1 OR LM,CA1 Radiatum Giant,i,e,6.521
4066,4055,CA1 OR LM,CA1 Oriens Alveus,i,i,5.568
4066,4076,CA1 OR LM,CA1 Perforant Path Associated QuadD,i,i,6.269
4066,4078,CA1 OR LM,CA1 Basket,i,i,5.031
4066,4079,CA1 OR LM,CA1 Basket CCK+,i,i,4.993
4069,4000,CA1 O LM,CA1 Pyramidal,i,e,6.822
4069,4003,CA1 O LM,CA1 Quadrilaminar,i,i,5.743
4069,4005,CA1 O LM,CA1 LMR,i,i,5.997
4069,4006,CA1 O LM,CA1 Perforant Path Associated,i,i,6.203
4069,4011,CA1 O LM,CA1 Neurogliaform Projecting,i,i,6.166
4069,4012,CA1 O LM,CA1 Neurogliaform,i,i,6.167
4069,4013,CA1 O LM,CA1 Radial Trilaminar,i,i,7.363
4069,4015,CA1 O LM,CA1 Schaffer Collateral Associated,i,i,6.788321839
4069,4036,CA1 O LM,CA1 Axo Axonic,i,i,5.284
4069,4054,CA1 O LM,CA1 Radiatum Giant,i,e,6.39
4069,4055,CA1 O LM,CA1 Oriens Alveus,i,i,5.424
4069,4076,CA1 O LM,CA1 Perforant Path Associated QuadD,i,i,6.095
4069,4078,CA1 O LM,CA1 Basket,i,i,4.985
4069,4079,CA1 O LM,CA1 Basket CCK+,i,i,4.856
4076,4003,CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,i,i,5.646
4076,4005,CA1 Perforant Path Associated QuadD,CA1 LMR,i,i,5.725
4076,4006,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,i,i,5.987
4076,4011,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform Projecting,i,i,6.065
4076,4012,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform,i,i,6.062
4076,4013,CA1 Perforant Path Associated QuadD,CA1 Radial Trilaminar,i,i,7.231
4076,4015,CA1 Perforant Path Associated QuadD,CA1 Schaffer Collateral Associated,i,i,6.515194237
4076,4036,CA1 Perforant Path Associated QuadD,CA1 Axo Axonic,i,i,5.058
4076,4055,CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,i,i,5.298
4076,4076,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated QuadD,i,i,5.938
4076,4078,CA1 Perforant Path Associated QuadD,CA1 Basket,i,i,4.798
4076,4079,CA1 Perforant Path Associated QuadD,CA1 Basket CCK+,i,i,4.749
4078,4000,CA1 Basket,CA1 Pyramidal,i,e,3.972
4078,4013,CA1 Basket,CA1 Radial Trilaminar,i,i,5.311
4078,4036,CA1 Basket,CA1 Axo Axonic,i,i,3.641
4078,4039,CA1 Basket,CA1 Horizontal Basket,i,i,4.449
4078,4054,CA1 Basket,CA1 Radiatum Giant,i,e,4.62
4078,4066,CA1 Basket,CA1 OR LM,i,i,4.391
4078,4078,CA1 Basket,CA1 Basket,i,i,3.381
4078,4079,CA1 Basket,CA1 Basket CCK+,i,i,3.787
4078,4080,CA1 Basket,CA1 Bistratified,i,i,4.631
4078,4081,CA1 Basket,CA1 Ivy,i,i,4.631
4079,4000,CA1 Basket CCK+,CA1 Pyramidal,i,e,7.144
4079,4013,CA1 Basket CCK+,CA1 Radial Trilaminar,i,i,8.272
4079,4036,CA1 Basket CCK+,CA1 Axo Axonic,i,i,6.499
4079,4039,CA1 Basket CCK+,CA1 Horizontal Basket,i,i,7.104
4079,4054,CA1 Basket CCK+,CA1 Radiatum Giant,i,e,7.131
4079,4066,CA1 Basket CCK+,CA1 OR LM,i,i,6.812
4079,4078,CA1 Basket CCK+,CA1 Basket,i,i,5.828
4079,4079,CA1 Basket CCK+,CA1 Basket CCK+,i,i,5.598
4079,4080,CA1 Basket CCK+,CA1 Bistratified,i,i,7.164
4079,4081,CA1 Basket CCK+,CA1 Ivy,i,i,7.332
4080,3007,CA1 Bistratified,CA2 Wide Arbor Basket,i,i,7.672
4080,4000,CA1 Bistratified,CA1 Pyramidal,i,e,9.996
4080,4003,CA1 Bistratified,CA1 Quadrilaminar,i,i,8.193
4080,4005,CA1 Bistratified,CA1 LMR,i,i,8.176
4080,4006,CA1 Bistratified,CA1 Perforant Path Associated,i,i,8.681
4080,4013,CA1 Bistratified,CA1 Radial Trilaminar,i,i,10.51
4080,4015,CA1 Bistratified,CA1 Schaffer Collateral Associated,i,i,9.638410576
4080,4023,CA1 Bistratified,CA1 Back Projection,i,i,8.12
4080,4028,CA1 Bistratified,CA1 Radiatum,i,i,8.809
4080,4033,CA1 Bistratified,CA1 SO SO,i,i,10.26
4080,4035,CA1 Bistratified,CA1 Trilaminar,i,i,7.803
4080,4036,CA1 Bistratified,CA1 Axo Axonic,i,i,7.189
4080,4038,CA1 Bistratified,CA1 Horizontal Axo Axonic,i,i,9.401
4080,4039,CA1 Bistratified,CA1 Horizontal Basket,i,i,8.341
4080,4054,CA1 Bistratified,CA1 Radiatum Giant,i,e,9.499
4080,4055,CA1 Bistratified,CA1 Oriens Alveus,i,i,7.854
4080,4061,CA1 Bistratified,CA1 R Receiving Apical Targeting,i,i,8.219
4080,4066,CA1 Bistratified,CA1 OR LM,i,i,9.0
4080,4069,CA1 Bistratified,CA1 O LM,i,i,8.069
4080,4076,CA1 Bistratified,CA1 Perforant Path Associated QuadD,i,i,8.679
4080,4078,CA1 Bistratified,CA1 Basket,i,i,6.506
4080,4079,CA1 Bistratified,CA1 Basket CCK+,i,i,7.218
4080,4080,CA1 Bistratified,CA1 Bistratified,i,i,9.207
4080,4081,CA1 Bistratified,CA1 Ivy,i,i,9.632
4080,4083,CA1 Bistratified,CA1 Oriens Bistratified,i,i,7.863
4080,4087,CA1 Bistratified,CA1 O LMR,i,i,8.619
4080,4089,CA1 Bistratified,CA1 Recurrent O LM,i,i,7.794
4081,3007,CA1 Ivy,CA2 Wide Arbor Basket,i,i,6.837
4081,4000,CA1 Ivy,CA1 Pyramidal,i,e,8.687
4081,4003,CA1 Ivy,CA1 Quadrilaminar,i,i,7.264
4081,4005,CA1 Ivy,CA1 LMR,i,i,7.246
4081,4006,CA1 Ivy,CA1 Perforant Path Associated,i,i,7.704
4081,4013,CA1 Ivy,CA1 Radial Trilaminar,i,i,9.602
4081,4015,CA1 Ivy,CA1 Schaffer Collateral Associated,i,i,8.537074452
4081,4023,CA1 Ivy,CA1 Back Projection,i,i,7.14
4081,4028,CA1 Ivy,CA1 Radiatum,i,i,7.639
4081,4033,CA1 Ivy,CA1 SO SO,i,i,9.522
4081,4035,CA1 Ivy,CA1 Trilaminar,i,i,6.839
4081,4036,CA1 Ivy,CA1 Axo Axonic,i,i,6.383
4081,4038,CA1 Ivy,CA1 Horizontal Axo Axonic,i,i,8.523
4081,4039,CA1 Ivy,CA1 Horizontal Basket,i,i,7.342
4081,4054,CA1 Ivy,CA1 Radiatum Giant,i,e,8.338
4081,4055,CA1 Ivy,CA1 Oriens Alveus,i,i,6.812
4081,4061,CA1 Ivy,CA1 R Receiving Apical Targeting,i,i,7.158
4081,4066,CA1 Ivy,CA1 OR LM,i,i,7.907
4081,4069,CA1 Ivy,CA1 O LM,i,i,7.127
4081,4076,CA1 Ivy,CA1 Perforant Path Associated QuadD,i,i,7.694
4081,4078,CA1 Ivy,CA1 Basket,i,i,5.724
4081,4079,CA1 Ivy,CA1 Basket CCK+,i,i,6.243
4081,4080,CA1 Ivy,CA1 Bistratified,i,i,8.229
4081,4081,CA1 Ivy,CA1 Ivy,i,i,8.555
4081,4083,CA1 Ivy,CA1 Oriens Bistratified,i,i,6.905
4081,4087,CA1 Ivy,CA1 O LMR,i,i,7.674
4081,4089,CA1 Ivy,CA1 Recurrent O LM,i,i,6.888
4083,4000,CA1 Oriens Bistratified,CA1 Pyramidal,i,e,7.1
4083,4003,CA1 Oriens Bistratified,CA1 Quadrilaminar,i,i,6.01
4083,4005,CA1 Oriens Bistratified,CA1 LMR,i,i,6.092
4083,4006,CA1 Oriens Bistratified,CA1 Perforant Path Associated,i,i,6.421
4083,4013,CA1 Oriens Bistratified,CA1 Radial Trilaminar,i,i,7.589
4083,4015,CA1 Oriens Bistratified,CA1 Schaffer Collateral Associated,i,i,7.214076309
4083,4023,CA1 Oriens Bistratified,CA1 Back Projection,i,i,5.962
4083,4028,CA1 Oriens Bistratified,CA1 Radiatum,i,i,6.418
4083,4033,CA1 Oriens Bistratified,CA1 SO SO,i,i,7.789
4083,4035,CA1 Oriens Bistratified,CA1 Trilaminar,i,i,5.669
4083,4036,CA1 Oriens Bistratified,CA1 Axo Axonic,i,i,5.443
4083,4038,CA1 Oriens Bistratified,CA1 Horizontal Axo Axonic,i,i,7.059
4083,4039,CA1 Oriens Bistratified,CA1 Horizontal Basket,i,i,6.082
4083,4055,CA1 Oriens Bistratified,CA1 Oriens Alveus,i,i,5.687
4083,4061,CA1 Oriens Bistratified,CA1 R Receiving Apical Targeting,i,i,5.975
4083,4066,CA1 Oriens Bistratified,CA1 OR LM,i,i,6.334
4083,4069,CA1 Oriens Bistratified,CA1 O LM,i,i,5.748
4083,4076,CA1 Oriens Bistratified,CA1 Perforant Path Associated QuadD,i,i,6.299
4083,4078,CA1 Oriens Bistratified,CA1 Basket,i,i,5.233
4083,4079,CA1 Oriens Bistratified,CA1 Basket CCK+,i,i,5.063
