pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,tau_d
2020,2044,CA3 Trilaminar,CA3 Basket CCK+,i,i,4.794
2020,2047,CA3 Trilaminar,CA3 Horizontal Axo Axonic,i,i,6.094
2020,3007,CA3 Trilaminar,CA2 Wide Arbor Basket,i,i,5.776
2020,4000,CA3 Trilaminar,CA1 Pyramidal,i,e,6.902
2020,4003,CA3 Trilaminar,CA1 Quadrilaminar,i,i,5.959
2020,4005,CA3 Trilaminar,CA1 LMR,i,i,6.085
2020,4006,CA3 Trilaminar,CA1 Perforant Path Associated,i,i,6.432
2020,4013,CA3 Trilaminar,CA1 Radial Trilaminar,i,i,7.592
2020,4015,CA3 Trilaminar,CA1 Schaffer Collateral Associated,i,i,6.908696314
2020,4023,CA3 Trilaminar,CA1 Back Projection,i,i,5.977
2020,4028,CA3 Trilaminar,CA1 Radiatum,i,i,6.325
2020,4033,CA3 Trilaminar,CA1 SO SO,i,i,8.164
2020,4035,CA3 Trilaminar,CA1 Trilaminar,i,i,5.691
2020,4036,CA3 Trilaminar,CA1 Axo Axonic,i,i,5.453
2020,4038,CA3 Trilaminar,CA1 Horizontal Axo Axonic,i,i,7.054
2020,4039,CA3 Trilaminar,CA1 Horizontal Basket,i,i,6.068
2020,4054,CA3 Trilaminar,CA1 Radiatum Giant,i,e,6.589
2020,4055,CA3 Trilaminar,CA1 Oriens Alveus,i,i,5.689
2020,4061,CA3 Trilaminar,CA1 R Receiving Apical Targeting,i,i,5.968
2020,4066,CA3 Trilaminar,CA1 OR LM,i,i,6.336
2020,4069,CA3 Trilaminar,CA1 O LM,i,i,5.955
2020,4076,CA3 Trilaminar,CA1 Perforant Path Associated QuadD,i,i,6.333
2020,4078,CA3 Trilaminar,CA1 Basket,i,i,5.222
2020,4079,CA3 Trilaminar,CA1 Basket CCK+,i,i,5.049
2020,4080,CA3 Trilaminar,CA1 Bistratified,i,i,6.646
2020,4081,CA3 Trilaminar,CA1 Ivy,i,i,6.906
2020,4083,CA3 Trilaminar,CA1 Oriens Bistratified,i,i,5.697
2020,4087,CA3 Trilaminar,CA1 O LMR,i,i,6.425
2020,4089,CA3 Trilaminar,CA1 Recurrent O LM,i,i,5.797
2028,2000,CA3 Axo Axonic,CA3 Pyramidal,i,e,7.623
2028,2004,CA3 Axo Axonic,CA3c Pyramidal,i,e,7.206
2035,1002,CA3 Mossy Fiber Associated ORDEN,DG Mossy,i,e,5.127
2035,1004,CA3 Mossy Fiber Associated ORDEN,DG Total Molecular Layer,i,i,5.357
2035,1005,CA3 Mossy Fiber Associated ORDEN,DG MOLAX,i,i,5.537
2035,1009,CA3 Mossy Fiber Associated ORDEN,DG HICAP,i,i,5.451
2035,1010,CA3 Mossy Fiber Associated ORDEN,DG Axo Axonic,i,i,5.215
2035,1013,CA3 Mossy Fiber Associated ORDEN,DG HIPP,i,i,6.129
2035,1026,CA3 Mossy Fiber Associated ORDEN,DG HIPROM,i,i,5.522
2035,1027,CA3 Mossy Fiber Associated ORDEN,DG AIPRIM,i,i,5.193
2035,1035,CA3 Mossy Fiber Associated ORDEN,DG Basket,i,i,4.969
2035,1041,CA3 Mossy Fiber Associated ORDEN,DG Hilar Ectopic Granule,i,e,5.67
2035,2000,CA3 Mossy Fiber Associated ORDEN,CA3 Pyramidal,i,e,7.149
2035,2004,CA3 Mossy Fiber Associated ORDEN,CA3c Pyramidal,i,e,6.469
2035,2005,CA3 Mossy Fiber Associated ORDEN,CA3 LMR Targeting,i,i,5.387
2035,2013,CA3 Mossy Fiber Associated ORDEN,CA3 Lucidum ORAX,i,i,5.58
2035,2019,CA3 Mossy Fiber Associated ORDEN,CA3 Spiny Lucidum,i,i,5.665254844
2035,2028,CA3 Mossy Fiber Associated ORDEN,CA3 Axo Axonic,i,i,4.55
2035,2035,CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated ORDEN,i,i,5.534
2035,2036,CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated,i,i,5.831711695
2035,2043,CA3 Mossy Fiber Associated ORDEN,CA3 Basket,i,i,3.896
2035,2044,CA3 Mossy Fiber Associated ORDEN,CA3 Basket CCK+,i,i,4.322
2035,3007,CA3 Mossy Fiber Associated ORDEN,CA2 Wide Arbor Basket,i,i,5.17
2036,1002,CA3 Mossy Fiber Associated,DG Mossy,i,e,4.999
2036,1004,CA3 Mossy Fiber Associated,DG Total Molecular Layer,i,i,5.217
2036,1005,CA3 Mossy Fiber Associated,DG MOLAX,i,i,5.381
2036,1009,CA3 Mossy Fiber Associated,DG HICAP,i,i,5.353
2036,1010,CA3 Mossy Fiber Associated,DG Axo Axonic,i,i,5.066
2036,1013,CA3 Mossy Fiber Associated,DG HIPP,i,i,5.778
2036,1026,CA3 Mossy Fiber Associated,DG HIPROM,i,i,5.329
2036,1027,CA3 Mossy Fiber Associated,DG AIPRIM,i,i,5.024
2036,1035,CA3 Mossy Fiber Associated,DG Basket,i,i,4.818
2036,1041,CA3 Mossy Fiber Associated,DG Hilar Ectopic Granule,i,e,5.423
2036,2000,CA3 Mossy Fiber Associated,CA3 Pyramidal,i,e,7.607
2036,2001,CA3 Mossy Fiber Associated,CA3 Granule,i,e,5.233
2036,2004,CA3 Mossy Fiber Associated,CA3c Pyramidal,i,e,6.868
2036,2005,CA3 Mossy Fiber Associated,CA3 LMR Targeting,i,i,5.176
2036,2013,CA3 Mossy Fiber Associated,CA3 Lucidum ORAX,i,i,5.379
2036,2019,CA3 Mossy Fiber Associated,CA3 Spiny Lucidum,i,i,5.256113288
2036,2028,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,4.479
2036,2035,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated ORDEN,i,i,5.308
2036,2036,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated,i,i,5.573058124
2036,2043,CA3 Mossy Fiber Associated,CA3 Basket,i,i,3.869
2036,2044,CA3 Mossy Fiber Associated,CA3 Basket CCK+,i,i,4.279
2036,3007,CA3 Mossy Fiber Associated,CA2 Wide Arbor Basket,i,i,4.988
2043,2000,CA3 Basket,CA3 Pyramidal,i,e,7.639
2043,2004,CA3 Basket,CA3c Pyramidal,i,e,6.85
2043,2028,CA3 Basket,CA3 Axo Axonic,i,i,3.8
2043,2035,CA3 Basket,CA3 Mossy Fiber Associated ORDEN,i,i,5.231
2043,2043,CA3 Basket,CA3 Basket,i,i,3.007
2043,2044,CA3 Basket,CA3 Basket CCK+,i,i,4.207
2044,2000,CA3 Basket CCK+,CA3 Pyramidal,i,e,9.101
2044,2004,CA3 Basket CCK+,CA3c Pyramidal,i,e,7.735
2044,2028,CA3 Basket CCK+,CA3 Axo Axonic,i,i,5.438
2044,2035,CA3 Basket CCK+,CA3 Mossy Fiber Associated ORDEN,i,i,6.539
2044,2043,CA3 Basket CCK+,CA3 Basket,i,i,4.689
2044,2044,CA3 Basket CCK+,CA3 Basket CCK+,i,i,4.887
2047,2000,CA3 Horizontal Axo Axonic,CA3 Pyramidal,i,e,8.82
2047,2004,CA3 Horizontal Axo Axonic,CA3c Pyramidal,i,e,7.7
3000,1002,CA2 Pyramidal,DG Mossy,e,e,3.824
3000,1004,CA2 Pyramidal,DG Total Molecular Layer,e,i,3.838
3000,1005,CA2 Pyramidal,DG MOLAX,e,i,3.907
3000,1009,CA2 Pyramidal,DG HICAP,e,i,3.782
3000,1010,CA2 Pyramidal,DG Axo Axonic,e,i,3.753
3000,1013,CA2 Pyramidal,DG HIPP,e,i,4.167
3000,1026,CA2 Pyramidal,DG HIPROM,e,i,3.865
3000,1027,CA2 Pyramidal,DG AIPRIM,e,i,3.638
3000,1035,CA2 Pyramidal,DG Basket,e,i,3.34
3000,1041,CA2 Pyramidal,DG Hilar Ectopic Granule,e,e,3.894
3000,2000,CA2 Pyramidal,CA3 Pyramidal,e,e,6.087
3000,2001,CA2 Pyramidal,CA3 Granule,e,e,4.139
3000,2004,CA2 Pyramidal,CA3c Pyramidal,e,e,5.463
3000,2005,CA2 Pyramidal,CA3 LMR Targeting,e,i,3.941
3000,2009,CA2 Pyramidal,CA3 O LM,e,i,3.527
3000,2013,CA2 Pyramidal,CA3 Lucidum ORAX,e,i,3.927
3000,2019,CA2 Pyramidal,CA3 Spiny Lucidum,e,i,3.98320464
3000,2020,CA2 Pyramidal,CA3 Trilaminar,e,i,3.635
3000,2028,CA2 Pyramidal,CA3 Axo Axonic,e,i,3.247
3000,2035,CA2 Pyramidal,CA3 Mossy Fiber Associated ORDEN,e,i,3.864
3000,2036,CA2 Pyramidal,CA3 Mossy Fiber Associated,e,i,3.922174027
3000,2043,CA2 Pyramidal,CA3 Basket,e,i,2.782
3000,2044,CA2 Pyramidal,CA3 Basket CCK+,e,i,2.904
3000,2047,CA2 Pyramidal,CA3 Horizontal Axo Axonic,e,i,3.816
3000,3000,CA2 Pyramidal,CA2 Pyramidal,e,e,3.396
3000,3003,CA2 Pyramidal,CA2 Bistratified,e,i,2.492
3000,3006,CA2 Pyramidal,CA2 Basket,e,i,2.496
3000,3007,CA2 Pyramidal,CA2 Wide Arbor Basket,e,i,4.026
3000,3008,CA2 Pyramidal,CA2 SP SR,e,i,2.549
3000,4000,CA2 Pyramidal,CA1 Pyramidal,e,e,5.046
3000,4003,CA2 Pyramidal,CA1 Quadrilaminar,e,i,3.717
3000,4005,CA2 Pyramidal,CA1 LMR,e,i,3.727
3000,4006,CA2 Pyramidal,CA1 Perforant Path Associated,e,i,3.949
3000,4013,CA2 Pyramidal,CA1 Radial Trilaminar,e,i,4.454
3000,4015,CA2 Pyramidal,CA1 Schaffer Collateral Associated,e,i,4.098331665
3000,4023,CA2 Pyramidal,CA1 Back Projection,e,i,3.865
3000,4028,CA2 Pyramidal,CA1 Radiatum,e,i,4.008
3000,4033,CA2 Pyramidal,CA1 SO SO,e,i,5.249
3000,4035,CA2 Pyramidal,CA1 Trilaminar,e,i,3.696
3000,4036,CA2 Pyramidal,CA1 Axo Axonic,e,i,3.626
3000,4038,CA2 Pyramidal,CA1 Horizontal Axo Axonic,e,i,4.364
3000,4039,CA2 Pyramidal,CA1 Horizontal Basket,e,i,3.814
3000,4054,CA2 Pyramidal,CA1 Radiatum Giant,e,e,4.174
3000,4055,CA2 Pyramidal,CA1 Oriens Alveus,e,i,3.496
3000,4061,CA2 Pyramidal,CA1 R Receiving Apical Targeting,e,i,3.805
3000,4066,CA2 Pyramidal,CA1 OR LM,e,i,3.947
3000,4069,CA2 Pyramidal,CA1 O LM,e,i,3.826
3000,4076,CA2 Pyramidal,CA1 Perforant Path Associated QuadD,e,i,3.916
3000,4078,CA2 Pyramidal,CA1 Basket,e,i,3.433
3000,4079,CA2 Pyramidal,CA1 Basket CCK+,e,i,3.124
3000,4080,CA2 Pyramidal,CA1 Bistratified,e,i,4.072
3000,4081,CA2 Pyramidal,CA1 Ivy,e,i,4.253
3000,4083,CA2 Pyramidal,CA1 Oriens Bistratified,e,i,3.734
3000,4087,CA2 Pyramidal,CA1 O LMR,e,i,4.215
3000,4089,CA2 Pyramidal,CA1 Recurrent O LM,e,i,3.806
3003,3000,CA2 Bistratified,CA2 Pyramidal,i,e,5.339
3003,3003,CA2 Bistratified,CA2 Bistratified,i,i,4.682
3003,3006,CA2 Bistratified,CA2 Basket,i,i,4.552
3003,3007,CA2 Bistratified,CA2 Wide Arbor Basket,i,i,5.079
3003,3008,CA2 Bistratified,CA2 SP SR,i,i,4.004
3003,4000,CA2 Bistratified,CA1 Pyramidal,i,e,6.145
3003,4003,CA2 Bistratified,CA1 Quadrilaminar,i,i,5.217
3003,4005,CA2 Bistratified,CA1 LMR,i,i,5.249
3003,4006,CA2 Bistratified,CA1 Perforant Path Associated,i,i,5.556
3003,4013,CA2 Bistratified,CA1 Radial Trilaminar,i,i,6.686
3003,4015,CA2 Bistratified,CA1 Schaffer Collateral Associated,i,i,6.12845456
3003,4023,CA2 Bistratified,CA1 Back Projection,i,i,5.163
3003,4028,CA2 Bistratified,CA1 Radiatum,i,i,5.441
3003,4033,CA2 Bistratified,CA1 SO SO,i,i,6.98
3003,4035,CA2 Bistratified,CA1 Trilaminar,i,i,4.893
3003,4036,CA2 Bistratified,CA1 Axo Axonic,i,i,4.692
3003,4038,CA2 Bistratified,CA1 Horizontal Axo Axonic,i,i,6.109
3003,4039,CA2 Bistratified,CA1 Horizontal Basket,i,i,5.193
3003,4054,CA2 Bistratified,CA1 Radiatum Giant,i,e,5.793
3003,4055,CA2 Bistratified,CA1 Oriens Alveus,i,i,4.867
3003,4061,CA2 Bistratified,CA1 R Receiving Apical Targeting,i,i,5.139
3003,4066,CA2 Bistratified,CA1 OR LM,i,i,5.474
3003,4069,CA2 Bistratified,CA1 O LM,i,i,4.984
3003,4076,CA2 Bistratified,CA1 Perforant Path Associated QuadD,i,i,5.429
3003,4078,CA2 Bistratified,CA1 Basket,i,i,4.48
3003,4079,CA2 Bistratified,CA1 Basket CCK+,i,i,4.37
3003,4080,CA2 Bistratified,CA1 Bistratified,i,i,5.67
3003,4081,CA2 Bistratified,CA1 Ivy,i,i,5.922
3003,4083,CA2 Bistratified,CA1 Oriens Bistratified,i,i,4.93
3003,4087,CA2 Bistratified,CA1 O LMR,i,i,5.534
3003,4089,CA2 Bistratified,CA1 Recurrent O LM,i,i,5.011
3006,3000,CA2 Basket,CA2 Pyramidal,i,e,5.948
3006,3003,CA2 Basket,CA2 Bistratified,i,i,5.186
3006,3006,CA2 Basket,CA2 Basket,i,i,5.061
3006,3007,CA2 Basket,CA2 Wide Arbor Basket,i,i,5.504
3006,3008,CA2 Basket,CA2 SP SR,i,i,4.402
3007,2000,CA2 Wide Arbor Basket,CA3 Pyramidal,i,e,9.796
3007,2004,CA2 Wide Arbor Basket,CA3c Pyramidal,i,e,8.737
3007,2028,CA2 Wide Arbor Basket,CA3 Axo Axonic,i,i,5.787
3007,2035,CA2 Wide Arbor Basket,CA3 Mossy Fiber Associated ORDEN,i,i,7.044
3007,2043,CA2 Wide Arbor Basket,CA3 Basket,i,i,4.803
3007,2044,CA2 Wide Arbor Basket,CA3 Basket CCK+,i,i,5.409
3007,3000,CA2 Wide Arbor Basket,CA2 Pyramidal,i,e,7.344
3007,3003,CA2 Wide Arbor Basket,CA2 Bistratified,i,i,6.145
3007,3006,CA2 Wide Arbor Basket,CA2 Basket,i,i,6.04
3007,3007,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,6.373
3007,3008,CA2 Wide Arbor Basket,CA2 SP SR,i,i,5.203
3007,4000,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,7.583
3007,4013,CA2 Wide Arbor Basket,CA1 Radial Trilaminar,i,i,8.671
3007,4036,CA2 Wide Arbor Basket,CA1 Axo Axonic,i,i,6.124
3007,4039,CA2 Wide Arbor Basket,CA1 Horizontal Basket,i,i,6.726
3007,4054,CA2 Wide Arbor Basket,CA1 Radiatum Giant,i,e,7.533
3007,4066,CA2 Wide Arbor Basket,CA1 OR LM,i,i,7.113
3007,4078,CA2 Wide Arbor Basket,CA1 Basket,i,i,5.806
3007,4079,CA2 Wide Arbor Basket,CA1 Basket CCK+,i,i,5.623
3007,4080,CA2 Wide Arbor Basket,CA1 Bistratified,i,i,7.407
3007,4081,CA2 Wide Arbor Basket,CA1 Ivy,i,i,7.79
3008,3000,CA2 SP SR,CA2 Pyramidal,i,e,5.884
3008,3003,CA2 SP SR,CA2 Bistratified,i,i,5.248
3008,3006,CA2 SP SR,CA2 Basket,i,i,5.248
3008,3007,CA2 SP SR,CA2 Wide Arbor Basket,i,i,5.538
3008,3008,CA2 SP SR,CA2 SP SR,i,i,4.48
4000,4000,CA1 Pyramidal,CA1 Pyramidal,e,e,5.978
4000,4003,CA1 Pyramidal,CA1 Quadrilaminar,e,i,3.498
4000,4013,CA1 Pyramidal,CA1 Radial Trilaminar,e,i,4.331
4000,4023,CA1 Pyramidal,CA1 Back Projection,e,i,3.871
4000,4033,CA1 Pyramidal,CA1 SO SO,e,i,6.225
4000,4035,CA1 Pyramidal,CA1 Trilaminar,e,i,3.774
4000,4036,CA1 Pyramidal,CA1 Axo Axonic,e,i,3.158
4000,4038,CA1 Pyramidal,CA1 Horizontal Axo Axonic,e,i,3.933
4000,4039,CA1 Pyramidal,CA1 Horizontal Basket,e,i,3.656
4000,4055,CA1 Pyramidal,CA1 Oriens Alveus,e,i,3.2
4000,4066,CA1 Pyramidal,CA1 OR LM,e,i,3.94
4000,4069,CA1 Pyramidal,CA1 O LM,e,i,3.122
4000,4076,CA1 Pyramidal,CA1 Perforant Path Associated QuadD,e,i,3.897
4000,4078,CA1 Pyramidal,CA1 Basket,e,i,2.984
4000,4079,CA1 Pyramidal,CA1 Basket CCK+,e,i,2.643
4000,4080,CA1 Pyramidal,CA1 Bistratified,e,i,3.268
4000,4081,CA1 Pyramidal,CA1 Ivy,e,i,3.673
4000,4083,CA1 Pyramidal,CA1 Oriens Bistratified,e,i,3.713
4000,4087,CA1 Pyramidal,CA1 O LMR,e,i,4.045
4000,4089,CA1 Pyramidal,CA1 Recurrent O LM,e,i,3.592
4000,5005,CA1 Pyramidal,SUB CA1 Projecting Pyramidal,e,e,4.078
4000,6002,CA1 Pyramidal,MEC LV Pyramidal,e,e,3.957
4000,6021,CA1 Pyramidal,EC LV Deep Pyramidal,e,e,3.709
4000,6023,CA1 Pyramidal,MEC LV Superficial Pyramidal,e,e,3.814
4000,6025,CA1 Pyramidal,LEC LIII Multipolar Principal,e,e,3.902
4000,6033,CA1 Pyramidal,MEC LV Multipolar Pyramidal,e,e,3.786
4000,6052,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,3.719
4000,6078,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,e,e,3.856
4000,6086,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,3.722
4000,6095,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,e,e,4.055
4003,3007,CA1 Quadrilaminar,CA2 Wide Arbor Basket,i,i,5.721
4003,4000,CA1 Quadrilaminar,CA1 Pyramidal,i,e,6.744
4003,4003,CA1 Quadrilaminar,CA1 Quadrilaminar,i,i,5.946
4003,4005,CA1 Quadrilaminar,CA1 LMR,i,i,6.107
4003,4006,CA1 Quadrilaminar,CA1 Perforant Path Associated,i,i,6.342
4003,4011,CA1 Quadrilaminar,CA1 Neurogliaform Projecting,i,i,6.392
4003,4012,CA1 Quadrilaminar,CA1 Neurogliaform,i,i,6.395
4003,4013,CA1 Quadrilaminar,CA1 Radial Trilaminar,i,i,7.354
4003,4015,CA1 Quadrilaminar,CA1 Schaffer Collateral Associated,i,i,6.671788387
4003,4023,CA1 Quadrilaminar,CA1 Back Projection,i,i,5.894
4003,4028,CA1 Quadrilaminar,CA1 Radiatum,i,i,6.211
4003,4033,CA1 Quadrilaminar,CA1 SO SO,i,i,7.594
4003,4035,CA1 Quadrilaminar,CA1 Trilaminar,i,i,5.65
4003,4036,CA1 Quadrilaminar,CA1 Axo Axonic,i,i,5.504
4003,4038,CA1 Quadrilaminar,CA1 Horizontal Axo Axonic,i,i,6.918
4003,4039,CA1 Quadrilaminar,CA1 Horizontal Basket,i,i,6.023
4003,4055,CA1 Quadrilaminar,CA1 Oriens Alveus,i,i,5.699
4003,4061,CA1 Quadrilaminar,CA1 R Receiving Apical Targeting,i,i,5.995
4003,4066,CA1 Quadrilaminar,CA1 OR LM,i,i,6.286
4003,4069,CA1 Quadrilaminar,CA1 O LM,i,i,5.852
4003,4076,CA1 Quadrilaminar,CA1 Perforant Path Associated QuadD,i,i,6.263
4003,4078,CA1 Quadrilaminar,CA1 Basket,i,i,5.217
4003,4079,CA1 Quadrilaminar,CA1 Basket CCK+,i,i,5.028
4003,4080,CA1 Quadrilaminar,CA1 Bistratified,i,i,6.493
4003,4081,CA1 Quadrilaminar,CA1 Ivy,i,i,6.803
4003,4083,CA1 Quadrilaminar,CA1 Oriens Bistratified,i,i,5.7
4003,4087,CA1 Quadrilaminar,CA1 O LMR,i,i,6.288
4003,4089,CA1 Quadrilaminar,CA1 Recurrent O LM,i,i,5.766
4005,4000,CA1 LMR,CA1 Pyramidal,i,e,7.189
4005,4003,CA1 LMR,CA1 Quadrilaminar,i,i,5.946
4005,4005,CA1 LMR,CA1 LMR,i,i,6.031
4005,4006,CA1 LMR,CA1 Perforant Path Associated,i,i,6.375
4005,4011,CA1 LMR,CA1 Neurogliaform Projecting,i,i,6.403
4005,4012,CA1 LMR,CA1 Neurogliaform,i,i,6.406
4005,4013,CA1 LMR,CA1 Radial Trilaminar,i,i,7.549
4005,4015,CA1 LMR,CA1 Schaffer Collateral Associated,i,i,6.823746066
4005,4028,CA1 LMR,CA1 Radiatum,i,i,6.344
4005,4036,CA1 LMR,CA1 Axo Axonic,i,i,5.359
4005,4054,CA1 LMR,CA1 Radiatum Giant,i,e,6.675
4005,4055,CA1 LMR,CA1 Oriens Alveus,i,i,5.672
4005,4061,CA1 LMR,CA1 R Receiving Apical Targeting,i,i,5.989
4005,4066,CA1 LMR,CA1 OR LM,i,i,6.399
4005,4076,CA1 LMR,CA1 Perforant Path Associated QuadD,i,i,6.303
4005,4078,CA1 LMR,CA1 Basket,i,i,5.039
4005,4079,CA1 LMR,CA1 Basket CCK+,i,i,4.996
4005,4080,CA1 LMR,CA1 Bistratified,i,i,6.636
4005,4081,CA1 LMR,CA1 Ivy,i,i,6.907
4006,1000,CA1 Perforant Path Associated,DG Granule,i,e,7.165
4006,1001,CA1 Perforant Path Associated,DG Semilunar Granule,i,e,6.07
4006,1004,CA1 Perforant Path Associated,DG Total Molecular Layer,i,i,5.768
4006,1005,CA1 Perforant Path Associated,DG MOLAX,i,i,5.93
4006,1007,CA1 Perforant Path Associated,DG Neurogliaform,i,i,5.912
4006,1008,CA1 Perforant Path Associated,DG MOPP,i,i,5.889
4006,1009,CA1 Perforant Path Associated,DG HICAP,i,i,5.883
4006,1010,CA1 Perforant Path Associated,DG Axo Axonic,i,i,5.609
4006,1027,CA1 Perforant Path Associated,DG AIPRIM,i,i,5.504
4006,1035,CA1 Perforant Path Associated,DG Basket,i,i,5.254
4006,1041,CA1 Perforant Path Associated,DG Hilar Ectopic Granule,i,e,6.148
4006,4000,CA1 Perforant Path Associated,CA1 Pyramidal,i,e,6.544
4006,4003,CA1 Perforant Path Associated,CA1 Quadrilaminar,i,i,5.724
4006,4005,CA1 Perforant Path Associated,CA1 LMR,i,i,5.8
4006,4006,CA1 Perforant Path Associated,CA1 Perforant Path Associated,i,i,6.099
4006,4011,CA1 Perforant Path Associated,CA1 Neurogliaform Projecting,i,i,6.129
4006,4012,CA1 Perforant Path Associated,CA1 Neurogliaform,i,i,6.099
4006,4013,CA1 Perforant Path Associated,CA1 Radial Trilaminar,i,i,7.272
4006,4015,CA1 Perforant Path Associated,CA1 Schaffer Collateral Associated,i,i,6.461714222
4006,4036,CA1 Perforant Path Associated,CA1 Axo Axonic,i,i,5.14
4006,4054,CA1 Perforant Path Associated,CA1 Radiatum Giant,i,e,6.311
4006,4055,CA1 Perforant Path Associated,CA1 Oriens Alveus,i,i,5.349
4006,4076,CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,i,i,6.027
4006,4078,CA1 Perforant Path Associated,CA1 Basket,i,i,4.851
4006,4079,CA1 Perforant Path Associated,CA1 Basket CCK+,i,i,4.799
4006,5005,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,i,e,6.095
4011,1000,CA1 Neurogliaform Projecting,DG Granule,i,e,8.472
4011,1001,CA1 Neurogliaform Projecting,DG Semilunar Granule,i,e,7.357
4011,1004,CA1 Neurogliaform Projecting,DG Total Molecular Layer,i,i,6.936
4011,1005,CA1 Neurogliaform Projecting,DG MOLAX,i,i,7.112
4011,1007,CA1 Neurogliaform Projecting,DG Neurogliaform,i,i,7.157
4011,1008,CA1 Neurogliaform Projecting,DG MOPP,i,i,7.095
4011,1009,CA1 Neurogliaform Projecting,DG HICAP,i,i,6.871
4011,1010,CA1 Neurogliaform Projecting,DG Axo Axonic,i,i,6.761
4011,1027,CA1 Neurogliaform Projecting,DG AIPRIM,i,i,6.64
4011,1035,CA1 Neurogliaform Projecting,DG Basket,i,i,6.242
4011,1041,CA1 Neurogliaform Projecting,DG Hilar Ectopic Granule,i,e,7.345
4011,4000,CA1 Neurogliaform Projecting,CA1 Pyramidal,i,e,7.806
4011,4003,CA1 Neurogliaform Projecting,CA1 Quadrilaminar,i,i,7.041
4011,4005,CA1 Neurogliaform Projecting,CA1 LMR,i,i,7.251
4011,4006,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated,i,i,7.352
4011,4011,CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting,i,i,8.158
4011,4012,CA1 Neurogliaform Projecting,CA1 Neurogliaform,i,i,8.148
4011,4013,CA1 Neurogliaform Projecting,CA1 Radial Trilaminar,i,i,8.837
4011,4015,CA1 Neurogliaform Projecting,CA1 Schaffer Collateral Associated,i,i,8.23512064
4011,4036,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,6.253
4011,4054,CA1 Neurogliaform Projecting,CA1 Radiatum Giant,i,e,7.682
4011,4055,CA1 Neurogliaform Projecting,CA1 Oriens Alveus,i,i,6.455
4011,4076,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated QuadD,i,i,7.347
4011,4078,CA1 Neurogliaform Projecting,CA1 Basket,i,i,5.828
4011,4079,CA1 Neurogliaform Projecting,CA1 Basket CCK+,i,i,5.703
4012,4000,CA1 Neurogliaform,CA1 Pyramidal,i,e,7.803
4012,4003,CA1 Neurogliaform,CA1 Quadrilaminar,i,i,7.049
4012,4005,CA1 Neurogliaform,CA1 LMR,i,i,7.22
4012,4006,CA1 Neurogliaform,CA1 Perforant Path Associated,i,i,7.321
4012,4011,CA1 Neurogliaform,CA1 Neurogliaform Projecting,i,i,8.12
4012,4012,CA1 Neurogliaform,CA1 Neurogliaform,i,i,8.163
4012,4013,CA1 Neurogliaform,CA1 Radial Trilaminar,i,i,8.942
4012,4015,CA1 Neurogliaform,CA1 Schaffer Collateral Associated,i,i,7.92775776
4012,4036,CA1 Neurogliaform,CA1 Axo Axonic,i,i,6.23
4012,4054,CA1 Neurogliaform,CA1 Radiatum Giant,i,e,7.678
4012,4055,CA1 Neurogliaform,CA1 Oriens Alveus,i,i,6.487
4012,4076,CA1 Neurogliaform,CA1 Perforant Path Associated QuadD,i,i,7.359
4012,4078,CA1 Neurogliaform,CA1 Basket,i,i,5.831
4012,4079,CA1 Neurogliaform,CA1 Basket CCK+,i,i,5.682
4013,3007,CA1 Radial Trilaminar,CA2 Wide Arbor Basket,i,i,5.76
4013,4000,CA1 Radial Trilaminar,CA1 Pyramidal,i,e,7.371
4013,4003,CA1 Radial Trilaminar,CA1 Quadrilaminar,i,i,5.944
4013,4005,CA1 Radial Trilaminar,CA1 LMR,i,i,6.099
4013,4006,CA1 Radial Trilaminar,CA1 Perforant Path Associated,i,i,6.611
4013,4013,CA1 Radial Trilaminar,CA1 Radial Trilaminar,i,i,7.231
4013,4015,CA1 Radial Trilaminar,CA1 Schaffer Collateral Associated,i,i,6.956075073
4013,4023,CA1 Radial Trilaminar,CA1 Back Projection,i,i,5.956
4013,4028,CA1 Radial Trilaminar,CA1 Radiatum,i,i,6.361
4013,4033,CA1 Radial Trilaminar,CA1 SO SO,i,i,7.757
4013,4035,CA1 Radial Trilaminar,CA1 Trilaminar,i,i,5.724
4013,4036,CA1 Radial Trilaminar,CA1 Axo Axonic,i,i,5.345
4013,4038,CA1 Radial Trilaminar,CA1 Horizontal Axo Axonic,i,i,6.879
4013,4039,CA1 Radial Trilaminar,CA1 Horizontal Basket,i,i,6.015
