pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,g_ij
4013,4039,CA1 Radial Trilaminar,CA1 Horizontal Basket,i,i,1.017
4013,4054,CA1 Radial Trilaminar,CA1 Radiatum Giant,i,e,1.346
4013,4055,CA1 Radial Trilaminar,CA1 Oriens Alveus,i,i,1.412
4013,4061,CA1 Radial Trilaminar,CA1 R Receiving Apical Targeting,i,i,1.288
4013,4066,CA1 Radial Trilaminar,CA1 OR LM,i,i,1.241
4013,4069,CA1 Radial Trilaminar,CA1 O LM,i,i,0.9252
4013,4076,CA1 Radial Trilaminar,CA1 Perforant Path Associated QuadD,i,i,1.239
4013,4078,CA1 Radial Trilaminar,CA1 Basket,i,i,1.273
4013,4079,CA1 Radial Trilaminar,CA1 Basket CCK+,i,i,1.457
4013,4080,CA1 Radial Trilaminar,CA1 Bistratified,i,i,1.324
4013,4081,CA1 Radial Trilaminar,CA1 Ivy,i,i,1.359
4013,4083,CA1 Radial Trilaminar,CA1 Oriens Bistratified,i,i,1.469
4013,4087,CA1 Radial Trilaminar,CA1 O LMR,i,i,1.059
4013,4089,CA1 Radial Trilaminar,CA1 Recurrent O LM,i,i,1.14
4015,3007,CA1 Schaffer Collateral Associated,CA2 Wide Arbor Basket,i,i,1.201538095
4015,4000,CA1 Schaffer Collateral Associated,CA1 Pyramidal,i,e,1.308603629
4015,4003,CA1 Schaffer Collateral Associated,CA1 Quadrilaminar,i,i,1.286633136
4015,4005,CA1 Schaffer Collateral Associated,CA1 LMR,i,i,1.201536787
4015,4006,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated,i,i,1.050544766
4015,4013,CA1 Schaffer Collateral Associated,CA1 Radial Trilaminar,i,i,0.90327484
4015,4015,CA1 Schaffer Collateral Associated,CA1 Schaffer Collateral Associated,i,i,0.843327134
4015,4023,CA1 Schaffer Collateral Associated,CA1 Back Projection,i,i,1.331659532
4015,4028,CA1 Schaffer Collateral Associated,CA1 Radiatum,i,i,1.185125521
4015,4033,CA1 Schaffer Collateral Associated,CA1 SO SO,i,i,0.733605945
4015,4035,CA1 Schaffer Collateral Associated,CA1 Trilaminar,i,i,1.391117481
4015,4036,CA1 Schaffer Collateral Associated,CA1 Axo Axonic,i,i,1.306971565
4015,4038,CA1 Schaffer Collateral Associated,CA1 Horizontal Axo Axonic,i,i,1.083179162
4015,4039,CA1 Schaffer Collateral Associated,CA1 Horizontal Basket,i,i,1.01235875
4015,4054,CA1 Schaffer Collateral Associated,CA1 Radiatum Giant,i,e,1.467350441
4015,4055,CA1 Schaffer Collateral Associated,CA1 Oriens Alveus,i,i,1.422174578
4015,4061,CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,i,i,1.34000437
4015,4066,CA1 Schaffer Collateral Associated,CA1 OR LM,i,i,1.291885012
4015,4069,CA1 Schaffer Collateral Associated,CA1 O LM,i,i,1.087016538
4015,4076,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated QuadD,i,i,1.285706622
4015,4078,CA1 Schaffer Collateral Associated,CA1 Basket,i,i,1.225804608
4015,4079,CA1 Schaffer Collateral Associated,CA1 Basket CCK+,i,i,1.413825603
4015,4080,CA1 Schaffer Collateral Associated,CA1 Bistratified,i,i,1.348641905
4015,4081,CA1 Schaffer Collateral Associated,CA1 Ivy,i,i,1.409863249
4015,4083,CA1 Schaffer Collateral Associated,CA1 Oriens Bistratified,i,i,1.48516127
4015,4087,CA1 Schaffer Collateral Associated,CA1 O LMR,i,i,1.091405921
4015,4089,CA1 Schaffer Collateral Associated,CA1 Recurrent O LM,i,i,1.229056392
4023,1002,CA1 Back Projection,DG Mossy,i,e,1.506
4023,1004,CA1 Back Projection,DG Total Molecular Layer,i,i,1.469
4023,1005,CA1 Back Projection,DG MOLAX,i,i,1.345
4023,1009,CA1 Back Projection,DG HICAP,i,i,1.045
4023,1010,CA1 Back Projection,DG Axo Axonic,i,i,1.415
4023,1013,CA1 Back Projection,DG HIPP,i,i,1.1
4023,1026,CA1 Back Projection,DG HIPROM,i,i,1.599
4023,1027,CA1 Back Projection,DG AIPRIM,i,i,1.524
4023,1035,CA1 Back Projection,DG Basket,i,i,1.288
4023,1041,CA1 Back Projection,DG Hilar Ectopic Granule,i,e,1.344
4023,2000,CA1 Back Projection,CA3 Pyramidal,i,e,1.24
4023,2001,CA1 Back Projection,CA3 Granule,i,e,1.824
4023,2004,CA1 Back Projection,CA3c Pyramidal,i,e,1.785
4023,2005,CA1 Back Projection,CA3 LMR Targeting,i,i,1.423
4023,2009,CA1 Back Projection,CA3 O LM,i,i,1.267
4023,2013,CA1 Back Projection,CA3 Lucidum ORAX,i,i,1.377
4023,2019,CA1 Back Projection,CA3 Spiny Lucidum,i,i,1.236760226
4023,2020,CA1 Back Projection,CA3 Trilaminar,i,i,1.409
4023,2028,CA1 Back Projection,CA3 Axo Axonic,i,i,1.455
4023,2035,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,i,i,1.387
4023,2036,CA1 Back Projection,CA3 Mossy Fiber Associated,i,i,1.605309349
4023,2043,CA1 Back Projection,CA3 Basket,i,i,1.769
4023,2044,CA1 Back Projection,CA3 Basket CCK+,i,i,1.275
4023,2047,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,1.513
4023,3007,CA1 Back Projection,CA2 Wide Arbor Basket,i,i,1.268
4023,4000,CA1 Back Projection,CA1 Pyramidal,i,e,1.424
4023,4003,CA1 Back Projection,CA1 Quadrilaminar,i,i,1.435
4023,4005,CA1 Back Projection,CA1 LMR,i,i,1.331
4023,4006,CA1 Back Projection,CA1 Perforant Path Associated,i,i,1.208
4023,4011,CA1 Back Projection,CA1 Neurogliaform Projecting,i,i,1.418
4023,4012,CA1 Back Projection,CA1 Neurogliaform,i,i,1.496
4023,4013,CA1 Back Projection,CA1 Radial Trilaminar,i,i,1.024
4023,4015,CA1 Back Projection,CA1 Schaffer Collateral Associated,i,i,1.404813846
4023,4023,CA1 Back Projection,CA1 Back Projection,i,i,1.422
4023,4028,CA1 Back Projection,CA1 Radiatum,i,i,1.245
4023,4033,CA1 Back Projection,CA1 SO SO,i,i,0.7756
4023,4035,CA1 Back Projection,CA1 Trilaminar,i,i,1.507
4023,4036,CA1 Back Projection,CA1 Axo Axonic,i,i,1.411
4023,4038,CA1 Back Projection,CA1 Horizontal Axo Axonic,i,i,1.094
4023,4039,CA1 Back Projection,CA1 Horizontal Basket,i,i,1.132
4023,4054,CA1 Back Projection,CA1 Radiatum Giant,i,e,1.545
4023,4055,CA1 Back Projection,CA1 Oriens Alveus,i,i,1.594
4023,4061,CA1 Back Projection,CA1 R Receiving Apical Targeting,i,i,1.46
4023,4066,CA1 Back Projection,CA1 OR LM,i,i,1.417
4023,4069,CA1 Back Projection,CA1 O LM,i,i,1.021
4023,4076,CA1 Back Projection,CA1 Perforant Path Associated QuadD,i,i,1.396
4023,4078,CA1 Back Projection,CA1 Basket,i,i,1.339
4023,4079,CA1 Back Projection,CA1 Basket CCK+,i,i,1.612
4023,4080,CA1 Back Projection,CA1 Bistratified,i,i,1.44
4023,4081,CA1 Back Projection,CA1 Ivy,i,i,1.446
4023,4083,CA1 Back Projection,CA1 Oriens Bistratified,i,i,1.624
4023,4087,CA1 Back Projection,CA1 O LMR,i,i,1.186
4023,4089,CA1 Back Projection,CA1 Recurrent O LM,i,i,1.266
4028,4000,CA1 Radiatum,CA1 Pyramidal,i,e,0.6176
4028,4003,CA1 Radiatum,CA1 Quadrilaminar,i,i,0.8221
4028,4005,CA1 Radiatum,CA1 LMR,i,i,0.7921
4028,4006,CA1 Radiatum,CA1 Perforant Path Associated,i,i,0.7386
4028,4013,CA1 Radiatum,CA1 Radial Trilaminar,i,i,0.6499
4028,4015,CA1 Radiatum,CA1 Schaffer Collateral Associated,i,i,0.752040234
4028,4028,CA1 Radiatum,CA1 Radiatum,i,i,0.7506
4028,4036,CA1 Radiatum,CA1 Axo Axonic,i,i,0.88
4028,4054,CA1 Radiatum,CA1 Radiatum Giant,i,e,0.9314
4028,4055,CA1 Radiatum,CA1 Oriens Alveus,i,i,0.9669
4028,4061,CA1 Radiatum,CA1 R Receiving Apical Targeting,i,i,0.9013
4028,4066,CA1 Radiatum,CA1 OR LM,i,i,0.8592
4028,4076,CA1 Radiatum,CA1 Perforant Path Associated QuadD,i,i,0.8479
4028,4078,CA1 Radiatum,CA1 Basket,i,i,0.8549
4028,4079,CA1 Radiatum,CA1 Basket CCK+,i,i,1.014
4028,4080,CA1 Radiatum,CA1 Bistratified,i,i,0.9195
4028,4081,CA1 Radiatum,CA1 Ivy,i,i,0.9105
4033,4000,CA1 SO SO,CA1 Pyramidal,i,e,1.431
4033,4003,CA1 SO SO,CA1 Quadrilaminar,i,i,1.444
4033,4013,CA1 SO SO,CA1 Radial Trilaminar,i,i,1.023
4033,4023,CA1 SO SO,CA1 Back Projection,i,i,1.459
4033,4033,CA1 SO SO,CA1 SO SO,i,i,0.7954
4033,4035,CA1 SO SO,CA1 Trilaminar,i,i,1.579
4033,4036,CA1 SO SO,CA1 Axo Axonic,i,i,1.466
4033,4038,CA1 SO SO,CA1 Horizontal Axo Axonic,i,i,1.104
4033,4039,CA1 SO SO,CA1 Horizontal Basket,i,i,1.145
4033,4055,CA1 SO SO,CA1 Oriens Alveus,i,i,1.628
4033,4066,CA1 SO SO,CA1 OR LM,i,i,1.442
4033,4069,CA1 SO SO,CA1 O LM,i,i,1.103
4033,4076,CA1 SO SO,CA1 Perforant Path Associated QuadD,i,i,1.43
4033,4078,CA1 SO SO,CA1 Basket,i,i,1.374
4033,4079,CA1 SO SO,CA1 Basket CCK+,i,i,1.645
4033,4080,CA1 SO SO,CA1 Bistratified,i,i,1.485
4033,4081,CA1 SO SO,CA1 Ivy,i,i,1.5
4033,4083,CA1 SO SO,CA1 Oriens Bistratified,i,i,1.686
4033,4087,CA1 SO SO,CA1 O LMR,i,i,1.218
4033,4089,CA1 SO SO,CA1 Recurrent O LM,i,i,1.306
4035,3007,CA1 Trilaminar,CA2 Wide Arbor Basket,i,i,1.242
4035,4000,CA1 Trilaminar,CA1 Pyramidal,i,e,1.335
4035,4003,CA1 Trilaminar,CA1 Quadrilaminar,i,i,1.367
4035,4005,CA1 Trilaminar,CA1 LMR,i,i,1.301
4035,4006,CA1 Trilaminar,CA1 Perforant Path Associated,i,i,1.167
4035,4013,CA1 Trilaminar,CA1 Radial Trilaminar,i,i,0.9911
4035,4015,CA1 Trilaminar,CA1 Schaffer Collateral Associated,i,i,1.262091018
4035,4023,CA1 Trilaminar,CA1 Back Projection,i,i,1.342
4035,4028,CA1 Trilaminar,CA1 Radiatum,i,i,1.181
4035,4033,CA1 Trilaminar,CA1 SO SO,i,i,0.7509
4035,4035,CA1 Trilaminar,CA1 Trilaminar,i,i,1.458
4035,4036,CA1 Trilaminar,CA1 Axo Axonic,i,i,1.353
4035,4038,CA1 Trilaminar,CA1 Horizontal Axo Axonic,i,i,1.053
4035,4039,CA1 Trilaminar,CA1 Horizontal Basket,i,i,1.09
4035,4054,CA1 Trilaminar,CA1 Radiatum Giant,i,e,1.455
4035,4055,CA1 Trilaminar,CA1 Oriens Alveus,i,i,1.514
4035,4061,CA1 Trilaminar,CA1 R Receiving Apical Targeting,i,i,1.4
4035,4066,CA1 Trilaminar,CA1 OR LM,i,i,1.357
4035,4069,CA1 Trilaminar,CA1 O LM,i,i,1.003
4035,4076,CA1 Trilaminar,CA1 Perforant Path Associated QuadD,i,i,1.337
4035,4078,CA1 Trilaminar,CA1 Basket,i,i,1.285
4035,4079,CA1 Trilaminar,CA1 Basket CCK+,i,i,1.54
4035,4080,CA1 Trilaminar,CA1 Bistratified,i,i,1.384
4035,4081,CA1 Trilaminar,CA1 Ivy,i,i,1.395
4035,4083,CA1 Trilaminar,CA1 Oriens Bistratified,i,i,1.576
4035,4087,CA1 Trilaminar,CA1 O LMR,i,i,1.145
4035,4089,CA1 Trilaminar,CA1 Recurrent O LM,i,i,1.215
4035,5005,CA1 Trilaminar,SUB CA1 Projecting Pyramidal,i,e,1.294
4036,4000,CA1 Axo Axonic,CA1 Pyramidal,i,e,2.353
4036,4054,CA1 Axo Axonic,CA1 Radiatum Giant,i,e,2.259
4038,4000,CA1 Horizontal Axo Axonic,CA1 Pyramidal,i,e,1.636
4038,4054,CA1 Horizontal Axo Axonic,CA1 Radiatum Giant,i,e,1.655
4039,4000,CA1 Horizontal Basket,CA1 Pyramidal,i,e,1.159
4039,4013,CA1 Horizontal Basket,CA1 Radial Trilaminar,i,i,0.8997
4039,4036,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,1.278
4039,4039,CA1 Horizontal Basket,CA1 Horizontal Basket,i,i,1.013
4039,4054,CA1 Horizontal Basket,CA1 Radiatum Giant,i,e,1.291
4039,4066,CA1 Horizontal Basket,CA1 OR LM,i,i,1.221
4039,4078,CA1 Horizontal Basket,CA1 Basket,i,i,1.206
4039,4079,CA1 Horizontal Basket,CA1 Basket CCK+,i,i,1.433
4039,4080,CA1 Horizontal Basket,CA1 Bistratified,i,i,1.187
4039,4081,CA1 Horizontal Basket,CA1 Ivy,i,i,1.216
4054,4000,CA1 Radiatum Giant,CA1 Pyramidal,e,e,1.205
4054,4003,CA1 Radiatum Giant,CA1 Quadrilaminar,e,i,1.274
4054,4013,CA1 Radiatum Giant,CA1 Radial Trilaminar,e,i,0.8699
4054,4023,CA1 Radiatum Giant,CA1 Back Projection,e,i,1.22
4054,4033,CA1 Radiatum Giant,CA1 SO SO,e,i,0.677
4054,4035,CA1 Radiatum Giant,CA1 Trilaminar,e,i,1.314
4054,4036,CA1 Radiatum Giant,CA1 Axo Axonic,e,i,1.204
4054,4038,CA1 Radiatum Giant,CA1 Horizontal Axo Axonic,e,i,0.9241
4054,4039,CA1 Radiatum Giant,CA1 Horizontal Basket,e,i,0.9697
4054,4055,CA1 Radiatum Giant,CA1 Oriens Alveus,e,i,1.473
4054,4066,CA1 Radiatum Giant,CA1 OR LM,e,i,1.171
4054,4069,CA1 Radiatum Giant,CA1 O LM,e,i,0.8227
4054,4076,CA1 Radiatum Giant,CA1 Perforant Path Associated QuadD,e,i,1.182
4054,4078,CA1 Radiatum Giant,CA1 Basket,e,i,1.055
4054,4079,CA1 Radiatum Giant,CA1 Basket CCK+,e,i,1.56
4054,4080,CA1 Radiatum Giant,CA1 Bistratified,e,i,1.379
4054,4081,CA1 Radiatum Giant,CA1 Ivy,e,i,1.336
4054,4083,CA1 Radiatum Giant,CA1 Oriens Bistratified,e,i,1.39
4054,4087,CA1 Radiatum Giant,CA1 O LMR,e,i,0.8888
4054,4089,CA1 Radiatum Giant,CA1 Recurrent O LM,e,i,0.8791
4055,3007,CA1 Oriens Alveus,CA2 Wide Arbor Basket,i,i,1.307
4055,4000,CA1 Oriens Alveus,CA1 Pyramidal,i,e,1.469
4055,4003,CA1 Oriens Alveus,CA1 Quadrilaminar,i,i,1.431
4055,4013,CA1 Oriens Alveus,CA1 Radial Trilaminar,i,i,1.007
4055,4023,CA1 Oriens Alveus,CA1 Back Projection,i,i,1.434
4055,4033,CA1 Oriens Alveus,CA1 SO SO,i,i,0.7866
4055,4035,CA1 Oriens Alveus,CA1 Trilaminar,i,i,1.565
4055,4036,CA1 Oriens Alveus,CA1 Axo Axonic,i,i,1.465
4055,4038,CA1 Oriens Alveus,CA1 Horizontal Axo Axonic,i,i,1.089
4055,4039,CA1 Oriens Alveus,CA1 Horizontal Basket,i,i,1.2
4055,4055,CA1 Oriens Alveus,CA1 Oriens Alveus,i,i,1.636
4055,4066,CA1 Oriens Alveus,CA1 OR LM,i,i,1.437
4055,4069,CA1 Oriens Alveus,CA1 O LM,i,i,1.042
4055,4076,CA1 Oriens Alveus,CA1 Perforant Path Associated QuadD,i,i,1.41
4055,4078,CA1 Oriens Alveus,CA1 Basket,i,i,1.391
4055,4079,CA1 Oriens Alveus,CA1 Basket CCK+,i,i,1.631
4055,4080,CA1 Oriens Alveus,CA1 Bistratified,i,i,1.488
4055,4081,CA1 Oriens Alveus,CA1 Ivy,i,i,1.501
4055,4083,CA1 Oriens Alveus,CA1 Oriens Bistratified,i,i,1.673
4055,4087,CA1 Oriens Alveus,CA1 O LMR,i,i,1.202
4055,4089,CA1 Oriens Alveus,CA1 Recurrent O LM,i,i,1.269
4061,4000,CA1 R Receiving Apical Targeting,CA1 Pyramidal,i,e,1.523
4061,4003,CA1 R Receiving Apical Targeting,CA1 Quadrilaminar,i,i,1.423
4061,4005,CA1 R Receiving Apical Targeting,CA1 LMR,i,i,1.346
4061,4006,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated,i,i,1.232
4061,4011,CA1 R Receiving Apical Targeting,CA1 Neurogliaform Projecting,i,i,1.42
4061,4012,CA1 R Receiving Apical Targeting,CA1 Neurogliaform,i,i,1.5
4061,4013,CA1 R Receiving Apical Targeting,CA1 Radial Trilaminar,i,i,0.8858
4061,4015,CA1 R Receiving Apical Targeting,CA1 Schaffer Collateral Associated,i,i,1.149748204
4061,4028,CA1 R Receiving Apical Targeting,CA1 Radiatum,i,i,1.031
4061,4036,CA1 R Receiving Apical Targeting,CA1 Axo Axonic,i,i,1.42
4061,4054,CA1 R Receiving Apical Targeting,CA1 Radiatum Giant,i,e,1.54
4061,4055,CA1 R Receiving Apical Targeting,CA1 Oriens Alveus,i,i,1.633
4061,4061,CA1 R Receiving Apical Targeting,CA1 R Receiving Apical Targeting,i,i,1.454
4061,4066,CA1 R Receiving Apical Targeting,CA1 OR LM,i,i,1.405
4061,4076,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated QuadD,i,i,1.394
4061,4078,CA1 R Receiving Apical Targeting,CA1 Basket,i,i,1.355
4061,4079,CA1 R Receiving Apical Targeting,CA1 Basket CCK+,i,i,1.633
4061,4080,CA1 R Receiving Apical Targeting,CA1 Bistratified,i,i,1.45
4061,4081,CA1 R Receiving Apical Targeting,CA1 Ivy,i,i,1.493
4066,4000,CA1 OR LM,CA1 Pyramidal,i,e,1.449
4066,4003,CA1 OR LM,CA1 Quadrilaminar,i,i,1.507
4066,4005,CA1 OR LM,CA1 LMR,i,i,1.428
4066,4006,CA1 OR LM,CA1 Perforant Path Associated,i,i,1.3
4066,4011,CA1 OR LM,CA1 Neurogliaform Projecting,i,i,1.51
4066,4012,CA1 OR LM,CA1 Neurogliaform,i,i,1.581
4066,4013,CA1 OR LM,CA1 Radial Trilaminar,i,i,1.095
4066,4015,CA1 OR LM,CA1 Schaffer Collateral Associated,i,i,1.365803326
4066,4036,CA1 OR LM,CA1 Axo Axonic,i,i,1.493
4066,4054,CA1 OR LM,CA1 Radiatum Giant,i,e,1.624
4066,4055,CA1 OR LM,CA1 Oriens Alveus,i,i,1.693
4066,4076,CA1 OR LM,CA1 Perforant Path Associated QuadD,i,i,1.475
4066,4078,CA1 OR LM,CA1 Basket,i,i,1.458
4066,4079,CA1 OR LM,CA1 Basket CCK+,i,i,1.647
4069,4000,CA1 O LM,CA1 Pyramidal,i,e,1.451
4069,4003,CA1 O LM,CA1 Quadrilaminar,i,i,1.49
4069,4005,CA1 O LM,CA1 LMR,i,i,1.353
4069,4006,CA1 O LM,CA1 Perforant Path Associated,i,i,1.264
4069,4011,CA1 O LM,CA1 Neurogliaform Projecting,i,i,1.483
4069,4012,CA1 O LM,CA1 Neurogliaform,i,i,1.553
4069,4013,CA1 O LM,CA1 Radial Trilaminar,i,i,1.064
4069,4015,CA1 O LM,CA1 Schaffer Collateral Associated,i,i,1.387976182
4069,4036,CA1 O LM,CA1 Axo Axonic,i,i,1.472
4069,4054,CA1 O LM,CA1 Radiatum Giant,i,e,1.587
4069,4055,CA1 O LM,CA1 Oriens Alveus,i,i,1.677
4069,4076,CA1 O LM,CA1 Perforant Path Associated QuadD,i,i,1.463
4069,4078,CA1 O LM,CA1 Basket,i,i,1.421
4069,4079,CA1 O LM,CA1 Basket CCK+,i,i,1.682
4076,4003,CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,i,i,1.606
4076,4005,CA1 Perforant Path Associated QuadD,CA1 LMR,i,i,1.515
4076,4006,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,i,i,1.392
4076,4011,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform Projecting,i,i,1.662
4076,4012,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform,i,i,1.749
4076,4013,CA1 Perforant Path Associated QuadD,CA1 Radial Trilaminar,i,i,1.167
4076,4015,CA1 Perforant Path Associated QuadD,CA1 Schaffer Collateral Associated,i,i,1.461065255
4076,4036,CA1 Perforant Path Associated QuadD,CA1 Axo Axonic,i,i,1.623
4076,4055,CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,i,i,1.823
4076,4076,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated QuadD,i,i,1.597
4076,4078,CA1 Perforant Path Associated QuadD,CA1 Basket,i,i,1.562
4076,4079,CA1 Perforant Path Associated QuadD,CA1 Basket CCK+,i,i,1.783
4078,4000,CA1 Basket,CA1 Pyramidal,i,e,4.855
4078,4013,CA1 Basket,CA1 Radial Trilaminar,i,i,1.968
4078,4036,CA1 Basket,CA1 Axo Axonic,i,i,3.109
4078,4039,CA1 Basket,CA1 Horizontal Basket,i,i,2.228
4078,4054,CA1 Basket,CA1 Radiatum Giant,i,e,3.103
4078,4066,CA1 Basket,CA1 OR LM,i,i,2.899
4078,4078,CA1 Basket,CA1 Basket,i,i,3.008
4078,4079,CA1 Basket,CA1 Basket CCK+,i,i,2.881
4078,4080,CA1 Basket,CA1 Bistratified,i,i,2.621
4078,4081,CA1 Basket,CA1 Ivy,i,i,2.886
4079,4000,CA1 Basket CCK+,CA1 Pyramidal,i,e,1.502
4079,4013,CA1 Basket CCK+,CA1 Radial Trilaminar,i,i,1.013
4079,4036,CA1 Basket CCK+,CA1 Axo Axonic,i,i,1.254
4079,4039,CA1 Basket CCK+,CA1 Horizontal Basket,i,i,0.9753
4079,4054,CA1 Basket CCK+,CA1 Radiatum Giant,i,e,1.429
4079,4066,CA1 Basket CCK+,CA1 OR LM,i,i,1.329
4079,4078,CA1 Basket CCK+,CA1 Basket,i,i,1.19
4079,4079,CA1 Basket CCK+,CA1 Basket CCK+,i,i,1.418
4079,4080,CA1 Basket CCK+,CA1 Bistratified,i,i,1.403
4079,4081,CA1 Basket CCK+,CA1 Ivy,i,i,1.431
4080,3007,CA1 Bistratified,CA2 Wide Arbor Basket,i,i,1.201
4080,4000,CA1 Bistratified,CA1 Pyramidal,i,e,1.259
4080,4003,CA1 Bistratified,CA1 Quadrilaminar,i,i,1.263
4080,4005,CA1 Bistratified,CA1 LMR,i,i,1.193
4080,4006,CA1 Bistratified,CA1 Perforant Path Associated,i,i,1.094
4080,4013,CA1 Bistratified,CA1 Radial Trilaminar,i,i,0.9942
4080,4015,CA1 Bistratified,CA1 Schaffer Collateral Associated,i,i,1.185950775
4080,4023,CA1 Bistratified,CA1 Back Projection,i,i,1.255
4080,4028,CA1 Bistratified,CA1 Radiatum,i,i,1.116
4080,4033,CA1 Bistratified,CA1 SO SO,i,i,0.743
4080,4035,CA1 Bistratified,CA1 Trilaminar,i,i,1.353
4080,4036,CA1 Bistratified,CA1 Axo Axonic,i,i,1.28
4080,4038,CA1 Bistratified,CA1 Horizontal Axo Axonic,i,i,0.9939
4080,4039,CA1 Bistratified,CA1 Horizontal Basket,i,i,1.027
4080,4054,CA1 Bistratified,CA1 Radiatum Giant,i,e,1.351
4080,4055,CA1 Bistratified,CA1 Oriens Alveus,i,i,1.384
4080,4061,CA1 Bistratified,CA1 R Receiving Apical Targeting,i,i,1.283
4080,4066,CA1 Bistratified,CA1 OR LM,i,i,1.257
4080,4069,CA1 Bistratified,CA1 O LM,i,i,0.9345
4080,4076,CA1 Bistratified,CA1 Perforant Path Associated QuadD,i,i,1.248
4080,4078,CA1 Bistratified,CA1 Basket,i,i,1.317
4080,4079,CA1 Bistratified,CA1 Basket CCK+,i,i,1.474
4080,4080,CA1 Bistratified,CA1 Bistratified,i,i,1.318
4080,4081,CA1 Bistratified,CA1 Ivy,i,i,1.366
4080,4083,CA1 Bistratified,CA1 Oriens Bistratified,i,i,1.445
4080,4087,CA1 Bistratified,CA1 O LMR,i,i,1.078
4080,4089,CA1 Bistratified,CA1 Recurrent O LM,i,i,1.155
4081,3007,CA1 Ivy,CA2 Wide Arbor Basket,i,i,1.193
4081,4000,CA1 Ivy,CA1 Pyramidal,i,e,1.194
4081,4003,CA1 Ivy,CA1 Quadrilaminar,i,i,1.287
4081,4005,CA1 Ivy,CA1 LMR,i,i,1.217
4081,4006,CA1 Ivy,CA1 Perforant Path Associated,i,i,1.093
4081,4013,CA1 Ivy,CA1 Radial Trilaminar,i,i,0.9803
4081,4015,CA1 Ivy,CA1 Schaffer Collateral Associated,i,i,1.223470869
4081,4023,CA1 Ivy,CA1 Back Projection,i,i,1.263
4081,4028,CA1 Ivy,CA1 Radiatum,i,i,1.129
4081,4033,CA1 Ivy,CA1 SO SO,i,i,0.7178
4081,4035,CA1 Ivy,CA1 Trilaminar,i,i,1.359
4081,4036,CA1 Ivy,CA1 Axo Axonic,i,i,1.295
4081,4038,CA1 Ivy,CA1 Horizontal Axo Axonic,i,i,0.9941
4081,4039,CA1 Ivy,CA1 Horizontal Basket,i,i,1.033
4081,4054,CA1 Ivy,CA1 Radiatum Giant,i,e,1.368
4081,4055,CA1 Ivy,CA1 Oriens Alveus,i,i,1.417
4081,4061,CA1 Ivy,CA1 R Receiving Apical Targeting,i,i,1.303
4081,4066,CA1 Ivy,CA1 OR LM,i,i,1.268
4081,4069,CA1 Ivy,CA1 O LM,i,i,0.9266
4081,4076,CA1 Ivy,CA1 Perforant Path Associated QuadD,i,i,1.251
4081,4078,CA1 Ivy,CA1 Basket,i,i,1.346
4081,4079,CA1 Ivy,CA1 Basket CCK+,i,i,1.425
4081,4080,CA1 Ivy,CA1 Bistratified,i,i,1.349
4081,4081,CA1 Ivy,CA1 Ivy,i,i,1.374
4081,4083,CA1 Ivy,CA1 Oriens Bistratified,i,i,1.458
4081,4087,CA1 Ivy,CA1 O LMR,i,i,1.078
4081,4089,CA1 Ivy,CA1 Recurrent O LM,i,i,1.15
4083,4000,CA1 Oriens Bistratified,CA1 Pyramidal,i,e,1.345
4083,4003,CA1 Oriens Bistratified,CA1 Quadrilaminar,i,i,1.362
4083,4005,CA1 Oriens Bistratified,CA1 LMR,i,i,1.288
4083,4006,CA1 Oriens Bistratified,CA1 Perforant Path Associated,i,i,1.171
4083,4013,CA1 Oriens Bistratified,CA1 Radial Trilaminar,i,i,0.9918
4083,4015,CA1 Oriens Bistratified,CA1 Schaffer Collateral Associated,i,i,1.265357885
4083,4023,CA1 Oriens Bistratified,CA1 Back Projection,i,i,1.369
4083,4028,CA1 Oriens Bistratified,CA1 Radiatum,i,i,1.187
4083,4033,CA1 Oriens Bistratified,CA1 SO SO,i,i,0.8041
4083,4035,CA1 Oriens Bistratified,CA1 Trilaminar,i,i,1.502
4083,4036,CA1 Oriens Bistratified,CA1 Axo Axonic,i,i,1.357
4083,4038,CA1 Oriens Bistratified,CA1 Horizontal Axo Axonic,i,i,1.038
4083,4039,CA1 Oriens Bistratified,CA1 Horizontal Basket,i,i,1.074
4083,4055,CA1 Oriens Bistratified,CA1 Oriens Alveus,i,i,1.542
4083,4061,CA1 Oriens Bistratified,CA1 R Receiving Apical Targeting,i,i,1.412
4083,4066,CA1 Oriens Bistratified,CA1 OR LM,i,i,1.36
4083,4069,CA1 Oriens Bistratified,CA1 O LM,i,i,1.09
4083,4076,CA1 Oriens Bistratified,CA1 Perforant Path Associated QuadD,i,i,1.35
