pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,g_ij
2020,2043,CA3 Trilaminar,CA3 Basket,i,i,1.712
2020,2044,CA3 Trilaminar,CA3 Basket CCK+,i,i,1.233
2020,2047,CA3 Trilaminar,CA3 Horizontal Axo Axonic,i,i,1.455
2020,3007,CA3 Trilaminar,CA2 Wide Arbor Basket,i,i,1.23
2020,4000,CA3 Trilaminar,CA1 Pyramidal,i,e,1.364
2020,4003,CA3 Trilaminar,CA1 Quadrilaminar,i,i,1.374
2020,4005,CA3 Trilaminar,CA1 LMR,i,i,1.265
2020,4006,CA3 Trilaminar,CA1 Perforant Path Associated,i,i,1.144
2020,4013,CA3 Trilaminar,CA1 Radial Trilaminar,i,i,0.9883
2020,4015,CA3 Trilaminar,CA1 Schaffer Collateral Associated,i,i,1.279911736
2020,4023,CA3 Trilaminar,CA1 Back Projection,i,i,1.365
2020,4028,CA3 Trilaminar,CA1 Radiatum,i,i,1.185
2020,4033,CA3 Trilaminar,CA1 SO SO,i,i,0.7133
2020,4035,CA3 Trilaminar,CA1 Trilaminar,i,i,1.486
2020,4036,CA3 Trilaminar,CA1 Axo Axonic,i,i,1.346
2020,4038,CA3 Trilaminar,CA1 Horizontal Axo Axonic,i,i,1.03
2020,4039,CA3 Trilaminar,CA1 Horizontal Basket,i,i,1.061
2020,4054,CA3 Trilaminar,CA1 Radiatum Giant,i,e,1.44
2020,4055,CA3 Trilaminar,CA1 Oriens Alveus,i,i,1.528
2020,4061,CA3 Trilaminar,CA1 R Receiving Apical Targeting,i,i,1.391
2020,4066,CA3 Trilaminar,CA1 OR LM,i,i,1.333
2020,4069,CA3 Trilaminar,CA1 O LM,i,i,0.977
2020,4076,CA3 Trilaminar,CA1 Perforant Path Associated QuadD,i,i,1.324
2020,4078,CA3 Trilaminar,CA1 Basket,i,i,1.258
2020,4079,CA3 Trilaminar,CA1 Basket CCK+,i,i,1.543
2020,4080,CA3 Trilaminar,CA1 Bistratified,i,i,1.408
2020,4081,CA3 Trilaminar,CA1 Ivy,i,i,1.409
2020,4083,CA3 Trilaminar,CA1 Oriens Bistratified,i,i,1.605
2020,4087,CA3 Trilaminar,CA1 O LMR,i,i,1.107
2020,4089,CA3 Trilaminar,CA1 Recurrent O LM,i,i,1.208
2028,2000,CA3 Axo Axonic,CA3 Pyramidal,i,e,1.87
2028,2004,CA3 Axo Axonic,CA3c Pyramidal,i,e,2.367
2035,1002,CA3 Mossy Fiber Associated ORDEN,DG Mossy,i,e,1.682
2035,1004,CA3 Mossy Fiber Associated ORDEN,DG Total Molecular Layer,i,i,1.613
2035,1005,CA3 Mossy Fiber Associated ORDEN,DG MOLAX,i,i,1.49
2035,1009,CA3 Mossy Fiber Associated ORDEN,DG HICAP,i,i,1.167
2035,1010,CA3 Mossy Fiber Associated ORDEN,DG Axo Axonic,i,i,1.599
2035,1013,CA3 Mossy Fiber Associated ORDEN,DG HIPP,i,i,1.244
2035,1026,CA3 Mossy Fiber Associated ORDEN,DG HIPROM,i,i,1.769
2035,1027,CA3 Mossy Fiber Associated ORDEN,DG AIPRIM,i,i,1.707
2035,1035,CA3 Mossy Fiber Associated ORDEN,DG Basket,i,i,1.418
2035,1041,CA3 Mossy Fiber Associated ORDEN,DG Hilar Ectopic Granule,i,e,1.489
2035,2000,CA3 Mossy Fiber Associated ORDEN,CA3 Pyramidal,i,e,1.36
2035,2004,CA3 Mossy Fiber Associated ORDEN,CA3c Pyramidal,i,e,1.857
2035,2005,CA3 Mossy Fiber Associated ORDEN,CA3 LMR Targeting,i,i,1.57
2035,2013,CA3 Mossy Fiber Associated ORDEN,CA3 Lucidum ORAX,i,i,1.537
2035,2019,CA3 Mossy Fiber Associated ORDEN,CA3 Spiny Lucidum,i,i,1.314264693
2035,2028,CA3 Mossy Fiber Associated ORDEN,CA3 Axo Axonic,i,i,1.629
2035,2035,CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated ORDEN,i,i,1.553
2035,2036,CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated,i,i,1.732289533
2035,2043,CA3 Mossy Fiber Associated ORDEN,CA3 Basket,i,i,1.972
2035,2044,CA3 Mossy Fiber Associated ORDEN,CA3 Basket CCK+,i,i,1.415
2035,3007,CA3 Mossy Fiber Associated ORDEN,CA2 Wide Arbor Basket,i,i,1.406
2036,1002,CA3 Mossy Fiber Associated,DG Mossy,i,e,1.907
2036,1004,CA3 Mossy Fiber Associated,DG Total Molecular Layer,i,i,1.845
2036,1005,CA3 Mossy Fiber Associated,DG MOLAX,i,i,1.726
2036,1009,CA3 Mossy Fiber Associated,DG HICAP,i,i,1.357
2036,1010,CA3 Mossy Fiber Associated,DG Axo Axonic,i,i,1.828
2036,1013,CA3 Mossy Fiber Associated,DG HIPP,i,i,1.449
2036,1026,CA3 Mossy Fiber Associated,DG HIPROM,i,i,1.989
2036,1027,CA3 Mossy Fiber Associated,DG AIPRIM,i,i,1.91
2036,1035,CA3 Mossy Fiber Associated,DG Basket,i,i,1.601
2036,1041,CA3 Mossy Fiber Associated,DG Hilar Ectopic Granule,i,e,1.694
2036,2000,CA3 Mossy Fiber Associated,CA3 Pyramidal,i,e,1.605
2036,2001,CA3 Mossy Fiber Associated,CA3 Granule,i,e,2.458
2036,2004,CA3 Mossy Fiber Associated,CA3c Pyramidal,i,e,2.103
2036,2005,CA3 Mossy Fiber Associated,CA3 LMR Targeting,i,i,1.802
2036,2013,CA3 Mossy Fiber Associated,CA3 Lucidum ORAX,i,i,1.785
2036,2019,CA3 Mossy Fiber Associated,CA3 Spiny Lucidum,i,i,1.701345113
2036,2028,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,1.85
2036,2035,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated ORDEN,i,i,1.808
2036,2036,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated,i,i,1.860257298
2036,2043,CA3 Mossy Fiber Associated,CA3 Basket,i,i,2.174
2036,2044,CA3 Mossy Fiber Associated,CA3 Basket CCK+,i,i,1.621
2036,3007,CA3 Mossy Fiber Associated,CA2 Wide Arbor Basket,i,i,1.645
2043,2000,CA3 Basket,CA3 Pyramidal,i,e,1.572
2043,2004,CA3 Basket,CA3c Pyramidal,i,e,2.574
2043,2028,CA3 Basket,CA3 Axo Axonic,i,i,2.025
2043,2035,CA3 Basket,CA3 Mossy Fiber Associated ORDEN,i,i,1.809
2043,2043,CA3 Basket,CA3 Basket,i,i,3.282
2043,2044,CA3 Basket,CA3 Basket CCK+,i,i,1.686
2044,2000,CA3 Basket CCK+,CA3 Pyramidal,i,e,1.306
2044,2004,CA3 Basket CCK+,CA3c Pyramidal,i,e,1.815
2044,2028,CA3 Basket CCK+,CA3 Axo Axonic,i,i,1.494
2044,2035,CA3 Basket CCK+,CA3 Mossy Fiber Associated ORDEN,i,i,1.355
2044,2043,CA3 Basket CCK+,CA3 Basket,i,i,1.745
2044,2044,CA3 Basket CCK+,CA3 Basket CCK+,i,i,0.9656
2047,2000,CA3 Horizontal Axo Axonic,CA3 Pyramidal,i,e,1.213
2047,2004,CA3 Horizontal Axo Axonic,CA3c Pyramidal,i,e,1.877
3000,1002,CA2 Pyramidal,DG Mossy,e,e,1.81
3000,1004,CA2 Pyramidal,DG Total Molecular Layer,e,i,1.736
3000,1005,CA2 Pyramidal,DG MOLAX,e,i,1.66
3000,1009,CA2 Pyramidal,DG HICAP,e,i,1.395
3000,1010,CA2 Pyramidal,DG Axo Axonic,e,i,1.759
3000,1013,CA2 Pyramidal,DG HIPP,e,i,1.361
3000,1026,CA2 Pyramidal,DG HIPROM,e,i,1.858
3000,1027,CA2 Pyramidal,DG AIPRIM,e,i,1.797
3000,1035,CA2 Pyramidal,DG Basket,e,i,1.584
3000,1041,CA2 Pyramidal,DG Hilar Ectopic Granule,e,e,1.62
3000,2000,CA2 Pyramidal,CA3 Pyramidal,e,e,1.443
3000,2001,CA2 Pyramidal,CA3 Granule,e,e,1.793
3000,2004,CA2 Pyramidal,CA3c Pyramidal,e,e,1.905
3000,2005,CA2 Pyramidal,CA3 LMR Targeting,e,i,1.686
3000,2009,CA2 Pyramidal,CA3 O LM,e,i,1.492
3000,2013,CA2 Pyramidal,CA3 Lucidum ORAX,e,i,1.637
3000,2019,CA2 Pyramidal,CA3 Spiny Lucidum,e,i,1.181950661
3000,2020,CA2 Pyramidal,CA3 Trilaminar,e,i,1.802
3000,2028,CA2 Pyramidal,CA3 Axo Axonic,e,i,1.811
3000,2035,CA2 Pyramidal,CA3 Mossy Fiber Associated ORDEN,e,i,1.702
3000,2036,CA2 Pyramidal,CA3 Mossy Fiber Associated,e,i,1.687814443
3000,2043,CA2 Pyramidal,CA3 Basket,e,i,2.037
3000,2044,CA2 Pyramidal,CA3 Basket CCK+,e,i,1.523
3000,2047,CA2 Pyramidal,CA3 Horizontal Axo Axonic,e,i,1.828
3000,3000,CA2 Pyramidal,CA2 Pyramidal,e,e,2.397
3000,3003,CA2 Pyramidal,CA2 Bistratified,e,i,2.178
3000,3006,CA2 Pyramidal,CA2 Basket,e,i,4.12
3000,3007,CA2 Pyramidal,CA2 Wide Arbor Basket,e,i,1.407
3000,3008,CA2 Pyramidal,CA2 SP SR,e,i,1.326
3000,4000,CA2 Pyramidal,CA1 Pyramidal,e,e,1.563
3000,4003,CA2 Pyramidal,CA1 Quadrilaminar,e,i,1.728
3000,4005,CA2 Pyramidal,CA1 LMR,e,i,1.66
3000,4006,CA2 Pyramidal,CA1 Perforant Path Associated,e,i,1.504
3000,4013,CA2 Pyramidal,CA1 Radial Trilaminar,e,i,1.256
3000,4015,CA2 Pyramidal,CA1 Schaffer Collateral Associated,e,i,1.644491834
3000,4023,CA2 Pyramidal,CA1 Back Projection,e,i,1.683
3000,4028,CA2 Pyramidal,CA1 Radiatum,e,i,1.523
3000,4033,CA2 Pyramidal,CA1 SO SO,e,i,0.9673
3000,4035,CA2 Pyramidal,CA1 Trilaminar,e,i,1.777
3000,4036,CA2 Pyramidal,CA1 Axo Axonic,e,i,1.596
3000,4038,CA2 Pyramidal,CA1 Horizontal Axo Axonic,e,i,1.325
3000,4039,CA2 Pyramidal,CA1 Horizontal Basket,e,i,1.317
3000,4054,CA2 Pyramidal,CA1 Radiatum Giant,e,e,1.837
3000,4055,CA2 Pyramidal,CA1 Oriens Alveus,e,i,1.945
3000,4061,CA2 Pyramidal,CA1 R Receiving Apical Targeting,e,i,1.718
3000,4066,CA2 Pyramidal,CA1 OR LM,e,i,1.661
3000,4069,CA2 Pyramidal,CA1 O LM,e,i,1.275
3000,4076,CA2 Pyramidal,CA1 Perforant Path Associated QuadD,e,i,1.673
3000,4078,CA2 Pyramidal,CA1 Basket,e,i,1.498
3000,4079,CA2 Pyramidal,CA1 Basket CCK+,e,i,1.974
3000,4080,CA2 Pyramidal,CA1 Bistratified,e,i,1.784
3000,4081,CA2 Pyramidal,CA1 Ivy,e,i,1.732
3000,4083,CA2 Pyramidal,CA1 Oriens Bistratified,e,i,1.859
3000,4087,CA2 Pyramidal,CA1 O LMR,e,i,1.315
3000,4089,CA2 Pyramidal,CA1 Recurrent O LM,e,i,1.38
3003,3000,CA2 Bistratified,CA2 Pyramidal,i,e,4.063
3003,3003,CA2 Bistratified,CA2 Bistratified,i,i,2.017
3003,3006,CA2 Bistratified,CA2 Basket,i,i,2.793
3003,3007,CA2 Bistratified,CA2 Wide Arbor Basket,i,i,1.668
3003,3008,CA2 Bistratified,CA2 SP SR,i,i,1.636
3003,4000,CA2 Bistratified,CA1 Pyramidal,i,e,1.93
3003,4003,CA2 Bistratified,CA1 Quadrilaminar,i,i,1.987
3003,4005,CA2 Bistratified,CA1 LMR,i,i,1.884
3003,4006,CA2 Bistratified,CA1 Perforant Path Associated,i,i,1.7
3003,4013,CA2 Bistratified,CA1 Radial Trilaminar,i,i,1.383
3003,4015,CA2 Bistratified,CA1 Schaffer Collateral Associated,i,i,1.857356402
3003,4023,CA2 Bistratified,CA1 Back Projection,i,i,2.017
3003,4028,CA2 Bistratified,CA1 Radiatum,i,i,1.75
3003,4033,CA2 Bistratified,CA1 SO SO,i,i,1.092
3003,4035,CA2 Bistratified,CA1 Trilaminar,i,i,2.168
3003,4036,CA2 Bistratified,CA1 Axo Axonic,i,i,1.964
3003,4038,CA2 Bistratified,CA1 Horizontal Axo Axonic,i,i,1.533
3003,4039,CA2 Bistratified,CA1 Horizontal Basket,i,i,1.617
3003,4054,CA2 Bistratified,CA1 Radiatum Giant,i,e,2.17
3003,4055,CA2 Bistratified,CA1 Oriens Alveus,i,i,2.261
3003,4061,CA2 Bistratified,CA1 R Receiving Apical Targeting,i,i,2.074
3003,4066,CA2 Bistratified,CA1 OR LM,i,i,1.98
3003,4069,CA2 Bistratified,CA1 O LM,i,i,1.521
3003,4076,CA2 Bistratified,CA1 Perforant Path Associated QuadD,i,i,1.977
3003,4078,CA2 Bistratified,CA1 Basket,i,i,1.808
3003,4079,CA2 Bistratified,CA1 Basket CCK+,i,i,2.208
3003,4080,CA2 Bistratified,CA1 Bistratified,i,i,1.945
3003,4081,CA2 Bistratified,CA1 Ivy,i,i,1.994
3003,4083,CA2 Bistratified,CA1 Oriens Bistratified,i,i,2.321
3003,4087,CA2 Bistratified,CA1 O LMR,i,i,1.623
3003,4089,CA2 Bistratified,CA1 Recurrent O LM,i,i,1.769
3006,3000,CA2 Basket,CA2 Pyramidal,i,e,3.416
3006,3003,CA2 Basket,CA2 Bistratified,i,i,1.76
3006,3006,CA2 Basket,CA2 Basket,i,i,2.381
3006,3007,CA2 Basket,CA2 Wide Arbor Basket,i,i,1.507
3006,3008,CA2 Basket,CA2 SP SR,i,i,1.457
3007,2000,CA2 Wide Arbor Basket,CA3 Pyramidal,i,e,1.365
3007,2004,CA2 Wide Arbor Basket,CA3c Pyramidal,i,e,1.972
3007,2028,CA2 Wide Arbor Basket,CA3 Axo Axonic,i,i,1.625
3007,2035,CA2 Wide Arbor Basket,CA3 Mossy Fiber Associated ORDEN,i,i,1.57
3007,2043,CA2 Wide Arbor Basket,CA3 Basket,i,i,1.973
3007,2044,CA2 Wide Arbor Basket,CA3 Basket CCK+,i,i,1.445
3007,3000,CA2 Wide Arbor Basket,CA2 Pyramidal,i,e,2.988
3007,3003,CA2 Wide Arbor Basket,CA2 Bistratified,i,i,1.633
3007,3006,CA2 Wide Arbor Basket,CA2 Basket,i,i,2.164
3007,3007,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,1.42
3007,3008,CA2 Wide Arbor Basket,CA2 SP SR,i,i,1.374
3007,4000,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,1.515
3007,4013,CA2 Wide Arbor Basket,CA1 Radial Trilaminar,i,i,1.166
3007,4036,CA2 Wide Arbor Basket,CA1 Axo Axonic,i,i,1.588
3007,4039,CA2 Wide Arbor Basket,CA1 Horizontal Basket,i,i,1.295
3007,4054,CA2 Wide Arbor Basket,CA1 Radiatum Giant,i,e,1.772
3007,4066,CA2 Wide Arbor Basket,CA1 OR LM,i,i,1.597
3007,4078,CA2 Wide Arbor Basket,CA1 Basket,i,i,1.477
3007,4079,CA2 Wide Arbor Basket,CA1 Basket CCK+,i,i,1.811
3007,4080,CA2 Wide Arbor Basket,CA1 Bistratified,i,i,1.624
3007,4081,CA2 Wide Arbor Basket,CA1 Ivy,i,i,1.66
3008,3000,CA2 SP SR,CA2 Pyramidal,i,e,2.493
3008,3003,CA2 SP SR,CA2 Bistratified,i,i,1.555
3008,3006,CA2 SP SR,CA2 Basket,i,i,1.985
3008,3007,CA2 SP SR,CA2 Wide Arbor Basket,i,i,1.381
3008,3008,CA2 SP SR,CA2 SP SR,i,i,1.336
4000,4000,CA1 Pyramidal,CA1 Pyramidal,e,e,1.272
4000,4003,CA1 Pyramidal,CA1 Quadrilaminar,e,i,1.541
4000,4013,CA1 Pyramidal,CA1 Radial Trilaminar,e,i,1.03
4000,4023,CA1 Pyramidal,CA1 Back Projection,e,i,1.499
4000,4033,CA1 Pyramidal,CA1 SO SO,e,i,0.6362
4000,4035,CA1 Pyramidal,CA1 Trilaminar,e,i,1.592
4000,4036,CA1 Pyramidal,CA1 Axo Axonic,e,i,1.433
4000,4038,CA1 Pyramidal,CA1 Horizontal Axo Axonic,e,i,1.263
4000,4039,CA1 Pyramidal,CA1 Horizontal Basket,e,i,1.046
4000,4055,CA1 Pyramidal,CA1 Oriens Alveus,e,i,2.067
4000,4066,CA1 Pyramidal,CA1 OR LM,e,i,1.437
4000,4069,CA1 Pyramidal,CA1 O LM,e,i,1.438
4000,4076,CA1 Pyramidal,CA1 Perforant Path Associated QuadD,e,i,1.458
4000,4078,CA1 Pyramidal,CA1 Basket,e,i,1.299
4000,4079,CA1 Pyramidal,CA1 Basket CCK+,e,i,1.925
4000,4080,CA1 Pyramidal,CA1 Bistratified,e,i,2.107
4000,4081,CA1 Pyramidal,CA1 Ivy,e,i,2.023
4000,4083,CA1 Pyramidal,CA1 Oriens Bistratified,e,i,1.671
4000,4087,CA1 Pyramidal,CA1 O LMR,e,i,1.167
4000,4089,CA1 Pyramidal,CA1 Recurrent O LM,e,i,1.213
4000,5005,CA1 Pyramidal,SUB CA1 Projecting Pyramidal,e,e,1.286
4000,6002,CA1 Pyramidal,MEC LV Pyramidal,e,e,1.322
4000,6021,CA1 Pyramidal,EC LV Deep Pyramidal,e,e,1.392
4000,6023,CA1 Pyramidal,MEC LV Superficial Pyramidal,e,e,1.385
4000,6025,CA1 Pyramidal,LEC LIII Multipolar Principal,e,e,1.39
4000,6033,CA1 Pyramidal,MEC LV Multipolar Pyramidal,e,e,1.396
4000,6052,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,1.396
4000,6078,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,e,e,1.417
4000,6086,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1.383
4000,6095,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1.332
4003,3007,CA1 Quadrilaminar,CA2 Wide Arbor Basket,i,i,1.347
4003,4000,CA1 Quadrilaminar,CA1 Pyramidal,i,e,1.536
4003,4003,CA1 Quadrilaminar,CA1 Quadrilaminar,i,i,1.46
4003,4005,CA1 Quadrilaminar,CA1 LMR,i,i,1.328
4003,4006,CA1 Quadrilaminar,CA1 Perforant Path Associated,i,i,1.253
4003,4011,CA1 Quadrilaminar,CA1 Neurogliaform Projecting,i,i,1.57
4003,4012,CA1 Quadrilaminar,CA1 Neurogliaform,i,i,1.644
4003,4013,CA1 Quadrilaminar,CA1 Radial Trilaminar,i,i,1.103
4003,4015,CA1 Quadrilaminar,CA1 Schaffer Collateral Associated,i,i,1.467055428
4003,4023,CA1 Quadrilaminar,CA1 Back Projection,i,i,1.494
4003,4028,CA1 Quadrilaminar,CA1 Radiatum,i,i,1.295
4003,4033,CA1 Quadrilaminar,CA1 SO SO,i,i,0.8793
4003,4035,CA1 Quadrilaminar,CA1 Trilaminar,i,i,1.596
4003,4036,CA1 Quadrilaminar,CA1 Axo Axonic,i,i,1.444
4003,4038,CA1 Quadrilaminar,CA1 Horizontal Axo Axonic,i,i,1.135
4003,4039,CA1 Quadrilaminar,CA1 Horizontal Basket,i,i,1.159
4003,4055,CA1 Quadrilaminar,CA1 Oriens Alveus,i,i,1.625
4003,4061,CA1 Quadrilaminar,CA1 R Receiving Apical Targeting,i,i,1.489
4003,4066,CA1 Quadrilaminar,CA1 OR LM,i,i,1.429
4003,4069,CA1 Quadrilaminar,CA1 O LM,i,i,1.081
4003,4076,CA1 Quadrilaminar,CA1 Perforant Path Associated QuadD,i,i,1.437
4003,4078,CA1 Quadrilaminar,CA1 Basket,i,i,1.371
4003,4079,CA1 Quadrilaminar,CA1 Basket CCK+,i,i,1.628
4003,4080,CA1 Quadrilaminar,CA1 Bistratified,i,i,1.508
4003,4081,CA1 Quadrilaminar,CA1 Ivy,i,i,1.535
4003,4083,CA1 Quadrilaminar,CA1 Oriens Bistratified,i,i,1.687
4003,4087,CA1 Quadrilaminar,CA1 O LMR,i,i,1.169
4003,4089,CA1 Quadrilaminar,CA1 Recurrent O LM,i,i,1.303
4005,4000,CA1 LMR,CA1 Pyramidal,i,e,1.456
4005,4003,CA1 LMR,CA1 Quadrilaminar,i,i,1.495
4005,4005,CA1 LMR,CA1 LMR,i,i,1.398
4005,4006,CA1 LMR,CA1 Perforant Path Associated,i,i,1.28
4005,4011,CA1 LMR,CA1 Neurogliaform Projecting,i,i,1.643
4005,4012,CA1 LMR,CA1 Neurogliaform,i,i,1.721
4005,4013,CA1 LMR,CA1 Radial Trilaminar,i,i,1.109
4005,4015,CA1 LMR,CA1 Schaffer Collateral Associated,i,i,1.407595503
4005,4028,CA1 LMR,CA1 Radiatum,i,i,1.302
4005,4036,CA1 LMR,CA1 Axo Axonic,i,i,1.522
4005,4054,CA1 LMR,CA1 Radiatum Giant,i,e,1.608
4005,4055,CA1 LMR,CA1 Oriens Alveus,i,i,1.664
4005,4061,CA1 LMR,CA1 R Receiving Apical Targeting,i,i,1.546
4005,4066,CA1 LMR,CA1 OR LM,i,i,1.496
4005,4076,CA1 LMR,CA1 Perforant Path Associated QuadD,i,i,1.491
4005,4078,CA1 LMR,CA1 Basket,i,i,1.487
4005,4079,CA1 LMR,CA1 Basket CCK+,i,i,1.697
4005,4080,CA1 LMR,CA1 Bistratified,i,i,1.548
4005,4081,CA1 LMR,CA1 Ivy,i,i,1.569
4006,1000,CA1 Perforant Path Associated,DG Granule,i,e,1.922
4006,1001,CA1 Perforant Path Associated,DG Semilunar Granule,i,e,1.43
4006,1004,CA1 Perforant Path Associated,DG Total Molecular Layer,i,i,1.577
4006,1005,CA1 Perforant Path Associated,DG MOLAX,i,i,1.465
4006,1007,CA1 Perforant Path Associated,DG Neurogliaform,i,i,1.45
4006,1008,CA1 Perforant Path Associated,DG MOPP,i,i,1.523
4006,1009,CA1 Perforant Path Associated,DG HICAP,i,i,1.093
4006,1010,CA1 Perforant Path Associated,DG Axo Axonic,i,i,1.568
4006,1027,CA1 Perforant Path Associated,DG AIPRIM,i,i,1.636
4006,1035,CA1 Perforant Path Associated,DG Basket,i,i,1.414
4006,1041,CA1 Perforant Path Associated,DG Hilar Ectopic Granule,i,e,1.372
4006,4000,CA1 Perforant Path Associated,CA1 Pyramidal,i,e,1.476
4006,4003,CA1 Perforant Path Associated,CA1 Quadrilaminar,i,i,1.524
4006,4005,CA1 Perforant Path Associated,CA1 LMR,i,i,1.441
4006,4006,CA1 Perforant Path Associated,CA1 Perforant Path Associated,i,i,1.287
4006,4011,CA1 Perforant Path Associated,CA1 Neurogliaform Projecting,i,i,1.608
4006,4012,CA1 Perforant Path Associated,CA1 Neurogliaform,i,i,1.695
4006,4013,CA1 Perforant Path Associated,CA1 Radial Trilaminar,i,i,1.099
4006,4015,CA1 Perforant Path Associated,CA1 Schaffer Collateral Associated,i,i,1.437641146
4006,4036,CA1 Perforant Path Associated,CA1 Axo Axonic,i,i,1.547
4006,4054,CA1 Perforant Path Associated,CA1 Radiatum Giant,i,e,1.647
4006,4055,CA1 Perforant Path Associated,CA1 Oriens Alveus,i,i,1.72
4006,4076,CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,i,i,1.504
4006,4078,CA1 Perforant Path Associated,CA1 Basket,i,i,1.492
4006,4079,CA1 Perforant Path Associated,CA1 Basket CCK+,i,i,1.71
4006,5005,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,i,e,1.489
4011,1000,CA1 Neurogliaform Projecting,DG Granule,i,e,1.485
4011,1001,CA1 Neurogliaform Projecting,DG Semilunar Granule,i,e,1.12
4011,1004,CA1 Neurogliaform Projecting,DG Total Molecular Layer,i,i,1.23
4011,1005,CA1 Neurogliaform Projecting,DG MOLAX,i,i,1.154
4011,1007,CA1 Neurogliaform Projecting,DG Neurogliaform,i,i,1.132
4011,1008,CA1 Neurogliaform Projecting,DG MOPP,i,i,1.192
4011,1009,CA1 Neurogliaform Projecting,DG HICAP,i,i,0.9055
4011,1010,CA1 Neurogliaform Projecting,DG Axo Axonic,i,i,1.24
4011,1027,CA1 Neurogliaform Projecting,DG AIPRIM,i,i,1.285
4011,1035,CA1 Neurogliaform Projecting,DG Basket,i,i,1.147
4011,1041,CA1 Neurogliaform Projecting,DG Hilar Ectopic Granule,i,e,1.098
4011,4000,CA1 Neurogliaform Projecting,CA1 Pyramidal,i,e,1.242
4011,4003,CA1 Neurogliaform Projecting,CA1 Quadrilaminar,i,i,1.151
4011,4005,CA1 Neurogliaform Projecting,CA1 LMR,i,i,1.065
4011,4006,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated,i,i,1.002
4011,4011,CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting,i,i,1.276
4011,4012,CA1 Neurogliaform Projecting,CA1 Neurogliaform,i,i,1.34
4011,4013,CA1 Neurogliaform Projecting,CA1 Radial Trilaminar,i,i,0.8668
4011,4015,CA1 Neurogliaform Projecting,CA1 Schaffer Collateral Associated,i,i,1.132798031
4011,4036,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,1.22
4011,4054,CA1 Neurogliaform Projecting,CA1 Radiatum Giant,i,e,1.279
4011,4055,CA1 Neurogliaform Projecting,CA1 Oriens Alveus,i,i,1.358
4011,4076,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated QuadD,i,i,1.178
4011,4078,CA1 Neurogliaform Projecting,CA1 Basket,i,i,1.192
4011,4079,CA1 Neurogliaform Projecting,CA1 Basket CCK+,i,i,1.394
4012,4000,CA1 Neurogliaform,CA1 Pyramidal,i,e,1.209
4012,4003,CA1 Neurogliaform,CA1 Quadrilaminar,i,i,1.148
4012,4005,CA1 Neurogliaform,CA1 LMR,i,i,1.067
4012,4006,CA1 Neurogliaform,CA1 Perforant Path Associated,i,i,0.9966
4012,4011,CA1 Neurogliaform,CA1 Neurogliaform Projecting,i,i,1.284
4012,4012,CA1 Neurogliaform,CA1 Neurogliaform,i,i,1.344
4012,4013,CA1 Neurogliaform,CA1 Radial Trilaminar,i,i,0.8575
4012,4015,CA1 Neurogliaform,CA1 Schaffer Collateral Associated,i,i,1.163628607
4012,4036,CA1 Neurogliaform,CA1 Axo Axonic,i,i,1.214
4012,4054,CA1 Neurogliaform,CA1 Radiatum Giant,i,e,1.279
4012,4055,CA1 Neurogliaform,CA1 Oriens Alveus,i,i,1.346
4012,4076,CA1 Neurogliaform,CA1 Perforant Path Associated QuadD,i,i,1.17
4012,4078,CA1 Neurogliaform,CA1 Basket,i,i,1.18
4012,4079,CA1 Neurogliaform,CA1 Basket CCK+,i,i,1.397
4013,3007,CA1 Radial Trilaminar,CA2 Wide Arbor Basket,i,i,1.18
4013,4000,CA1 Radial Trilaminar,CA1 Pyramidal,i,e,1.238
4013,4003,CA1 Radial Trilaminar,CA1 Quadrilaminar,i,i,1.289
4013,4005,CA1 Radial Trilaminar,CA1 LMR,i,i,1.194
4013,4006,CA1 Radial Trilaminar,CA1 Perforant Path Associated,i,i,1.011
4013,4013,CA1 Radial Trilaminar,CA1 Radial Trilaminar,i,i,0.9318
4013,4015,CA1 Radial Trilaminar,CA1 Schaffer Collateral Associated,i,i,1.110425926
4013,4023,CA1 Radial Trilaminar,CA1 Back Projection,i,i,1.266
4013,4028,CA1 Radial Trilaminar,CA1 Radiatum,i,i,1.117
4013,4033,CA1 Radial Trilaminar,CA1 SO SO,i,i,0.7227
4013,4035,CA1 Radial Trilaminar,CA1 Trilaminar,i,i,1.365
4013,4036,CA1 Radial Trilaminar,CA1 Axo Axonic,i,i,1.29
4013,4038,CA1 Radial Trilaminar,CA1 Horizontal Axo Axonic,i,i,0.9743
