pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,c_ij
2020,2009,CA3 Trilaminar,CA3 O LM,i,i,0.004053
2020,2013,CA3 Trilaminar,CA3 Lucidum ORAX,i,i,0.004641
2020,2019,CA3 Trilaminar,CA3 Spiny Lucidum,i,i,0.003386
2020,2020,CA3 Trilaminar,CA3 Trilaminar,i,i,0.007144
2020,2028,CA3 Trilaminar,CA3 Axo Axonic,i,i,0.007457
2020,2035,CA3 Trilaminar,CA3 Mossy Fiber Associated ORDEN,i,i,0.009516
2020,2036,CA3 Trilaminar,CA3 Mossy Fiber Associated,i,i,0.004368
2020,2043,CA3 Trilaminar,CA3 Basket,i,i,0.007492
2020,2044,CA3 Trilaminar,CA3 Basket CCK+,i,i,0.005302
2020,2047,CA3 Trilaminar,CA3 Horizontal Axo Axonic,i,i,0.002758
2020,3007,CA3 Trilaminar,CA2 Wide Arbor Basket,i,i,0.001105
2020,4000,CA3 Trilaminar,CA1 Pyramidal,i,e,0.004266
2020,4003,CA3 Trilaminar,CA1 Quadrilaminar,i,i,0.005303
2020,4005,CA3 Trilaminar,CA1 LMR,i,i,0.0004415
2020,4006,CA3 Trilaminar,CA1 Perforant Path Associated,i,i,0.0008038
2020,4013,CA3 Trilaminar,CA1 Radial Trilaminar,i,i,0.004461
2020,4015,CA3 Trilaminar,CA1 Schaffer Collateral Associated,i,i,0.001309
2020,4023,CA3 Trilaminar,CA1 Back Projection,i,i,0.003408
2020,4028,CA3 Trilaminar,CA1 Radiatum,i,i,0.00107
2020,4033,CA3 Trilaminar,CA1 SO SO,i,i,0.003457
2020,4035,CA3 Trilaminar,CA1 Trilaminar,i,i,0.00293
2020,4036,CA3 Trilaminar,CA1 Axo Axonic,i,i,0.00411
2020,4038,CA3 Trilaminar,CA1 Horizontal Axo Axonic,i,i,0.001323
2020,4039,CA3 Trilaminar,CA1 Horizontal Basket,i,i,0.005588
2020,4054,CA3 Trilaminar,CA1 Radiatum Giant,i,e,0.00112
2020,4055,CA3 Trilaminar,CA1 Oriens Alveus,i,i,0.003889
2020,4061,CA3 Trilaminar,CA1 R Receiving Apical Targeting,i,i,0.001294
2020,4066,CA3 Trilaminar,CA1 OR LM,i,i,0.004218
2020,4069,CA3 Trilaminar,CA1 O LM,i,i,0.001966
2020,4076,CA3 Trilaminar,CA1 Perforant Path Associated QuadD,i,i,0.006816
2020,4078,CA3 Trilaminar,CA1 Basket,i,i,0.004391
2020,4079,CA3 Trilaminar,CA1 Basket CCK+,i,i,0.004752
2020,4080,CA3 Trilaminar,CA1 Bistratified,i,i,0.004884
2020,4081,CA3 Trilaminar,CA1 Ivy,i,i,0.004276
2020,4083,CA3 Trilaminar,CA1 Oriens Bistratified,i,i,0.001438
2020,4087,CA3 Trilaminar,CA1 O LMR,i,i,0.001669
2020,4089,CA3 Trilaminar,CA1 Recurrent O LM,i,i,0.004388
2028,2000,CA3 Axo Axonic,CA3 Pyramidal,i,e,0.000675219
2028,2004,CA3 Axo Axonic,CA3c Pyramidal,i,e,0.000675219
2035,1002,CA3 Mossy Fiber Associated ORDEN,DG Mossy,i,e,0.005815
2035,1004,CA3 Mossy Fiber Associated ORDEN,DG Total Molecular Layer,i,i,0.002549
2035,1005,CA3 Mossy Fiber Associated ORDEN,DG MOLAX,i,i,0.003239
2035,1009,CA3 Mossy Fiber Associated ORDEN,DG HICAP,i,i,0.002004
2035,1010,CA3 Mossy Fiber Associated ORDEN,DG Axo Axonic,i,i,0.002124
2035,1013,CA3 Mossy Fiber Associated ORDEN,DG HIPP,i,i,0.003923
2035,1026,CA3 Mossy Fiber Associated ORDEN,DG HIPROM,i,i,0.003131
2035,1027,CA3 Mossy Fiber Associated ORDEN,DG AIPRIM,i,i,0.0033
2035,1035,CA3 Mossy Fiber Associated ORDEN,DG Basket,i,i,0.001873
2035,1041,CA3 Mossy Fiber Associated ORDEN,DG Hilar Ectopic Granule,i,e,0.004259
2035,2000,CA3 Mossy Fiber Associated ORDEN,CA3 Pyramidal,i,e,0.0142
2035,2004,CA3 Mossy Fiber Associated ORDEN,CA3c Pyramidal,i,e,0.01929
2035,2005,CA3 Mossy Fiber Associated ORDEN,CA3 LMR Targeting,i,i,0.005734
2035,2013,CA3 Mossy Fiber Associated ORDEN,CA3 Lucidum ORAX,i,i,0.008351
2035,2019,CA3 Mossy Fiber Associated ORDEN,CA3 Spiny Lucidum,i,i,0.01949
2035,2028,CA3 Mossy Fiber Associated ORDEN,CA3 Axo Axonic,i,i,0.01865
2035,2035,CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated ORDEN,i,i,0.01663
2035,2036,CA3 Mossy Fiber Associated ORDEN,CA3 Mossy Fiber Associated,i,i,0.01429
2035,2043,CA3 Mossy Fiber Associated ORDEN,CA3 Basket,i,i,0.01835
2035,2044,CA3 Mossy Fiber Associated ORDEN,CA3 Basket CCK+,i,i,0.01006
2035,3007,CA3 Mossy Fiber Associated ORDEN,CA2 Wide Arbor Basket,i,i,0.004635821
2036,1002,CA3 Mossy Fiber Associated,DG Mossy,i,e,0.014794023
2036,1004,CA3 Mossy Fiber Associated,DG Total Molecular Layer,i,i,0.00927913
2036,1005,CA3 Mossy Fiber Associated,DG MOLAX,i,i,0.009771103
2036,1009,CA3 Mossy Fiber Associated,DG HICAP,i,i,0.00781596
2036,1010,CA3 Mossy Fiber Associated,DG Axo Axonic,i,i,0.008718737
2036,1013,CA3 Mossy Fiber Associated,DG HIPP,i,i,0.011919293
2036,1026,CA3 Mossy Fiber Associated,DG HIPROM,i,i,0.010928531
2036,1027,CA3 Mossy Fiber Associated,DG AIPRIM,i,i,0.010952332
2036,1035,CA3 Mossy Fiber Associated,DG Basket,i,i,0.007986249
2036,1041,CA3 Mossy Fiber Associated,DG Hilar Ectopic Granule,i,e,0.011788891
2036,2000,CA3 Mossy Fiber Associated,CA3 Pyramidal,i,e,0.006022
2036,2001,CA3 Mossy Fiber Associated,CA3 Granule,i,e,0.0005026
2036,2004,CA3 Mossy Fiber Associated,CA3c Pyramidal,i,e,0.007058
2036,2005,CA3 Mossy Fiber Associated,CA3 LMR Targeting,i,i,0.00279
2036,2013,CA3 Mossy Fiber Associated,CA3 Lucidum ORAX,i,i,0.005106
2036,2019,CA3 Mossy Fiber Associated,CA3 Spiny Lucidum,i,i,0.005581
2036,2028,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,0.006883
2036,2035,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated ORDEN,i,i,0.008102
2036,2036,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated,i,i,0.005913
2036,2043,CA3 Mossy Fiber Associated,CA3 Basket,i,i,0.007281
2036,2044,CA3 Mossy Fiber Associated,CA3 Basket CCK+,i,i,0.0048
2036,3007,CA3 Mossy Fiber Associated,CA2 Wide Arbor Basket,i,i,0.002020591
2043,2000,CA3 Basket,CA3 Pyramidal,i,e,0.266756368
2043,2004,CA3 Basket,CA3c Pyramidal,i,e,0.266756368
2043,2028,CA3 Basket,CA3 Axo Axonic,i,i,0.266756368
2043,2035,CA3 Basket,CA3 Mossy Fiber Associated ORDEN,i,i,0.266756368
2043,2043,CA3 Basket,CA3 Basket,i,i,0.266756368
2043,2044,CA3 Basket,CA3 Basket CCK+,i,i,0.266756368
2044,2000,CA3 Basket CCK+,CA3 Pyramidal,i,e,0.469759913
2044,2004,CA3 Basket CCK+,CA3c Pyramidal,i,e,0.469759913
2044,2028,CA3 Basket CCK+,CA3 Axo Axonic,i,i,0.469759913
2044,2035,CA3 Basket CCK+,CA3 Mossy Fiber Associated ORDEN,i,i,0.469759913
2044,2043,CA3 Basket CCK+,CA3 Basket,i,i,0.469759913
2044,2044,CA3 Basket CCK+,CA3 Basket CCK+,i,i,0.469759913
2047,2000,CA3 Horizontal Axo Axonic,CA3 Pyramidal,i,e,0.000675219
2047,2004,CA3 Horizontal Axo Axonic,CA3c Pyramidal,i,e,0.000675219
3000,1002,CA2 Pyramidal,DG Mossy,e,e,0.050003974
3000,1004,CA2 Pyramidal,DG Total Molecular Layer,e,i,0.021275546
3000,1005,CA2 Pyramidal,DG MOLAX,e,i,0.0180719
3000,1009,CA2 Pyramidal,DG HICAP,e,i,0.01417371
3000,1010,CA2 Pyramidal,DG Axo Axonic,e,i,0.020193866
3000,1013,CA2 Pyramidal,DG HIPP,e,i,0.037565417
3000,1026,CA2 Pyramidal,DG HIPROM,e,i,0.036920147
3000,1027,CA2 Pyramidal,DG AIPRIM,e,i,0.033021052
3000,1035,CA2 Pyramidal,DG Basket,e,i,0.016146385
3000,1041,CA2 Pyramidal,DG Hilar Ectopic Granule,e,e,0.025824817
3000,2000,CA2 Pyramidal,CA3 Pyramidal,e,e,0.023394897
3000,2001,CA2 Pyramidal,CA3 Granule,e,e,0.00178941
3000,2004,CA2 Pyramidal,CA3c Pyramidal,e,e,0.025768136
3000,2005,CA2 Pyramidal,CA3 LMR Targeting,e,i,0.001680746
3000,2009,CA2 Pyramidal,CA3 O LM,e,i,0.007915616
3000,2013,CA2 Pyramidal,CA3 Lucidum ORAX,e,i,0.007566268
3000,2019,CA2 Pyramidal,CA3 Spiny Lucidum,e,i,0.001847993
3000,2020,CA2 Pyramidal,CA3 Trilaminar,e,i,0.011094678
3000,2028,CA2 Pyramidal,CA3 Axo Axonic,e,i,0.02559065
3000,2035,CA2 Pyramidal,CA3 Mossy Fiber Associated ORDEN,e,i,0.023016325
3000,2036,CA2 Pyramidal,CA3 Mossy Fiber Associated,e,i,0.013042297
3000,2043,CA2 Pyramidal,CA3 Basket,e,i,0.036278252
3000,2044,CA2 Pyramidal,CA3 Basket CCK+,e,i,0.01663079
3000,2047,CA2 Pyramidal,CA3 Horizontal Axo Axonic,e,i,0.004941775
3000,3000,CA2 Pyramidal,CA2 Pyramidal,e,e,0.03091
3000,3003,CA2 Pyramidal,CA2 Bistratified,e,i,0.04682
3000,3006,CA2 Pyramidal,CA2 Basket,e,i,0.03159
3000,3007,CA2 Pyramidal,CA2 Wide Arbor Basket,e,i,0.02873
3000,3008,CA2 Pyramidal,CA2 SP SR,e,i,0.03412
3000,4000,CA2 Pyramidal,CA1 Pyramidal,e,e,0.049791664
3000,4003,CA2 Pyramidal,CA1 Quadrilaminar,e,i,0.022741098
3000,4005,CA2 Pyramidal,CA1 LMR,e,i,0.016321744
3000,4006,CA2 Pyramidal,CA1 Perforant Path Associated,e,i,0.039711766
3000,4013,CA2 Pyramidal,CA1 Radial Trilaminar,e,i,0.012744181
3000,4015,CA2 Pyramidal,CA1 Schaffer Collateral Associated,e,i,0.045642945
3000,4023,CA2 Pyramidal,CA1 Back Projection,e,i,0.015259824
3000,4028,CA2 Pyramidal,CA1 Radiatum,e,i,0.037522996
3000,4033,CA2 Pyramidal,CA1 SO SO,e,i,0.034913077
3000,4035,CA2 Pyramidal,CA1 Trilaminar,e,i,0.045728538
3000,4036,CA2 Pyramidal,CA1 Axo Axonic,e,i,0.032167506
3000,4038,CA2 Pyramidal,CA1 Horizontal Axo Axonic,e,i,0.007590458
3000,4039,CA2 Pyramidal,CA1 Horizontal Basket,e,i,0.022730213
3000,4054,CA2 Pyramidal,CA1 Radiatum Giant,e,e,0.036548776
3000,4055,CA2 Pyramidal,CA1 Oriens Alveus,e,i,0.022556684
3000,4061,CA2 Pyramidal,CA1 R Receiving Apical Targeting,e,i,0.093681209
3000,4066,CA2 Pyramidal,CA1 OR LM,e,i,0.078292342
3000,4069,CA2 Pyramidal,CA1 O LM,e,i,0.030967139
3000,4076,CA2 Pyramidal,CA1 Perforant Path Associated QuadD,e,i,0.066683801
3000,4078,CA2 Pyramidal,CA1 Basket,e,i,0.042843796
3000,4079,CA2 Pyramidal,CA1 Basket CCK+,e,i,0.02721633
3000,4080,CA2 Pyramidal,CA1 Bistratified,e,i,0.020992766
3000,4081,CA2 Pyramidal,CA1 Ivy,e,i,0.017032031
3000,4083,CA2 Pyramidal,CA1 Oriens Bistratified,e,i,0.00792602
3000,4087,CA2 Pyramidal,CA1 O LMR,e,i,0.02152309
3000,4089,CA2 Pyramidal,CA1 Recurrent O LM,e,i,0.05363277
3003,3000,CA2 Bistratified,CA2 Pyramidal,i,e,0.08168
3003,3003,CA2 Bistratified,CA2 Bistratified,i,i,0.09951
3003,3006,CA2 Bistratified,CA2 Basket,i,i,0.08287
3003,3007,CA2 Bistratified,CA2 Wide Arbor Basket,i,i,0.08005
3003,3008,CA2 Bistratified,CA2 SP SR,i,i,0.08408
3003,4000,CA2 Bistratified,CA1 Pyramidal,i,e,0.0010802
3003,4003,CA2 Bistratified,CA1 Quadrilaminar,i,i,0.001638634
3003,4005,CA2 Bistratified,CA1 LMR,i,i,0.00015476
3003,4006,CA2 Bistratified,CA1 Perforant Path Associated,i,i,0.000373792
3003,4013,CA2 Bistratified,CA1 Radial Trilaminar,i,i,0.001050514
3003,4015,CA2 Bistratified,CA1 Schaffer Collateral Associated,i,i,0.000575981
3003,4023,CA2 Bistratified,CA1 Back Projection,i,i,0.000697914
3003,4028,CA2 Bistratified,CA1 Radiatum,i,i,0.00046391
3003,4033,CA2 Bistratified,CA1 SO SO,i,i,0.001974919
3003,4035,CA2 Bistratified,CA1 Trilaminar,i,i,0.00150919
3003,4036,CA2 Bistratified,CA1 Axo Axonic,i,i,0.000865482
3003,4038,CA2 Bistratified,CA1 Horizontal Axo Axonic,i,i,0.000303075
3003,4039,CA2 Bistratified,CA1 Horizontal Basket,i,i,0.003121086
3003,4054,CA2 Bistratified,CA1 Radiatum Giant,i,e,0.000536764
3003,4055,CA2 Bistratified,CA1 Oriens Alveus,i,i,0.00085988
3003,4061,CA2 Bistratified,CA1 R Receiving Apical Targeting,i,i,0.000733461
3003,4066,CA2 Bistratified,CA1 OR LM,i,i,0.002101876
3003,4069,CA2 Bistratified,CA1 O LM,i,i,0.000628292
3003,4076,CA2 Bistratified,CA1 Perforant Path Associated QuadD,i,i,0.002644194
3003,4078,CA2 Bistratified,CA1 Basket,i,i,0.001596831
3003,4079,CA2 Bistratified,CA1 Basket CCK+,i,i,0.001505266
3003,4080,CA2 Bistratified,CA1 Bistratified,i,i,0.001290213
3003,4081,CA2 Bistratified,CA1 Ivy,i,i,0.000515625
3003,4083,CA2 Bistratified,CA1 Oriens Bistratified,i,i,0.000430577
3003,4087,CA2 Bistratified,CA1 O LMR,i,i,0.000373386
3003,4089,CA2 Bistratified,CA1 Recurrent O LM,i,i,0.002759538
3006,3000,CA2 Basket,CA2 Pyramidal,i,e,0.494289744
3006,3003,CA2 Basket,CA2 Bistratified,i,i,0.494289744
3006,3006,CA2 Basket,CA2 Basket,i,i,0.494289744
3006,3007,CA2 Basket,CA2 Wide Arbor Basket,i,i,0.494289744
3006,3008,CA2 Basket,CA2 SP SR,i,i,0.494289744
3007,2000,CA2 Wide Arbor Basket,CA3 Pyramidal,i,e,0.354240983
3007,2004,CA2 Wide Arbor Basket,CA3c Pyramidal,i,e,0.354240983
3007,2028,CA2 Wide Arbor Basket,CA3 Axo Axonic,i,i,0.354240983
3007,2035,CA2 Wide Arbor Basket,CA3 Mossy Fiber Associated ORDEN,i,i,0.354240983
3007,2043,CA2 Wide Arbor Basket,CA3 Basket,i,i,0.354240983
3007,2044,CA2 Wide Arbor Basket,CA3 Basket CCK+,i,i,0.354240983
3007,3000,CA2 Wide Arbor Basket,CA2 Pyramidal,i,e,0.354240983
3007,3003,CA2 Wide Arbor Basket,CA2 Bistratified,i,i,0.354240983
3007,3006,CA2 Wide Arbor Basket,CA2 Basket,i,i,0.354240983
3007,3007,CA2 Wide Arbor Basket,CA2 Wide Arbor Basket,i,i,0.354240983
3007,3008,CA2 Wide Arbor Basket,CA2 SP SR,i,i,0.354240983
3007,4000,CA2 Wide Arbor Basket,CA1 Pyramidal,i,e,0.354240983
3007,4013,CA2 Wide Arbor Basket,CA1 Radial Trilaminar,i,i,0.354240983
3007,4036,CA2 Wide Arbor Basket,CA1 Axo Axonic,i,i,0.354240983
3007,4039,CA2 Wide Arbor Basket,CA1 Horizontal Basket,i,i,0.354240983
3007,4054,CA2 Wide Arbor Basket,CA1 Radiatum Giant,i,e,0.354240983
3007,4066,CA2 Wide Arbor Basket,CA1 OR LM,i,i,0.354240983
3007,4078,CA2 Wide Arbor Basket,CA1 Basket,i,i,0.354240983
3007,4079,CA2 Wide Arbor Basket,CA1 Basket CCK+,i,i,0.354240983
3007,4080,CA2 Wide Arbor Basket,CA1 Bistratified,i,i,0.354240983
3007,4081,CA2 Wide Arbor Basket,CA1 Ivy,i,i,0.354240983
3008,3000,CA2 SP SR,CA2 Pyramidal,i,e,0.02125
3008,3003,CA2 SP SR,CA2 Bistratified,i,i,0.02567
3008,3006,CA2 SP SR,CA2 Basket,i,i,0.01854
3008,3007,CA2 SP SR,CA2 Wide Arbor Basket,i,i,0.01417
3008,3008,CA2 SP SR,CA2 SP SR,i,i,0.02415
4000,4000,CA1 Pyramidal,CA1 Pyramidal,e,e,0.001272
4000,4003,CA1 Pyramidal,CA1 Quadrilaminar,e,i,0.001092
4000,4013,CA1 Pyramidal,CA1 Radial Trilaminar,e,i,0.0008641
4000,4023,CA1 Pyramidal,CA1 Back Projection,e,i,0.001233
4000,4033,CA1 Pyramidal,CA1 SO SO,e,i,0.002488
4000,4035,CA1 Pyramidal,CA1 Trilaminar,e,i,0.002177
4000,4036,CA1 Pyramidal,CA1 Axo Axonic,e,i,0.001086
4000,4038,CA1 Pyramidal,CA1 Horizontal Axo Axonic,e,i,0.0007567
4000,4039,CA1 Pyramidal,CA1 Horizontal Basket,e,i,0.003292
4000,4055,CA1 Pyramidal,CA1 Oriens Alveus,e,i,0.0009074
4000,4066,CA1 Pyramidal,CA1 OR LM,e,i,0.001244
4000,4069,CA1 Pyramidal,CA1 O LM,e,i,0.00135
4000,4076,CA1 Pyramidal,CA1 Perforant Path Associated QuadD,e,i,0.0008763
4000,4078,CA1 Pyramidal,CA1 Basket,e,i,0.001204
4000,4079,CA1 Pyramidal,CA1 Basket CCK+,e,i,0.001058
4000,4080,CA1 Pyramidal,CA1 Bistratified,e,i,0.001077
4000,4081,CA1 Pyramidal,CA1 Ivy,e,i,0.0009333
4000,4083,CA1 Pyramidal,CA1 Oriens Bistratified,e,i,0.0008324
4000,4087,CA1 Pyramidal,CA1 O LMR,e,i,0.001082
4000,4089,CA1 Pyramidal,CA1 Recurrent O LM,e,i,0.003321
4000,5005,CA1 Pyramidal,SUB CA1 Projecting Pyramidal,e,e,0.004015329
4000,6002,CA1 Pyramidal,MEC LV Pyramidal,e,e,0.003002537
4000,6021,CA1 Pyramidal,EC LV Deep Pyramidal,e,e,0.005719753
4000,6023,CA1 Pyramidal,MEC LV Superficial Pyramidal,e,e,0.001062148
4000,6025,CA1 Pyramidal,LEC LIII Multipolar Principal,e,e,0.001157523
4000,6033,CA1 Pyramidal,MEC LV Multipolar Pyramidal,e,e,0.003106003
4000,6052,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,0.00402152
4000,6078,CA1 Pyramidal,LEC LVI Multipolar Pyramidal,e,e,0.004750295
4000,6086,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,0.004889829
4000,6095,CA1 Pyramidal,EC LIII V Bipolar Pyramidal,e,e,0.004909081
4003,3007,CA1 Quadrilaminar,CA2 Wide Arbor Basket,i,i,0.0001865
4003,4000,CA1 Quadrilaminar,CA1 Pyramidal,i,e,0.005071
4003,4003,CA1 Quadrilaminar,CA1 Quadrilaminar,i,i,0.006394
4003,4005,CA1 Quadrilaminar,CA1 LMR,i,i,0.002691
4003,4006,CA1 Quadrilaminar,CA1 Perforant Path Associated,i,i,0.003655
4003,4011,CA1 Quadrilaminar,CA1 Neurogliaform Projecting,i,i,0.0008217
4003,4012,CA1 Quadrilaminar,CA1 Neurogliaform,i,i,0.001065
4003,4013,CA1 Quadrilaminar,CA1 Radial Trilaminar,i,i,0.005184
4003,4015,CA1 Quadrilaminar,CA1 Schaffer Collateral Associated,i,i,0.003912
4003,4023,CA1 Quadrilaminar,CA1 Back Projection,i,i,0.001447
4003,4028,CA1 Quadrilaminar,CA1 Radiatum,i,i,0.002498
4003,4033,CA1 Quadrilaminar,CA1 SO SO,i,i,0.001817
4003,4035,CA1 Quadrilaminar,CA1 Trilaminar,i,i,0.001616
4003,4036,CA1 Quadrilaminar,CA1 Axo Axonic,i,i,0.004939
4003,4038,CA1 Quadrilaminar,CA1 Horizontal Axo Axonic,i,i,0.000448
4003,4039,CA1 Quadrilaminar,CA1 Horizontal Basket,i,i,0.002121
4003,4055,CA1 Quadrilaminar,CA1 Oriens Alveus,i,i,0.00458
4003,4061,CA1 Quadrilaminar,CA1 R Receiving Apical Targeting,i,i,0.002902
4003,4066,CA1 Quadrilaminar,CA1 OR LM,i,i,0.004857
4003,4069,CA1 Quadrilaminar,CA1 O LM,i,i,0.0009012
4003,4076,CA1 Quadrilaminar,CA1 Perforant Path Associated QuadD,i,i,0.008521
4003,4078,CA1 Quadrilaminar,CA1 Basket,i,i,0.004879
4003,4079,CA1 Quadrilaminar,CA1 Basket CCK+,i,i,0.005518
4003,4080,CA1 Quadrilaminar,CA1 Bistratified,i,i,0.004281
4003,4081,CA1 Quadrilaminar,CA1 Ivy,i,i,0.003458
4003,4083,CA1 Quadrilaminar,CA1 Oriens Bistratified,i,i,0.0005087
4003,4087,CA1 Quadrilaminar,CA1 O LMR,i,i,0.0006705
4003,4089,CA1 Quadrilaminar,CA1 Recurrent O LM,i,i,0.002525
4005,4000,CA1 LMR,CA1 Pyramidal,i,e,0.0041
4005,4003,CA1 LMR,CA1 Quadrilaminar,i,i,0.005008
4005,4005,CA1 LMR,CA1 LMR,i,i,0.003321
4005,4006,CA1 LMR,CA1 Perforant Path Associated,i,i,0.004277
4005,4011,CA1 LMR,CA1 Neurogliaform Projecting,i,i,0.001089
4005,4012,CA1 LMR,CA1 Neurogliaform,i,i,0.001337
4005,4013,CA1 LMR,CA1 Radial Trilaminar,i,i,0.003952
4005,4015,CA1 LMR,CA1 Schaffer Collateral Associated,i,i,0.00455
4005,4028,CA1 LMR,CA1 Radiatum,i,i,0.002979
4005,4036,CA1 LMR,CA1 Axo Axonic,i,i,0.003987
4005,4054,CA1 LMR,CA1 Radiatum Giant,i,e,0.004596
4005,4055,CA1 LMR,CA1 Oriens Alveus,i,i,0.003683
4005,4061,CA1 LMR,CA1 R Receiving Apical Targeting,i,i,0.00325
4005,4066,CA1 LMR,CA1 OR LM,i,i,0.004052
4005,4076,CA1 LMR,CA1 Perforant Path Associated QuadD,i,i,0.007442
4005,4078,CA1 LMR,CA1 Basket,i,i,0.003702
4005,4079,CA1 LMR,CA1 Basket CCK+,i,i,0.004117
4005,4080,CA1 LMR,CA1 Bistratified,i,i,0.002671
4005,4081,CA1 LMR,CA1 Ivy,i,i,0.001822
4006,1000,CA1 Perforant Path Associated,DG Granule,i,e,0.003122756
4006,1001,CA1 Perforant Path Associated,DG Semilunar Granule,i,e,0.003651856
4006,1004,CA1 Perforant Path Associated,DG Total Molecular Layer,i,i,0.001276334
4006,1005,CA1 Perforant Path Associated,DG MOLAX,i,i,0.001907043
4006,1007,CA1 Perforant Path Associated,DG Neurogliaform,i,i,0.001893816
4006,1008,CA1 Perforant Path Associated,DG MOPP,i,i,0.002866188
4006,1009,CA1 Perforant Path Associated,DG HICAP,i,i,0.002169758
4006,1010,CA1 Perforant Path Associated,DG Axo Axonic,i,i,0.004406499
4006,1027,CA1 Perforant Path Associated,DG AIPRIM,i,i,0.001886205
4006,1035,CA1 Perforant Path Associated,DG Basket,i,i,0.003348456
4006,1041,CA1 Perforant Path Associated,DG Hilar Ectopic Granule,i,e,0.003247965
4006,4000,CA1 Perforant Path Associated,CA1 Pyramidal,i,e,0.005514
4006,4003,CA1 Perforant Path Associated,CA1 Quadrilaminar,i,i,0.005286
4006,4005,CA1 Perforant Path Associated,CA1 LMR,i,i,0.004547
4006,4006,CA1 Perforant Path Associated,CA1 Perforant Path Associated,i,i,0.005401
4006,4011,CA1 Perforant Path Associated,CA1 Neurogliaform Projecting,i,i,0.005247
4006,4012,CA1 Perforant Path Associated,CA1 Neurogliaform,i,i,0.006543
4006,4013,CA1 Perforant Path Associated,CA1 Radial Trilaminar,i,i,0.003739
4006,4015,CA1 Perforant Path Associated,CA1 Schaffer Collateral Associated,i,i,0.003997
4006,4036,CA1 Perforant Path Associated,CA1 Axo Axonic,i,i,0.006097
4006,4054,CA1 Perforant Path Associated,CA1 Radiatum Giant,i,e,0.005257
4006,4055,CA1 Perforant Path Associated,CA1 Oriens Alveus,i,i,0.005026
4006,4076,CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,i,i,0.00579
4006,4078,CA1 Perforant Path Associated,CA1 Basket,i,i,0.004642
4006,4079,CA1 Perforant Path Associated,CA1 Basket CCK+,i,i,0.005797
4006,5005,CA1 Perforant Path Associated,SUB CA1 Projecting Pyramidal,i,e,1.0
4011,1000,CA1 Neurogliaform Projecting,DG Granule,i,e,0.001398
4011,1001,CA1 Neurogliaform Projecting,DG Semilunar Granule,i,e,0.001621
4011,1004,CA1 Neurogliaform Projecting,DG Total Molecular Layer,i,i,0.0007823
4011,1005,CA1 Neurogliaform Projecting,DG MOLAX,i,i,0.001491
4011,1007,CA1 Neurogliaform Projecting,DG Neurogliaform,i,i,0.0006739
4011,1008,CA1 Neurogliaform Projecting,DG MOPP,i,i,0.000782
4011,1009,CA1 Neurogliaform Projecting,DG HICAP,i,i,0.001007
4011,1010,CA1 Neurogliaform Projecting,DG Axo Axonic,i,i,0.001801
4011,1027,CA1 Neurogliaform Projecting,DG AIPRIM,i,i,0.0009567
4011,1035,CA1 Neurogliaform Projecting,DG Basket,i,i,0.001055
4011,1041,CA1 Neurogliaform Projecting,DG Hilar Ectopic Granule,i,e,0.001703
4011,4000,CA1 Neurogliaform Projecting,CA1 Pyramidal,i,e,0.00144
4011,4003,CA1 Neurogliaform Projecting,CA1 Quadrilaminar,i,i,0.001615
4011,4005,CA1 Neurogliaform Projecting,CA1 LMR,i,i,0.001156
4011,4006,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated,i,i,0.001592
4011,4011,CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting,i,i,0.001353
4011,4012,CA1 Neurogliaform Projecting,CA1 Neurogliaform,i,i,0.001549
4011,4013,CA1 Neurogliaform Projecting,CA1 Radial Trilaminar,i,i,0.001183
4011,4015,CA1 Neurogliaform Projecting,CA1 Schaffer Collateral Associated,i,i,0.001113
4011,4036,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,0.001593
4011,4054,CA1 Neurogliaform Projecting,CA1 Radiatum Giant,i,e,0.001508
4011,4055,CA1 Neurogliaform Projecting,CA1 Oriens Alveus,i,i,0.001285
4011,4076,CA1 Neurogliaform Projecting,CA1 Perforant Path Associated QuadD,i,i,0.001982
4011,4078,CA1 Neurogliaform Projecting,CA1 Basket,i,i,0.001123
4011,4079,CA1 Neurogliaform Projecting,CA1 Basket CCK+,i,i,0.001511
4012,4000,CA1 Neurogliaform,CA1 Pyramidal,i,e,0.001707
4012,4003,CA1 Neurogliaform,CA1 Quadrilaminar,i,i,0.001965
4012,4005,CA1 Neurogliaform,CA1 LMR,i,i,0.001433
4012,4006,CA1 Neurogliaform,CA1 Perforant Path Associated,i,i,0.001917
4012,4011,CA1 Neurogliaform,CA1 Neurogliaform Projecting,i,i,0.001623
4012,4012,CA1 Neurogliaform,CA1 Neurogliaform,i,i,0.001751
4012,4013,CA1 Neurogliaform,CA1 Radial Trilaminar,i,i,0.001578
4012,4015,CA1 Neurogliaform,CA1 Schaffer Collateral Associated,i,i,0.001432
