pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,c_ij
4012,4036,CA1 Neurogliaform,CA1 Axo Axonic,i,i,0.001839
4012,4054,CA1 Neurogliaform,CA1 Radiatum Giant,i,e,0.001823
4012,4055,CA1 Neurogliaform,CA1 Oriens Alveus,i,i,0.001556
4012,4076,CA1 Neurogliaform,CA1 Perforant Path Associated QuadD,i,i,0.0024
4012,4078,CA1 Neurogliaform,CA1 Basket,i,i,0.001382
4012,4079,CA1 Neurogliaform,CA1 Basket CCK+,i,i,0.001768
4013,3007,CA1 Radial Trilaminar,CA2 Wide Arbor Basket,i,i,0.0005345
4013,4000,CA1 Radial Trilaminar,CA1 Pyramidal,i,e,0.005497
4013,4003,CA1 Radial Trilaminar,CA1 Quadrilaminar,i,i,0.00577
4013,4005,CA1 Radial Trilaminar,CA1 LMR,i,i,0.0009282
4013,4006,CA1 Radial Trilaminar,CA1 Perforant Path Associated,i,i,0.001539
4013,4013,CA1 Radial Trilaminar,CA1 Radial Trilaminar,i,i,0.004653
4013,4015,CA1 Radial Trilaminar,CA1 Schaffer Collateral Associated,i,i,0.001929
4013,4023,CA1 Radial Trilaminar,CA1 Back Projection,i,i,0.003264
4013,4028,CA1 Radial Trilaminar,CA1 Radiatum,i,i,0.00167
4013,4033,CA1 Radial Trilaminar,CA1 SO SO,i,i,0.003265
4013,4035,CA1 Radial Trilaminar,CA1 Trilaminar,i,i,0.003079
4013,4036,CA1 Radial Trilaminar,CA1 Axo Axonic,i,i,0.005114
4013,4038,CA1 Radial Trilaminar,CA1 Horizontal Axo Axonic,i,i,0.001171
4013,4039,CA1 Radial Trilaminar,CA1 Horizontal Basket,i,i,0.003904
4013,4054,CA1 Radial Trilaminar,CA1 Radiatum Giant,i,e,0.001898
4013,4055,CA1 Radial Trilaminar,CA1 Oriens Alveus,i,i,0.004676
4013,4061,CA1 Radial Trilaminar,CA1 R Receiving Apical Targeting,i,i,0.002263
4013,4066,CA1 Radial Trilaminar,CA1 OR LM,i,i,0.005606
4013,4069,CA1 Radial Trilaminar,CA1 O LM,i,i,0.002216
4013,4076,CA1 Radial Trilaminar,CA1 Perforant Path Associated QuadD,i,i,0.007584
4013,4078,CA1 Radial Trilaminar,CA1 Basket,i,i,0.005443
4013,4079,CA1 Radial Trilaminar,CA1 Basket CCK+,i,i,0.005598
4013,4080,CA1 Radial Trilaminar,CA1 Bistratified,i,i,0.005451
4013,4081,CA1 Radial Trilaminar,CA1 Ivy,i,i,0.004935
4013,4083,CA1 Radial Trilaminar,CA1 Oriens Bistratified,i,i,0.001239
4013,4087,CA1 Radial Trilaminar,CA1 O LMR,i,i,0.001858
4013,4089,CA1 Radial Trilaminar,CA1 Recurrent O LM,i,i,0.004208
4015,3007,CA1 Schaffer Collateral Associated,CA2 Wide Arbor Basket,i,i,0.001093
4015,4000,CA1 Schaffer Collateral Associated,CA1 Pyramidal,i,e,0.005932
4015,4003,CA1 Schaffer Collateral Associated,CA1 Quadrilaminar,i,i,0.006542
4015,4005,CA1 Schaffer Collateral Associated,CA1 LMR,i,i,0.001634
4015,4006,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated,i,i,0.002255
4015,4013,CA1 Schaffer Collateral Associated,CA1 Radial Trilaminar,i,i,0.005543
4015,4015,CA1 Schaffer Collateral Associated,CA1 Schaffer Collateral Associated,i,i,0.002864
4015,4023,CA1 Schaffer Collateral Associated,CA1 Back Projection,i,i,0.00292
4015,4028,CA1 Schaffer Collateral Associated,CA1 Radiatum,i,i,0.002547
4015,4033,CA1 Schaffer Collateral Associated,CA1 SO SO,i,i,0.001994
4015,4035,CA1 Schaffer Collateral Associated,CA1 Trilaminar,i,i,0.001841
4015,4036,CA1 Schaffer Collateral Associated,CA1 Axo Axonic,i,i,0.005837
4015,4038,CA1 Schaffer Collateral Associated,CA1 Horizontal Axo Axonic,i,i,0.0005544
4015,4039,CA1 Schaffer Collateral Associated,CA1 Horizontal Basket,i,i,0.002243
4015,4054,CA1 Schaffer Collateral Associated,CA1 Radiatum Giant,i,e,0.002658
4015,4055,CA1 Schaffer Collateral Associated,CA1 Oriens Alveus,i,i,0.005286
4015,4061,CA1 Schaffer Collateral Associated,CA1 R Receiving Apical Targeting,i,i,0.002906
4015,4066,CA1 Schaffer Collateral Associated,CA1 OR LM,i,i,0.005093
4015,4069,CA1 Schaffer Collateral Associated,CA1 O LM,i,i,0.001133
4015,4076,CA1 Schaffer Collateral Associated,CA1 Perforant Path Associated QuadD,i,i,0.008426
4015,4078,CA1 Schaffer Collateral Associated,CA1 Basket,i,i,0.005953
4015,4079,CA1 Schaffer Collateral Associated,CA1 Basket CCK+,i,i,0.006306
4015,4080,CA1 Schaffer Collateral Associated,CA1 Bistratified,i,i,0.006199
4015,4081,CA1 Schaffer Collateral Associated,CA1 Ivy,i,i,0.005588
4015,4083,CA1 Schaffer Collateral Associated,CA1 Oriens Bistratified,i,i,0.0006059
4015,4087,CA1 Schaffer Collateral Associated,CA1 O LMR,i,i,0.0008841
4015,4089,CA1 Schaffer Collateral Associated,CA1 Recurrent O LM,i,i,0.002734
4023,1002,CA1 Back Projection,DG Mossy,i,e,0.0102
4023,1004,CA1 Back Projection,DG Total Molecular Layer,i,i,0.006068
4023,1005,CA1 Back Projection,DG MOLAX,i,i,0.006852
4023,1009,CA1 Back Projection,DG HICAP,i,i,0.005198
4023,1010,CA1 Back Projection,DG Axo Axonic,i,i,0.005572
4023,1013,CA1 Back Projection,DG HIPP,i,i,0.007874
4023,1026,CA1 Back Projection,DG HIPROM,i,i,0.006961
4023,1027,CA1 Back Projection,DG AIPRIM,i,i,0.007113
4023,1035,CA1 Back Projection,DG Basket,i,i,0.005156
4023,1041,CA1 Back Projection,DG Hilar Ectopic Granule,i,e,0.008282
4023,2000,CA1 Back Projection,CA3 Pyramidal,i,e,0.0281
4023,2001,CA1 Back Projection,CA3 Granule,i,e,0.007036
4023,2004,CA1 Back Projection,CA3c Pyramidal,i,e,0.01935
4023,2005,CA1 Back Projection,CA3 LMR Targeting,i,i,0.01532
4023,2009,CA1 Back Projection,CA3 O LM,i,i,0.01038
4023,2013,CA1 Back Projection,CA3 Lucidum ORAX,i,i,0.008566
4023,2019,CA1 Back Projection,CA3 Spiny Lucidum,i,i,0.00355
4023,2020,CA1 Back Projection,CA3 Trilaminar,i,i,0.0117
4023,2028,CA1 Back Projection,CA3 Axo Axonic,i,i,0.0252
4023,2035,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,i,i,0.01594
4023,2036,CA1 Back Projection,CA3 Mossy Fiber Associated,i,i,0.006961
4023,2043,CA1 Back Projection,CA3 Basket,i,i,0.02481
4023,2044,CA1 Back Projection,CA3 Basket CCK+,i,i,0.01325
4023,2047,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,0.007099
4023,3007,CA1 Back Projection,CA2 Wide Arbor Basket,i,i,0.002198
4023,4000,CA1 Back Projection,CA1 Pyramidal,i,e,0.01233
4023,4003,CA1 Back Projection,CA1 Quadrilaminar,i,i,0.01331
4023,4005,CA1 Back Projection,CA1 LMR,i,i,0.003993
4023,4006,CA1 Back Projection,CA1 Perforant Path Associated,i,i,0.005149
4023,4011,CA1 Back Projection,CA1 Neurogliaform Projecting,i,i,0.002156
4023,4012,CA1 Back Projection,CA1 Neurogliaform,i,i,0.002993
4023,4013,CA1 Back Projection,CA1 Radial Trilaminar,i,i,0.0115
4023,4015,CA1 Back Projection,CA1 Schaffer Collateral Associated,i,i,0.004986
4023,4023,CA1 Back Projection,CA1 Back Projection,i,i,0.006071
4023,4028,CA1 Back Projection,CA1 Radiatum,i,i,0.002175
4023,4033,CA1 Back Projection,CA1 SO SO,i,i,0.004362
4023,4035,CA1 Back Projection,CA1 Trilaminar,i,i,0.003869
4023,4036,CA1 Back Projection,CA1 Axo Axonic,i,i,0.01241
4023,4038,CA1 Back Projection,CA1 Horizontal Axo Axonic,i,i,0.001947
4023,4039,CA1 Back Projection,CA1 Horizontal Basket,i,i,0.006586
4023,4054,CA1 Back Projection,CA1 Radiatum Giant,i,e,0.00545
4023,4055,CA1 Back Projection,CA1 Oriens Alveus,i,i,0.01152
4023,4061,CA1 Back Projection,CA1 R Receiving Apical Targeting,i,i,0.002684
4023,4066,CA1 Back Projection,CA1 OR LM,i,i,0.006661
4023,4069,CA1 Back Projection,CA1 O LM,i,i,0.002871
4023,4076,CA1 Back Projection,CA1 Perforant Path Associated QuadD,i,i,0.01548
4023,4078,CA1 Back Projection,CA1 Basket,i,i,0.01202
4023,4079,CA1 Back Projection,CA1 Basket CCK+,i,i,0.01294
4023,4080,CA1 Back Projection,CA1 Bistratified,i,i,0.009164
4023,4081,CA1 Back Projection,CA1 Ivy,i,i,0.008556
4023,4083,CA1 Back Projection,CA1 Oriens Bistratified,i,i,0.002063
4023,4087,CA1 Back Projection,CA1 O LMR,i,i,0.002525
4023,4089,CA1 Back Projection,CA1 Recurrent O LM,i,i,0.005353
4028,4000,CA1 Radiatum,CA1 Pyramidal,i,e,0.003481
4028,4003,CA1 Radiatum,CA1 Quadrilaminar,i,i,0.003852
4028,4005,CA1 Radiatum,CA1 LMR,i,i,0.002642
4028,4006,CA1 Radiatum,CA1 Perforant Path Associated,i,i,0.003378
4028,4013,CA1 Radiatum,CA1 Radial Trilaminar,i,i,0.002896
4028,4015,CA1 Radiatum,CA1 Schaffer Collateral Associated,i,i,0.004054
4028,4028,CA1 Radiatum,CA1 Radiatum,i,i,0.003704
4028,4036,CA1 Radiatum,CA1 Axo Axonic,i,i,0.003115
4028,4054,CA1 Radiatum,CA1 Radiatum Giant,i,e,0.003818
4028,4055,CA1 Radiatum,CA1 Oriens Alveus,i,i,0.003047
4028,4061,CA1 Radiatum,CA1 R Receiving Apical Targeting,i,i,0.004074
4028,4066,CA1 Radiatum,CA1 OR LM,i,i,0.004871
4028,4076,CA1 Radiatum,CA1 Perforant Path Associated QuadD,i,i,0.006165
4028,4078,CA1 Radiatum,CA1 Basket,i,i,0.0034
4028,4079,CA1 Radiatum,CA1 Basket CCK+,i,i,0.003265
4028,4080,CA1 Radiatum,CA1 Bistratified,i,i,0.003318
4028,4081,CA1 Radiatum,CA1 Ivy,i,i,0.002332
4033,4000,CA1 SO SO,CA1 Pyramidal,i,e,0.003999
4033,4003,CA1 SO SO,CA1 Quadrilaminar,i,i,0.00347
4033,4013,CA1 SO SO,CA1 Radial Trilaminar,i,i,0.002987
4033,4023,CA1 SO SO,CA1 Back Projection,i,i,0.003819
4033,4033,CA1 SO SO,CA1 SO SO,i,i,0.005652
4033,4035,CA1 SO SO,CA1 Trilaminar,i,i,0.005171
4033,4036,CA1 SO SO,CA1 Axo Axonic,i,i,0.003664
4033,4038,CA1 SO SO,CA1 Horizontal Axo Axonic,i,i,0.002853
4033,4039,CA1 SO SO,CA1 Horizontal Basket,i,i,0.008122
4033,4055,CA1 SO SO,CA1 Oriens Alveus,i,i,0.003158
4033,4066,CA1 SO SO,CA1 OR LM,i,i,0.003863
4033,4069,CA1 SO SO,CA1 O LM,i,i,0.004115
4033,4076,CA1 SO SO,CA1 Perforant Path Associated QuadD,i,i,0.003049
4033,4078,CA1 SO SO,CA1 Basket,i,i,0.003763
4033,4079,CA1 SO SO,CA1 Basket CCK+,i,i,0.00351
4033,4080,CA1 SO SO,CA1 Bistratified,i,i,0.00347
4033,4081,CA1 SO SO,CA1 Ivy,i,i,0.003351
4033,4083,CA1 SO SO,CA1 Oriens Bistratified,i,i,0.002982
4033,4087,CA1 SO SO,CA1 O LMR,i,i,0.003705
4033,4089,CA1 SO SO,CA1 Recurrent O LM,i,i,0.00671
4035,3007,CA1 Trilaminar,CA2 Wide Arbor Basket,i,i,0.003931
4035,4000,CA1 Trilaminar,CA1 Pyramidal,i,e,0.01302
4035,4003,CA1 Trilaminar,CA1 Quadrilaminar,i,i,0.01382
4035,4005,CA1 Trilaminar,CA1 LMR,i,i,0.002234
4035,4006,CA1 Trilaminar,CA1 Perforant Path Associated,i,i,0.002836
4035,4013,CA1 Trilaminar,CA1 Radial Trilaminar,i,i,0.0126
4035,4015,CA1 Trilaminar,CA1 Schaffer Collateral Associated,i,i,0.003527
4035,4023,CA1 Trilaminar,CA1 Back Projection,i,i,0.008731
4035,4028,CA1 Trilaminar,CA1 Radiatum,i,i,0.003193
4035,4033,CA1 Trilaminar,CA1 SO SO,i,i,0.004818
4035,4035,CA1 Trilaminar,CA1 Trilaminar,i,i,0.004053
4035,4036,CA1 Trilaminar,CA1 Axo Axonic,i,i,0.01342
4035,4038,CA1 Trilaminar,CA1 Horizontal Axo Axonic,i,i,0.002475
4035,4039,CA1 Trilaminar,CA1 Horizontal Basket,i,i,0.009152
4035,4054,CA1 Trilaminar,CA1 Radiatum Giant,i,e,0.003249
4035,4055,CA1 Trilaminar,CA1 Oriens Alveus,i,i,0.01229
4035,4061,CA1 Trilaminar,CA1 R Receiving Apical Targeting,i,i,0.003451
4035,4066,CA1 Trilaminar,CA1 OR LM,i,i,0.007476
4035,4069,CA1 Trilaminar,CA1 O LM,i,i,0.002992
4035,4076,CA1 Trilaminar,CA1 Perforant Path Associated QuadD,i,i,0.01568
4035,4078,CA1 Trilaminar,CA1 Basket,i,i,0.01326
4035,4079,CA1 Trilaminar,CA1 Basket CCK+,i,i,0.01397
4035,4080,CA1 Trilaminar,CA1 Bistratified,i,i,0.0136
4035,4081,CA1 Trilaminar,CA1 Ivy,i,i,0.01306
4035,4083,CA1 Trilaminar,CA1 Oriens Bistratified,i,i,0.002647
4035,4087,CA1 Trilaminar,CA1 O LMR,i,i,0.002693
4035,4089,CA1 Trilaminar,CA1 Recurrent O LM,i,i,0.005776
4035,5005,CA1 Trilaminar,SUB CA1 Projecting Pyramidal,i,e,0.01157
4036,4000,CA1 Axo Axonic,CA1 Pyramidal,i,e,0.001941748
4036,4054,CA1 Axo Axonic,CA1 Radiatum Giant,i,e,0.001941748
4038,4000,CA1 Horizontal Axo Axonic,CA1 Pyramidal,i,e,0.001941748
4038,4054,CA1 Horizontal Axo Axonic,CA1 Radiatum Giant,i,e,0.001941748
4039,4000,CA1 Horizontal Basket,CA1 Pyramidal,i,e,0.036332409
4039,4013,CA1 Horizontal Basket,CA1 Radial Trilaminar,i,i,0.036332409
4039,4036,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,0.036332409
4039,4039,CA1 Horizontal Basket,CA1 Horizontal Basket,i,i,0.036332409
4039,4054,CA1 Horizontal Basket,CA1 Radiatum Giant,i,e,0.036332409
4039,4066,CA1 Horizontal Basket,CA1 OR LM,i,i,0.036332409
4039,4078,CA1 Horizontal Basket,CA1 Basket,i,i,0.036332409
4039,4079,CA1 Horizontal Basket,CA1 Basket CCK+,i,i,0.036332409
4039,4080,CA1 Horizontal Basket,CA1 Bistratified,i,i,0.036332409
4039,4081,CA1 Horizontal Basket,CA1 Ivy,i,i,0.036332409
4054,4000,CA1 Radiatum Giant,CA1 Pyramidal,e,e,0.001043
4054,4003,CA1 Radiatum Giant,CA1 Quadrilaminar,e,i,0.0005169
4054,4013,CA1 Radiatum Giant,CA1 Radial Trilaminar,e,i,0.0003956
4054,4023,CA1 Radiatum Giant,CA1 Back Projection,e,i,0.0007674
4054,4033,CA1 Radiatum Giant,CA1 SO SO,e,i,0.00151
4054,4035,CA1 Radiatum Giant,CA1 Trilaminar,e,i,0.001635
4054,4036,CA1 Radiatum Giant,CA1 Axo Axonic,e,i,0.0007957
4054,4038,CA1 Radiatum Giant,CA1 Horizontal Axo Axonic,e,i,0.0004043
4054,4039,CA1 Radiatum Giant,CA1 Horizontal Basket,e,i,0.001289
4054,4055,CA1 Radiatum Giant,CA1 Oriens Alveus,e,i,0.0004816
4054,4066,CA1 Radiatum Giant,CA1 OR LM,e,i,0.0008253
4054,4069,CA1 Radiatum Giant,CA1 O LM,e,i,0.001125
4054,4076,CA1 Radiatum Giant,CA1 Perforant Path Associated QuadD,e,i,0.00043
4054,4078,CA1 Radiatum Giant,CA1 Basket,e,i,0.0007347
4054,4079,CA1 Radiatum Giant,CA1 Basket CCK+,e,i,0.0006379
4054,4080,CA1 Radiatum Giant,CA1 Bistratified,e,i,0.0005575
4054,4081,CA1 Radiatum Giant,CA1 Ivy,e,i,0.0006214
4054,4083,CA1 Radiatum Giant,CA1 Oriens Bistratified,e,i,0.0004254
4054,4087,CA1 Radiatum Giant,CA1 O LMR,e,i,0.0008629
4054,4089,CA1 Radiatum Giant,CA1 Recurrent O LM,e,i,0.002127
4055,3007,CA1 Oriens Alveus,CA2 Wide Arbor Basket,i,i,0.0006587
4055,4000,CA1 Oriens Alveus,CA1 Pyramidal,i,e,0.002645
4055,4003,CA1 Oriens Alveus,CA1 Quadrilaminar,i,i,0.003024
4055,4013,CA1 Oriens Alveus,CA1 Radial Trilaminar,i,i,0.002704
4055,4023,CA1 Oriens Alveus,CA1 Back Projection,i,i,0.003002
4055,4033,CA1 Oriens Alveus,CA1 SO SO,i,i,0.003344
4055,4035,CA1 Oriens Alveus,CA1 Trilaminar,i,i,0.002749
4055,4036,CA1 Oriens Alveus,CA1 Axo Axonic,i,i,0.002658
4055,4038,CA1 Oriens Alveus,CA1 Horizontal Axo Axonic,i,i,0.001229
4055,4039,CA1 Oriens Alveus,CA1 Horizontal Basket,i,i,0.005873
4055,4055,CA1 Oriens Alveus,CA1 Oriens Alveus,i,i,0.002504
4055,4066,CA1 Oriens Alveus,CA1 OR LM,i,i,0.001748
4055,4069,CA1 Oriens Alveus,CA1 O LM,i,i,0.001767
4055,4076,CA1 Oriens Alveus,CA1 Perforant Path Associated QuadD,i,i,0.002654
4055,4078,CA1 Oriens Alveus,CA1 Basket,i,i,0.002859
4055,4079,CA1 Oriens Alveus,CA1 Basket CCK+,i,i,0.003107
4055,4080,CA1 Oriens Alveus,CA1 Bistratified,i,i,0.003038
4055,4081,CA1 Oriens Alveus,CA1 Ivy,i,i,0.003047
4055,4083,CA1 Oriens Alveus,CA1 Oriens Bistratified,i,i,0.001358
4055,4087,CA1 Oriens Alveus,CA1 O LMR,i,i,0.00148
4055,4089,CA1 Oriens Alveus,CA1 Recurrent O LM,i,i,0.004268
4061,4000,CA1 R Receiving Apical Targeting,CA1 Pyramidal,i,e,0.01114
4061,4003,CA1 R Receiving Apical Targeting,CA1 Quadrilaminar,i,i,0.01135
4061,4005,CA1 R Receiving Apical Targeting,CA1 LMR,i,i,0.009188
4061,4006,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated,i,i,0.01096
4061,4011,CA1 R Receiving Apical Targeting,CA1 Neurogliaform Projecting,i,i,0.003006
4061,4012,CA1 R Receiving Apical Targeting,CA1 Neurogliaform,i,i,0.004009
4061,4013,CA1 R Receiving Apical Targeting,CA1 Radial Trilaminar,i,i,0.00894
4061,4015,CA1 R Receiving Apical Targeting,CA1 Schaffer Collateral Associated,i,i,0.01078
4061,4028,CA1 R Receiving Apical Targeting,CA1 Radiatum,i,i,0.006699
4061,4036,CA1 R Receiving Apical Targeting,CA1 Axo Axonic,i,i,0.01095
4061,4054,CA1 R Receiving Apical Targeting,CA1 Radiatum Giant,i,e,0.01138
4061,4055,CA1 R Receiving Apical Targeting,CA1 Oriens Alveus,i,i,0.01017
4061,4061,CA1 R Receiving Apical Targeting,CA1 R Receiving Apical Targeting,i,i,0.007629
4061,4066,CA1 R Receiving Apical Targeting,CA1 OR LM,i,i,0.008413
4061,4076,CA1 R Receiving Apical Targeting,CA1 Perforant Path Associated QuadD,i,i,0.01443
4061,4078,CA1 R Receiving Apical Targeting,CA1 Basket,i,i,0.01049
4061,4079,CA1 R Receiving Apical Targeting,CA1 Basket CCK+,i,i,0.0109
4061,4080,CA1 R Receiving Apical Targeting,CA1 Bistratified,i,i,0.005892
4061,4081,CA1 R Receiving Apical Targeting,CA1 Ivy,i,i,0.004177
4066,4000,CA1 OR LM,CA1 Pyramidal,i,e,0.001152
4066,4003,CA1 OR LM,CA1 Quadrilaminar,i,i,0.001355
4066,4005,CA1 OR LM,CA1 LMR,i,i,0.0008978
4066,4006,CA1 OR LM,CA1 Perforant Path Associated,i,i,0.001323
4066,4011,CA1 OR LM,CA1 Neurogliaform Projecting,i,i,0.001073
4066,4012,CA1 OR LM,CA1 Neurogliaform,i,i,0.001216
4066,4013,CA1 OR LM,CA1 Radial Trilaminar,i,i,0.0009856
4066,4015,CA1 OR LM,CA1 Schaffer Collateral Associated,i,i,0.0008872
4066,4036,CA1 OR LM,CA1 Axo Axonic,i,i,0.001285
4066,4054,CA1 OR LM,CA1 Radiatum Giant,i,e,0.001241
4066,4055,CA1 OR LM,CA1 Oriens Alveus,i,i,0.001011
4066,4076,CA1 OR LM,CA1 Perforant Path Associated QuadD,i,i,0.001719
4066,4078,CA1 OR LM,CA1 Basket,i,i,0.0008557
4066,4079,CA1 OR LM,CA1 Basket CCK+,i,i,0.001213
4069,4000,CA1 O LM,CA1 Pyramidal,i,e,0.001917
4069,4003,CA1 O LM,CA1 Quadrilaminar,i,i,0.002141
4069,4005,CA1 O LM,CA1 LMR,i,i,0.001618
4069,4006,CA1 O LM,CA1 Perforant Path Associated,i,i,0.002104
4069,4011,CA1 O LM,CA1 Neurogliaform Projecting,i,i,0.001826
4069,4012,CA1 O LM,CA1 Neurogliaform,i,i,0.002001
4069,4013,CA1 O LM,CA1 Radial Trilaminar,i,i,0.001695
4069,4015,CA1 O LM,CA1 Schaffer Collateral Associated,i,i,0.001586
4069,4036,CA1 O LM,CA1 Axo Axonic,i,i,0.002066
4069,4054,CA1 O LM,CA1 Radiatum Giant,i,e,0.002011
4069,4055,CA1 O LM,CA1 Oriens Alveus,i,i,0.001755
4069,4076,CA1 O LM,CA1 Perforant Path Associated QuadD,i,i,0.002565
4069,4078,CA1 O LM,CA1 Basket,i,i,0.001577
4069,4079,CA1 O LM,CA1 Basket CCK+,i,i,0.001986
4076,4003,CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,i,i,0.006386
4076,4005,CA1 Perforant Path Associated QuadD,CA1 LMR,i,i,0.005584
4076,4006,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated,i,i,0.006499
4076,4011,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform Projecting,i,i,0.006321
4076,4012,CA1 Perforant Path Associated QuadD,CA1 Neurogliaform,i,i,0.0076
4076,4013,CA1 Perforant Path Associated QuadD,CA1 Radial Trilaminar,i,i,0.004716
4076,4015,CA1 Perforant Path Associated QuadD,CA1 Schaffer Collateral Associated,i,i,0.004992
4076,4036,CA1 Perforant Path Associated QuadD,CA1 Axo Axonic,i,i,0.007181
4076,4055,CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,i,i,0.006091
4076,4076,CA1 Perforant Path Associated QuadD,CA1 Perforant Path Associated QuadD,i,i,0.006929
4076,4078,CA1 Perforant Path Associated QuadD,CA1 Basket,i,i,0.005682
4076,4079,CA1 Perforant Path Associated QuadD,CA1 Basket CCK+,i,i,0.006882
4078,4000,CA1 Basket,CA1 Pyramidal,i,e,0.036008012
4078,4013,CA1 Basket,CA1 Radial Trilaminar,i,i,0.036008012
4078,4036,CA1 Basket,CA1 Axo Axonic,i,i,0.036008012
4078,4039,CA1 Basket,CA1 Horizontal Basket,i,i,0.036008012
4078,4054,CA1 Basket,CA1 Radiatum Giant,i,e,0.036008012
4078,4066,CA1 Basket,CA1 OR LM,i,i,0.036008012
4078,4078,CA1 Basket,CA1 Basket,i,i,0.036008012
4078,4079,CA1 Basket,CA1 Basket CCK+,i,i,0.036008012
4078,4080,CA1 Basket,CA1 Bistratified,i,i,0.036008012
4078,4081,CA1 Basket,CA1 Ivy,i,i,0.036008012
4079,4000,CA1 Basket CCK+,CA1 Pyramidal,i,e,0.091359384
4079,4013,CA1 Basket CCK+,CA1 Radial Trilaminar,i,i,0.091359384
4079,4036,CA1 Basket CCK+,CA1 Axo Axonic,i,i,0.091359384
4079,4039,CA1 Basket CCK+,CA1 Horizontal Basket,i,i,0.091359384
4079,4054,CA1 Basket CCK+,CA1 Radiatum Giant,i,e,0.091359384
4079,4066,CA1 Basket CCK+,CA1 OR LM,i,i,0.091359384
4079,4078,CA1 Basket CCK+,CA1 Basket,i,i,0.091359384
4079,4079,CA1 Basket CCK+,CA1 Basket CCK+,i,i,0.091359384
4079,4080,CA1 Basket CCK+,CA1 Bistratified,i,i,0.091359384
4079,4081,CA1 Basket CCK+,CA1 Ivy,i,i,0.091359384
4080,3007,CA1 Bistratified,CA2 Wide Arbor Basket,i,i,0.0005472
4080,4000,CA1 Bistratified,CA1 Pyramidal,i,e,0.007082
4080,4003,CA1 Bistratified,CA1 Quadrilaminar,i,i,0.007758
4080,4005,CA1 Bistratified,CA1 LMR,i,i,0.002101
4080,4006,CA1 Bistratified,CA1 Perforant Path Associated,i,i,0.002913
4080,4013,CA1 Bistratified,CA1 Radial Trilaminar,i,i,0.006539
4080,4015,CA1 Bistratified,CA1 Schaffer Collateral Associated,i,i,0.003509
4080,4023,CA1 Bistratified,CA1 Back Projection,i,i,0.003388
4080,4028,CA1 Bistratified,CA1 Radiatum,i,i,0.003164
4080,4033,CA1 Bistratified,CA1 SO SO,i,i,0.003731
4080,4035,CA1 Bistratified,CA1 Trilaminar,i,i,0.003295
4080,4036,CA1 Bistratified,CA1 Axo Axonic,i,i,0.006844
4080,4038,CA1 Bistratified,CA1 Horizontal Axo Axonic,i,i,0.0015
4080,4039,CA1 Bistratified,CA1 Horizontal Basket,i,i,0.005463
4080,4054,CA1 Bistratified,CA1 Radiatum Giant,i,e,0.003361
4080,4055,CA1 Bistratified,CA1 Oriens Alveus,i,i,0.006402
4080,4061,CA1 Bistratified,CA1 R Receiving Apical Targeting,i,i,0.003693
4080,4066,CA1 Bistratified,CA1 OR LM,i,i,0.007171
4080,4069,CA1 Bistratified,CA1 O LM,i,i,0.002343
4080,4076,CA1 Bistratified,CA1 Perforant Path Associated QuadD,i,i,0.009592
4080,4078,CA1 Bistratified,CA1 Basket,i,i,0.007131
4080,4079,CA1 Bistratified,CA1 Basket CCK+,i,i,0.007264
4080,4080,CA1 Bistratified,CA1 Bistratified,i,i,0.007258
4080,4081,CA1 Bistratified,CA1 Ivy,i,i,0.006296
4080,4083,CA1 Bistratified,CA1 Oriens Bistratified,i,i,0.001601
4080,4087,CA1 Bistratified,CA1 O LMR,i,i,0.002015
4080,4089,CA1 Bistratified,CA1 Recurrent O LM,i,i,0.004689
4081,3007,CA1 Ivy,CA2 Wide Arbor Basket,i,i,0.001245
4081,4000,CA1 Ivy,CA1 Pyramidal,i,e,0.00588
4081,4003,CA1 Ivy,CA1 Quadrilaminar,i,i,0.006721
4081,4005,CA1 Ivy,CA1 LMR,i,i,0.0006172
4081,4006,CA1 Ivy,CA1 Perforant Path Associated,i,i,0.001055
4081,4013,CA1 Ivy,CA1 Radial Trilaminar,i,i,0.005734
4081,4015,CA1 Ivy,CA1 Schaffer Collateral Associated,i,i,0.001432
4081,4023,CA1 Ivy,CA1 Back Projection,i,i,0.004497
4081,4028,CA1 Ivy,CA1 Radiatum,i,i,0.001211
4081,4033,CA1 Ivy,CA1 SO SO,i,i,0.004179
4081,4035,CA1 Ivy,CA1 Trilaminar,i,i,0.00354
4081,4036,CA1 Ivy,CA1 Axo Axonic,i,i,0.005716
4081,4038,CA1 Ivy,CA1 Horizontal Axo Axonic,i,i,0.001875
4081,4039,CA1 Ivy,CA1 Horizontal Basket,i,i,0.007292
4081,4054,CA1 Ivy,CA1 Radiatum Giant,i,e,0.001359
4081,4055,CA1 Ivy,CA1 Oriens Alveus,i,i,0.005444
4081,4061,CA1 Ivy,CA1 R Receiving Apical Targeting,i,i,0.001628
4081,4066,CA1 Ivy,CA1 OR LM,i,i,0.005138
