triad_id,motif,rees_superpattern,rees_superpattern_name,node_a,node_b,node_c,node_ei_signature,edge_ei_signature,region_signature,region_count,within_region,nonself_edge_count,self_edge_count,edge_count,nonself_total_weight,nonself_total_abs_weight,self_total_weight,self_total_abs_weight,total_weight,total_abs_weight,mean_abs_weight,spectral_radius,max_real,edge_1_pre,edge_1_post,edge_1_pre_class,edge_1_post_class,edge_1_pre_region,edge_1_post_region,edge_1_weight,edge_1_abs_weight,edge_1_edge_type,edge_2_pre,edge_2_post,edge_2_pre_class,edge_2_post_class,edge_2_pre_region,edge_2_post_region,edge_2_weight,edge_2_abs_weight,edge_2_edge_type
T005684,021D,C,single input module,CA1 Back Projection,CA3 Basket CCK+,DG MOLAX,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-348.0039048432933,348.0039048432933,0,0,-348.0039048432933,348.0039048432933,174.00195242164665,0.0,0.0,CA1 Back Projection,CA3 Basket CCK+,i,i,CA1,CA3,-236.6642243006076,236.6642243006076,between_nodes,CA1 Back Projection,DG MOLAX,i,i,CA1,DG,-111.3396805426857,111.3396805426857,between_nodes
T005686,021D,C,single input module,CA1 Back Projection,CA3 Basket CCK+,DG Mossy,1E-2I,I->I + I->E,CA1-CA3-DG,3,False,2,0,2,-305.9934572232347,305.9934572232347,0,0,-305.9934572232347,305.9934572232347,152.99672861161736,0.0,0.0,CA1 Back Projection,CA3 Basket CCK+,i,i,CA1,CA3,-236.6642243006076,236.6642243006076,between_nodes,CA1 Back Projection,DG Mossy,i,e,CA1,DG,-69.3292329226271,69.3292329226271,between_nodes
T005688,021U,A,simple regulation,CA1 Back Projection,CA3 Basket CCK+,DG Semilunar Granule,1E-2I,I->I + E->I,CA1-CA3-DG,3,False,2,0,2,-64.67397207397039,408.6544765272448,0,0,-64.67397207397039,408.6544765272448,204.3272382636224,0.0,0.0,CA1 Back Projection,CA3 Basket CCK+,i,i,CA1,CA3,-236.6642243006076,236.6642243006076,between_nodes,DG Semilunar Granule,CA3 Basket CCK+,e,i,DG,CA3,171.9902522266372,171.9902522266372,between_nodes
T005689,021D,C,single input module,CA1 Back Projection,CA3 Basket CCK+,DG Total Molecular Layer,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-340.5767501804063,340.5767501804063,0,0,-340.5767501804063,340.5767501804063,170.28837509020315,0.0,0.0,CA1 Back Projection,CA3 Basket CCK+,i,i,CA1,CA3,-236.6642243006076,236.6642243006076,between_nodes,CA1 Back Projection,DG Total Molecular Layer,i,i,CA1,DG,-103.91252587979872,103.91252587979872,between_nodes
T005704,021U,A,simple regulation,CA1 Back Projection,CA3 Basket CCK+,MEC LII Stellate,1E-2I,I->I + E->I,CA1-CA3-MEC,3,False,2,0,2,5281.753839922354,5755.082288523568,0,0,5281.753839922354,5755.082288523568,2877.541144261784,0.0,0.0,CA1 Back Projection,CA3 Basket CCK+,i,i,CA1,CA3,-236.6642243006076,236.6642243006076,between_nodes,MEC LII Stellate,CA3 Basket CCK+,e,i,MEC,CA3,5518.418064222961,5518.418064222961,between_nodes
T005713,021C,B,three-node chain,CA1 Back Projection,CA3 Basket CCK+,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA3-SUB,3,False,2,0,2,240.481724091545,713.8101726927603,0,0,240.481724091545,713.8101726927603,356.90508634638013,0.0,0.0,CA1 Back Projection,CA3 Basket CCK+,i,i,CA1,CA3,-236.6642243006076,236.6642243006076,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T005714,021D,C,single input module,CA1 Back Projection,CA3 Granule,CA3 Horizontal Axo Axonic,1E-2I,I->E + I->I,CA1-CA3,2,False,2,0,2,-256.6613783460253,256.6613783460253,0,0,-256.6613783460253,256.6613783460253,128.33068917301264,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes
T005724,021D,C,single input module,CA1 Back Projection,CA3 Granule,DG AIPRIM,1E-2I,I->E + I->I,CA1-CA3-DG,3,False,2,0,2,-396.1399849591948,396.1399849591948,0,0,-396.1399849591948,396.1399849591948,198.0699924795974,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes
T005725,021D,C,single input module,CA1 Back Projection,CA3 Granule,DG Axo Axonic,1E-2I,I->E + I->I,CA1-CA3-DG,3,False,2,0,2,-297.12418735177823,297.12418735177823,0,0,-297.12418735177823,297.12418735177823,148.56209367588912,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes
T005726,021D,C,single input module,CA1 Back Projection,CA3 Granule,DG Basket,1E-2I,I->E + I->I,CA1-CA3-DG,3,False,2,0,2,-174.09491242377703,174.09491242377703,0,0,-174.09491242377703,174.09491242377703,87.04745621188852,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes
T005728,021D,C,single input module,CA1 Back Projection,CA3 Granule,DG HICAP,1E-2I,I->E + I->I,CA1-CA3-DG,3,False,2,0,2,-284.6435884254094,284.6435884254094,0,0,-284.6435884254094,284.6435884254094,142.3217942127047,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,DG HICAP,i,i,CA1,DG,-187.5246981612832,187.5246981612832,between_nodes
T005729,021D,C,single input module,CA1 Back Projection,CA3 Granule,DG HIPP,1E-2I,I->E + I->I,CA1-CA3-DG,3,False,2,0,2,-117.0770161028813,117.0770161028813,0,0,-117.0770161028813,117.0770161028813,58.53850805144065,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,DG HIPP,i,i,CA1,DG,-19.95812583875511,19.95812583875511,between_nodes
T005731,021D,C,single input module,CA1 Back Projection,CA3 Granule,DG Hilar Ectopic Granule,2E-1I,I->E + I->E,CA1-CA3-DG,3,False,2,0,2,-142.53573836213522,142.53573836213522,0,0,-142.53573836213522,142.53573836213522,71.26786918106761,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,DG Hilar Ectopic Granule,i,e,CA1,DG,-45.41684809800903,45.41684809800903,between_nodes
T005732,021D,C,single input module,CA1 Back Projection,CA3 Granule,DG MOLAX,1E-2I,I->E + I->I,CA1-CA3-DG,3,False,2,0,2,-208.4585708068119,208.4585708068119,0,0,-208.4585708068119,208.4585708068119,104.22928540340595,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,DG MOLAX,i,i,CA1,DG,-111.3396805426857,111.3396805426857,between_nodes
T005734,021D,C,single input module,CA1 Back Projection,CA3 Granule,DG Mossy,2E-1I,I->E + I->E,CA1-CA3-DG,3,False,2,0,2,-166.4481231867533,166.4481231867533,0,0,-166.4481231867533,166.4481231867533,83.22406159337665,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,DG Mossy,i,e,CA1,DG,-69.3292329226271,69.3292329226271,between_nodes
T005737,021D,C,single input module,CA1 Back Projection,CA3 Granule,DG Total Molecular Layer,1E-2I,I->E + I->I,CA1-CA3-DG,3,False,2,0,2,-201.0314161439249,201.0314161439249,0,0,-201.0314161439249,201.0314161439249,100.51570807196245,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,CA1 Back Projection,DG Total Molecular Layer,i,i,CA1,DG,-103.91252587979872,103.91252587979872,between_nodes
T005752,021U,A,simple regulation,CA1 Back Projection,CA3 Granule,MEC LII Stellate,2E-1I,I->E + E->E,CA1-CA3-MEC,3,False,2,0,2,19543.557674658176,19737.795455186428,0,0,19543.557674658176,19737.795455186428,9868.897727593214,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,MEC LII Stellate,CA3 Granule,e,e,MEC,CA3,19640.6765649223,19640.6765649223,between_nodes
T005761,021C,B,three-node chain,CA1 Back Projection,CA3 Granule,SUB CA1 Projecting Pyramidal,2E-1I,I->E + E->I,CA1-CA3-SUB,3,False,2,0,2,380.0270581280264,574.2648386562788,0,0,380.0270581280264,574.2648386562788,287.1324193281394,0.0,0.0,CA1 Back Projection,CA3 Granule,i,e,CA1,CA3,-97.1188902641262,97.1188902641262,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T005762,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,CA3 LMR Targeting,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-341.7009186581523,341.7009186581523,0,0,-341.7009186581523,341.7009186581523,170.85045932907616,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes
T005764,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,CA3 Mossy Fiber Associated,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-383.58881920379343,383.58881920379343,0,0,-383.58881920379343,383.58881920379343,191.79440960189672,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,CA3 Mossy Fiber Associated,i,i,CA1,CA3,-224.04633112189435,224.04633112189435,between_nodes
T005765,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,CA3 Mossy Fiber Associated ORDEN,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-636.1107896882171,636.1107896882171,0,0,-636.1107896882171,636.1107896882171,318.05539484410855,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,CA3 Mossy Fiber Associated ORDEN,i,i,CA1,CA3,-476.568301606318,476.568301606318,between_nodes
T005768,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,CA3 Spiny Lucidum,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-186.13191016915502,186.13191016915502,0,0,-186.13191016915502,186.13191016915502,93.06595508457751,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,CA3 Spiny Lucidum,i,i,CA1,CA3,-26.589422087255947,26.589422087255947,between_nodes
T005771,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,DG AIPRIM,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-458.5635827769677,458.5635827769677,0,0,-458.5635827769677,458.5635827769677,229.28179138848384,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes
T005772,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,DG Axo Axonic,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-359.54778516955116,359.54778516955116,0,0,-359.54778516955116,359.54778516955116,179.77389258477558,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes
T005773,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,DG Basket,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-236.5185102415499,236.5185102415499,0,0,-236.5185102415499,236.5185102415499,118.25925512077495,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes
T005775,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,DG HICAP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-347.0671862431823,347.0671862431823,0,0,-347.0671862431823,347.0671862431823,173.53359312159114,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,DG HICAP,i,i,CA1,DG,-187.5246981612832,187.5246981612832,between_nodes
T005776,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,DG HIPP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-179.5006139206542,179.5006139206542,0,0,-179.5006139206542,179.5006139206542,89.7503069603271,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,DG HIPP,i,i,CA1,DG,-19.95812583875511,19.95812583875511,between_nodes
T005778,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,DG Hilar Ectopic Granule,1E-2I,I->I + I->E,CA1-CA3-DG,3,False,2,0,2,-204.95933617990812,204.95933617990812,0,0,-204.95933617990812,204.95933617990812,102.47966808995406,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,DG Hilar Ectopic Granule,i,e,CA1,DG,-45.41684809800903,45.41684809800903,between_nodes
T005779,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,DG MOLAX,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-270.8821686245848,270.8821686245848,0,0,-270.8821686245848,270.8821686245848,135.4410843122924,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,DG MOLAX,i,i,CA1,DG,-111.3396805426857,111.3396805426857,between_nodes
T005781,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,DG Mossy,1E-2I,I->I + I->E,CA1-CA3-DG,3,False,2,0,2,-228.8717210045262,228.8717210045262,0,0,-228.8717210045262,228.8717210045262,114.4358605022631,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,DG Mossy,i,e,CA1,DG,-69.3292329226271,69.3292329226271,between_nodes
T005784,021D,C,single input module,CA1 Back Projection,CA3 Horizontal Axo Axonic,DG Total Molecular Layer,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-263.4550139616978,263.4550139616978,0,0,-263.4550139616978,263.4550139616978,131.7275069808489,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,CA1 Back Projection,DG Total Molecular Layer,i,i,CA1,DG,-103.91252587979872,103.91252587979872,between_nodes
T005808,021C,B,three-node chain,CA1 Back Projection,CA3 Horizontal Axo Axonic,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA3-SUB,3,False,2,0,2,317.6034603102535,636.6884364740517,0,0,317.6034603102535,636.6884364740517,318.34421823702587,0.0,0.0,CA1 Back Projection,CA3 Horizontal Axo Axonic,i,i,CA1,CA3,-159.54248808189908,159.54248808189908,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T005817,021D,C,single input module,CA1 Back Projection,CA3 LMR Targeting,DG AIPRIM,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-481.17952527132184,481.17952527132184,0,0,-481.17952527132184,481.17952527132184,240.58976263566092,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes
T005818,021D,C,single input module,CA1 Back Projection,CA3 LMR Targeting,DG Axo Axonic,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-382.1637276639053,382.1637276639053,0,0,-382.1637276639053,382.1637276639053,191.08186383195266,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes
T005819,021D,C,single input module,CA1 Back Projection,CA3 LMR Targeting,DG Basket,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-259.1344527359041,259.1344527359041,0,0,-259.1344527359041,259.1344527359041,129.56722636795206,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes
T005820,021U,A,simple regulation,CA1 Back Projection,CA3 LMR Targeting,DG Granule,1E-2I,I->I + E->I,CA1-CA3-DG,3,False,2,0,2,1982.684808658076,2347.0016698105824,0,0,1982.684808658076,2347.0016698105824,1173.5008349052912,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,DG Granule,CA3 LMR Targeting,e,i,DG,CA3,2164.8432392343293,2164.8432392343293,between_nodes
T005821,021D,C,single input module,CA1 Back Projection,CA3 LMR Targeting,DG HICAP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-369.68312873753644,369.68312873753644,0,0,-369.68312873753644,369.68312873753644,184.84156436876822,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,CA1 Back Projection,DG HICAP,i,i,CA1,DG,-187.5246981612832,187.5246981612832,between_nodes
T005822,021D,C,single input module,CA1 Back Projection,CA3 LMR Targeting,DG HIPP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-202.11655641500838,202.11655641500838,0,0,-202.11655641500838,202.11655641500838,101.05827820750419,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,CA1 Back Projection,DG HIPP,i,i,CA1,DG,-19.95812583875511,19.95812583875511,between_nodes
T005825,021D,C,single input module,CA1 Back Projection,CA3 LMR Targeting,DG MOLAX,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-293.49811111893894,293.49811111893894,0,0,-293.49811111893894,293.49811111893894,146.74905555946947,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,CA1 Back Projection,DG MOLAX,i,i,CA1,DG,-111.3396805426857,111.3396805426857,between_nodes
T005827,021D,C,single input module,CA1 Back Projection,CA3 LMR Targeting,DG Mossy,1E-2I,I->I + I->E,CA1-CA3-DG,3,False,2,0,2,-251.48766349888035,251.48766349888035,0,0,-251.48766349888035,251.48766349888035,125.74383174944018,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,CA1 Back Projection,DG Mossy,i,e,CA1,DG,-69.3292329226271,69.3292329226271,between_nodes
T005829,021U,A,simple regulation,CA1 Back Projection,CA3 LMR Targeting,DG Semilunar Granule,1E-2I,I->I + E->I,CA1-CA3-DG,3,False,2,0,2,47.69620099371443,412.01306214622093,0,0,47.69620099371443,412.01306214622093,206.00653107311047,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,DG Semilunar Granule,CA3 LMR Targeting,e,i,DG,CA3,229.8546315699677,229.8546315699677,between_nodes
T005830,021D,C,single input module,CA1 Back Projection,CA3 LMR Targeting,DG Total Molecular Layer,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-286.070956456052,286.070956456052,0,0,-286.070956456052,286.070956456052,143.035478228026,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,CA1 Back Projection,DG Total Molecular Layer,i,i,CA1,DG,-103.91252587979872,103.91252587979872,between_nodes
T005845,021U,A,simple regulation,CA1 Back Projection,CA3 LMR Targeting,MEC LII Stellate,1E-2I,I->I + E->I,CA1-CA3-MEC,3,False,2,0,2,9795.08897256041,10159.405833712917,0,0,9795.08897256041,10159.405833712917,5079.702916856459,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,MEC LII Stellate,CA3 LMR Targeting,e,i,MEC,CA3,9977.247403136664,9977.247403136664,between_nodes
T005854,021C,B,three-node chain,CA1 Back Projection,CA3 LMR Targeting,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA3-SUB,3,False,2,0,2,294.9875178158993,659.3043789684059,0,0,294.9875178158993,659.3043789684059,329.65218948420295,0.0,0.0,CA1 Back Projection,CA3 LMR Targeting,i,i,CA1,CA3,-182.15843057625327,182.15843057625327,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
T005862,021D,C,single input module,CA1 Back Projection,CA3 Lucidum ORAX,DG AIPRIM,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-850.4343192145232,850.4343192145232,0,0,-850.4343192145232,850.4343192145232,425.2171596072616,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,CA1 Back Projection,DG AIPRIM,i,i,CA1,DG,-299.0210946950686,299.0210946950686,between_nodes
T005863,021D,C,single input module,CA1 Back Projection,CA3 Lucidum ORAX,DG Axo Axonic,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-751.4185216071065,751.4185216071065,0,0,-751.4185216071065,751.4185216071065,375.70926080355326,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,CA1 Back Projection,DG Axo Axonic,i,i,CA1,DG,-200.00529708765205,200.00529708765205,between_nodes
T005864,021D,C,single input module,CA1 Back Projection,CA3 Lucidum ORAX,DG Basket,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-628.3892466791053,628.3892466791053,0,0,-628.3892466791053,628.3892466791053,314.19462333955266,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,CA1 Back Projection,DG Basket,i,i,CA1,DG,-76.97602215965082,76.97602215965082,between_nodes
T005865,021U,A,simple regulation,CA1 Back Projection,CA3 Lucidum ORAX,DG Granule,1E-2I,I->I + E->I,CA1-CA3-DG,3,False,2,0,2,8836.877310671605,9939.703759710514,0,0,8836.877310671605,9939.703759710514,4969.851879855257,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,DG Granule,CA3 Lucidum ORAX,e,i,DG,CA3,9388.29053519106,9388.29053519106,between_nodes
T005866,021D,C,single input module,CA1 Back Projection,CA3 Lucidum ORAX,DG HICAP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-738.9379226807378,738.9379226807378,0,0,-738.9379226807378,738.9379226807378,369.4689613403689,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,CA1 Back Projection,DG HICAP,i,i,CA1,DG,-187.5246981612832,187.5246981612832,between_nodes
T005867,021D,C,single input module,CA1 Back Projection,CA3 Lucidum ORAX,DG HIPP,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-571.3713503582096,571.3713503582096,0,0,-571.3713503582096,571.3713503582096,285.6856751791048,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,CA1 Back Projection,DG HIPP,i,i,CA1,DG,-19.95812583875511,19.95812583875511,between_nodes
T005870,021D,C,single input module,CA1 Back Projection,CA3 Lucidum ORAX,DG MOLAX,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-662.7529050621401,662.7529050621401,0,0,-662.7529050621401,662.7529050621401,331.3764525310701,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,CA1 Back Projection,DG MOLAX,i,i,CA1,DG,-111.3396805426857,111.3396805426857,between_nodes
T005872,021D,C,single input module,CA1 Back Projection,CA3 Lucidum ORAX,DG Mossy,1E-2I,I->I + I->E,CA1-CA3-DG,3,False,2,0,2,-620.7424574420816,620.7424574420816,0,0,-620.7424574420816,620.7424574420816,310.3712287210408,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,CA1 Back Projection,DG Mossy,i,e,CA1,DG,-69.3292329226271,69.3292329226271,between_nodes
T005874,021U,A,simple regulation,CA1 Back Projection,CA3 Lucidum ORAX,DG Semilunar Granule,1E-2I,I->I + E->I,CA1-CA3-DG,3,False,2,0,2,3101.8582916333444,4204.684740672254,0,0,3101.8582916333444,4204.684740672254,2102.342370336127,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,DG Semilunar Granule,CA3 Lucidum ORAX,e,i,DG,CA3,3653.271516152799,3653.271516152799,between_nodes
T005875,021D,C,single input module,CA1 Back Projection,CA3 Lucidum ORAX,DG Total Molecular Layer,0E-3I,I->I + I->I,CA1-CA3-DG,3,False,2,0,2,-655.3257503992533,655.3257503992533,0,0,-655.3257503992533,655.3257503992533,327.6628751996266,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,CA1 Back Projection,DG Total Molecular Layer,i,i,CA1,DG,-103.91252587979872,103.91252587979872,between_nodes
T005899,021C,B,three-node chain,CA1 Back Projection,CA3 Lucidum ORAX,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-CA3-SUB,3,False,2,0,2,-74.2672761273019,1028.5591729116072,0,0,-74.2672761273019,1028.5591729116072,514.2795864558036,0.0,0.0,CA1 Back Projection,CA3 Lucidum ORAX,i,i,CA1,CA3,-551.4132245194545,551.4132245194545,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,SUB,CA1,477.1459483921526,477.1459483921526,between_nodes
