triad_id,motif,rees_superpattern,rees_superpattern_name,node_a,node_b,node_c,node_ei_signature,edge_ei_signature,region_signature,region_count,within_region,nonself_edge_count,self_edge_count,edge_count,nonself_total_weight,nonself_total_abs_weight,self_total_weight,self_total_abs_weight,total_weight,total_abs_weight,mean_abs_weight,spectral_radius,max_real,edge_1_pre,edge_1_post,edge_1_pre_class,edge_1_post_class,edge_1_pre_region,edge_1_post_region,edge_1_weight,edge_1_abs_weight,edge_1_edge_type,edge_2_pre,edge_2_post,edge_2_pre_class,edge_2_post_class,edge_2_pre_region,edge_2_post_region,edge_2_weight,edge_2_abs_weight,edge_2_edge_type
T076083,021C,B,three-node chain,CA2 Wide Arbor Basket,DG Granule,DG Neurogliaform,1E-2I,E->I + I->E,CA2-DG,2,False,2,0,2,15013.404988111559,15017.752554225352,0,0,15013.404988111559,15017.752554225352,7508.876277112676,0.0,0.0,DG Granule,CA2 Wide Arbor Basket,e,i,DG,CA2,15015.578771168455,15015.578771168455,between_nodes,DG Neurogliaform,DG Granule,i,e,DG,DG,-2.173783056897071,2.173783056897071,between_nodes
T076084,021C,B,three-node chain,CA2 Wide Arbor Basket,DG Granule,DG Semilunar Granule,2E-1I,E->I + E->E,CA2-DG,2,False,2,0,2,15503.80766809038,15503.80766809038,0,0,15503.80766809038,15503.80766809038,7751.90383404519,0.0,0.0,DG Granule,CA2 Wide Arbor Basket,e,i,DG,CA2,15015.578771168455,15015.578771168455,between_nodes,DG Semilunar Granule,DG Granule,e,e,DG,DG,488.2288969219253,488.2288969219253,between_nodes
T076087,021C,B,three-node chain,CA2 Wide Arbor Basket,DG Granule,EC LI II Pyramidal Fan,2E-1I,E->I + E->E,CA2-DG-EC,3,False,2,0,2,21747.432991945396,21747.432991945396,0,0,21747.432991945396,21747.432991945396,10873.716495972698,0.0,0.0,DG Granule,CA2 Wide Arbor Basket,e,i,DG,CA2,15015.578771168455,15015.578771168455,between_nodes,EC LI II Pyramidal Fan,DG Granule,e,e,EC,DG,6731.854220776941,6731.854220776941,between_nodes
T076088,021C,B,three-node chain,CA2 Wide Arbor Basket,DG Granule,EC LII III Pyramidal Tripolar,2E-1I,E->I + E->E,CA2-DG-EC,3,False,2,0,2,17823.11309392871,17823.11309392871,0,0,17823.11309392871,17823.11309392871,8911.556546964355,0.0,0.0,DG Granule,CA2 Wide Arbor Basket,e,i,DG,CA2,15015.578771168455,15015.578771168455,between_nodes,EC LII III Pyramidal Tripolar,DG Granule,e,e,EC,DG,2807.534322760256,2807.534322760256,between_nodes
T076106,021C,B,three-node chain,CA2 Wide Arbor Basket,DG Granule,MEC LV Pyramidal,2E-1I,E->I + E->E,CA2-DG-MEC,3,False,2,0,2,24584.315667812043,24584.315667812043,0,0,24584.315667812043,24584.315667812043,12292.157833906022,0.0,0.0,DG Granule,CA2 Wide Arbor Basket,e,i,DG,CA2,15015.578771168455,15015.578771168455,between_nodes,MEC LV Pyramidal,DG Granule,e,e,MEC,DG,9568.736896643586,9568.736896643586,between_nodes
T076109,021U,A,simple regulation,CA2 Wide Arbor Basket,DG Granule,SUB CA1 Projecting Pyramidal,2E-1I,E->I + E->I,CA2-DG-SUB,3,False,2,0,2,15209.077250829687,15209.077250829687,0,0,15209.077250829687,15209.077250829687,7604.538625414843,0.0,0.0,DG Granule,CA2 Wide Arbor Basket,e,i,DG,CA2,15015.578771168455,15015.578771168455,between_nodes,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,SUB,CA2,193.49847966123104,193.49847966123104,between_nodes
T076133,021D,C,single input module,CA2 Wide Arbor Basket,DG HICAP,MEC LII Stellate,1E-2I,E->I + E->I,CA2-DG-MEC,3,False,2,0,2,7588.399404221629,7588.399404221629,0,0,7588.399404221629,7588.399404221629,3794.1997021108145,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,DG HICAP,e,i,MEC,DG,809.0861253559721,809.0861253559721,between_nodes
T076143,021D,C,single input module,CA2 Wide Arbor Basket,DG HIPP,DG HIPROM,0E-3I,I->I + I->I,CA2-DG,2,False,2,0,2,-0.1314279626390161,0.1314279626390161,0,0,-0.1314279626390161,0.1314279626390161,0.06571398131950805,0.0,0.0,DG HIPROM,CA2 Wide Arbor Basket,i,i,DG,CA2,-0.0466328388467819,0.0466328388467819,between_nodes,DG HIPROM,DG HIPP,i,i,DG,DG,-0.0847951237922342,0.0847951237922342,between_nodes
T076177,021D,C,single input module,CA2 Wide Arbor Basket,DG HIPROM,DG MOPP,0E-3I,I->I + I->I,CA2-DG,2,False,2,0,2,-0.0956672055045419,0.0956672055045419,0,0,-0.0956672055045419,0.0956672055045419,0.04783360275227095,0.0,0.0,DG HIPROM,CA2 Wide Arbor Basket,i,i,DG,CA2,-0.0466328388467819,0.0466328388467819,between_nodes,DG HIPROM,DG MOPP,i,i,DG,DG,-0.04903436665776,0.04903436665776,between_nodes
T076179,021D,C,single input module,CA2 Wide Arbor Basket,DG HIPROM,DG Neurogliaform,0E-3I,I->I + I->I,CA2-DG,2,False,2,0,2,-0.0770451055580811,0.0770451055580811,0,0,-0.0770451055580811,0.0770451055580811,0.03852255277904055,0.0,0.0,DG HIPROM,CA2 Wide Arbor Basket,i,i,DG,CA2,-0.0466328388467819,0.0466328388467819,between_nodes,DG HIPROM,DG Neurogliaform,i,i,DG,DG,-0.0304122667112992,0.0304122667112992,between_nodes
T076196,021U,A,simple regulation,CA2 Wide Arbor Basket,DG HIPROM,MEC LII Stellate,1E-2I,I->I + E->I,CA2-DG-MEC,3,False,2,0,2,6779.26664602681,6779.359911704503,0,0,6779.26664602681,6779.359911704503,3389.6799558522516,0.0,0.0,DG HIPROM,CA2 Wide Arbor Basket,i,i,DG,CA2,-0.0466328388467819,0.0466328388467819,between_nodes,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes
T076202,021C,B,three-node chain,CA2 Wide Arbor Basket,DG HIPROM,MEC LV Pyramidal,1E-2I,I->I + E->I,CA2-DG-MEC,3,False,2,0,2,3893.162723789587,3893.25598946728,0,0,3893.162723789587,3893.25598946728,1946.62799473364,0.0,0.0,DG HIPROM,CA2 Wide Arbor Basket,i,i,DG,CA2,-0.0466328388467819,0.0466328388467819,between_nodes,MEC LV Pyramidal,DG HIPROM,e,i,MEC,DG,3893.2093566284334,3893.2093566284334,between_nodes
T076205,021U,A,simple regulation,CA2 Wide Arbor Basket,DG HIPROM,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA2-DG-SUB,3,False,2,0,2,193.45184682238425,193.54511250007783,0,0,193.45184682238425,193.54511250007783,96.77255625003892,0.0,0.0,DG HIPROM,CA2 Wide Arbor Basket,i,i,DG,CA2,-0.0466328388467819,0.0466328388467819,between_nodes,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,SUB,CA2,193.49847966123104,193.49847966123104,between_nodes
T076226,021D,C,single input module,CA2 Wide Arbor Basket,DG Hilar Ectopic Granule,MEC LII Stellate,2E-1I,E->I + E->E,CA2-DG-MEC,3,False,2,0,2,7036.476577161171,7036.476577161171,0,0,7036.476577161171,7036.476577161171,3518.2382885805855,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,DG Hilar Ectopic Granule,e,e,MEC,DG,257.1632982955139,257.1632982955139,between_nodes
T076255,021D,C,single input module,CA2 Wide Arbor Basket,DG MOLAX,MEC LII Stellate,1E-2I,E->I + E->I,CA2-DG-MEC,3,False,2,0,2,7011.110652663857,7011.110652663857,0,0,7011.110652663857,7011.110652663857,3505.5553263319284,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,DG MOLAX,e,i,MEC,DG,231.79737379820003,231.79737379820003,between_nodes
T076283,021D,C,single input module,CA2 Wide Arbor Basket,DG MOPP,MEC LII Stellate,1E-2I,E->I + E->I,CA2-DG-MEC,3,False,2,0,2,6943.804070160962,6943.804070160962,0,0,6943.804070160962,6943.804070160962,3471.902035080481,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,DG MOPP,e,i,MEC,DG,164.4907912953051,164.4907912953051,between_nodes
T076336,021D,C,single input module,CA2 Wide Arbor Basket,DG Neurogliaform,MEC LII Stellate,1E-2I,E->I + E->I,CA2-DG-MEC,3,False,2,0,2,6835.495337070532,6835.495337070532,0,0,6835.495337070532,6835.495337070532,3417.747668535266,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,DG Neurogliaform,e,i,MEC,DG,56.18205820487537,56.18205820487537,between_nodes
T076345,021C,B,three-node chain,CA2 Wide Arbor Basket,DG Neurogliaform,SUB CA1 Projecting Pyramidal,1E-2I,I->E + E->I,CA2-DG-SUB,3,False,2,0,2,187.37349798714317,199.62346133531892,0,0,187.37349798714317,199.62346133531892,99.81173066765946,0.0,0.0,DG Neurogliaform,SUB CA1 Projecting Pyramidal,i,e,DG,SUB,-6.124981674087877,6.124981674087877,between_nodes,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,SUB,CA2,193.49847966123104,193.49847966123104,between_nodes
T076361,021D,C,single input module,CA2 Wide Arbor Basket,DG Semilunar Granule,MEC LII Stellate,2E-1I,E->I + E->E,CA2-DG-MEC,3,False,2,0,2,6842.809924981034,6842.809924981034,0,0,6842.809924981034,6842.809924981034,3421.404962490517,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,DG Semilunar Granule,e,e,MEC,DG,63.49664611537702,63.49664611537702,between_nodes
T076385,021D,C,single input module,CA2 Wide Arbor Basket,DG Total Molecular Layer,MEC LII Stellate,1E-2I,E->I + E->I,CA2-DG-MEC,3,False,2,0,2,6925.1951637841585,6925.1951637841585,0,0,6925.1951637841585,6925.1951637841585,3462.5975818920792,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,DG Total Molecular Layer,e,i,MEC,DG,145.88188491850198,145.88188491850198,between_nodes
T076439,021C,B,three-node chain,CA2 Wide Arbor Basket,EC LI II Pyramidal Fan,SUB CA1 Projecting Pyramidal,2E-1I,E->E + E->I,CA2-EC-SUB,3,False,2,0,2,880.8497332481438,880.8497332481438,0,0,880.8497332481438,880.8497332481438,440.4248666240719,0.0,0.0,EC LI II Pyramidal Fan,SUB CA1 Projecting Pyramidal,e,e,EC,SUB,687.3512535869128,687.3512535869128,between_nodes,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,SUB,CA2,193.49847966123104,193.49847966123104,between_nodes
T076460,021C,B,three-node chain,CA2 Wide Arbor Basket,EC LII III Pyramidal Tripolar,SUB CA1 Projecting Pyramidal,2E-1I,E->E + E->I,CA2-EC-SUB,3,False,2,0,2,630.0012533217324,630.0012533217324,0,0,630.0012533217324,630.0012533217324,315.0006266608662,0.0,0.0,EC LII III Pyramidal Tripolar,SUB CA1 Projecting Pyramidal,e,e,EC,SUB,436.50277366050136,436.50277366050136,between_nodes,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,SUB,CA2,193.49847966123104,193.49847966123104,between_nodes
T076471,021D,C,single input module,CA2 Wide Arbor Basket,EC LIII Pyramidal,MEC LII Stellate,2E-1I,E->I + E->E,CA2-EC-MEC,3,False,2,0,2,7453.391371922496,7453.391371922496,0,0,7453.391371922496,7453.391371922496,3726.695685961248,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,EC LIII Pyramidal,e,e,MEC,EC,674.0780930568393,674.0780930568393,between_nodes
T076480,021C,B,three-node chain,CA2 Wide Arbor Basket,EC LIII Pyramidal,SUB CA1 Projecting Pyramidal,2E-1I,E->E + E->I,CA2-EC-SUB,3,False,2,0,2,222.46000063916208,222.46000063916208,0,0,222.46000063916208,222.46000063916208,111.23000031958104,0.0,0.0,EC LIII Pyramidal,SUB CA1 Projecting Pyramidal,e,e,EC,SUB,28.96152097793103,28.96152097793103,between_nodes,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,SUB,CA2,193.49847966123104,193.49847966123104,between_nodes
T076490,021D,C,single input module,CA2 Wide Arbor Basket,EC LIII Pyramidal Stellate,MEC LII Stellate,2E-1I,E->I + E->E,CA2-EC-MEC,3,False,2,0,2,7502.330183321439,7502.330183321439,0,0,7502.330183321439,7502.330183321439,3751.1650916607196,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,EC LIII Pyramidal Stellate,e,e,MEC,EC,723.0169044557828,723.0169044557828,between_nodes
T076499,021C,B,three-node chain,CA2 Wide Arbor Basket,EC LIII Pyramidal Stellate,SUB CA1 Projecting Pyramidal,2E-1I,E->E + E->I,CA2-EC-SUB,3,False,2,0,2,583.2930435685541,583.2930435685541,0,0,583.2930435685541,583.2930435685541,291.64652178427707,0.0,0.0,EC LIII Pyramidal Stellate,SUB CA1 Projecting Pyramidal,e,e,EC,SUB,389.79456390732304,389.79456390732304,between_nodes,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,SUB,CA2,193.49847966123104,193.49847966123104,between_nodes
T076508,021D,C,single input module,CA2 Wide Arbor Basket,EC LIII Stellate,MEC LII Stellate,2E-1I,E->I + E->E,CA2-EC-MEC,3,False,2,0,2,7795.857278257608,7795.857278257608,0,0,7795.857278257608,7795.857278257608,3897.928639128804,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,EC LIII Stellate,e,e,MEC,EC,1016.543999391952,1016.543999391952,between_nodes
T076525,021D,C,single input module,CA2 Wide Arbor Basket,EC LIII V Bipolar Pyramidal,MEC LII Stellate,2E-1I,E->I + E->E,CA2-EC-MEC,3,False,2,0,2,7201.916207346479,7201.916207346479,0,0,7201.916207346479,7201.916207346479,3600.9581036732393,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,EC LIII V Bipolar Pyramidal,e,e,MEC,EC,422.6029284808215,422.6029284808215,between_nodes
T076541,021D,C,single input module,CA2 Wide Arbor Basket,EC LIV VI Deep Multipolar Principal,MEC LII Stellate,2E-1I,E->I + E->E,CA2-EC-MEC,3,False,2,0,2,7047.206722864316,7047.206722864316,0,0,7047.206722864316,7047.206722864316,3523.603361432158,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,EC LIV VI Deep Multipolar Principal,e,e,MEC,EC,267.8934439986594,267.8934439986594,between_nodes
T076550,021C,B,three-node chain,CA2 Wide Arbor Basket,EC LIV VI Deep Multipolar Principal,SUB CA1 Projecting Pyramidal,2E-1I,E->E + E->I,CA2-EC-SUB,3,False,2,0,2,1294.1333450004663,1294.1333450004663,0,0,1294.1333450004663,1294.1333450004663,647.0666725002332,0.0,0.0,EC LIV VI Deep Multipolar Principal,SUB CA1 Projecting Pyramidal,e,e,EC,SUB,1100.6348653392354,1100.6348653392354,between_nodes,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,SUB,CA2,193.49847966123104,193.49847966123104,between_nodes
T076556,021D,C,single input module,CA2 Wide Arbor Basket,EC LV Deep Pyramidal,MEC LII Stellate,2E-1I,E->I + E->E,CA2-EC-MEC,3,False,2,0,2,7260.46306904079,7260.46306904079,0,0,7260.46306904079,7260.46306904079,3630.231534520395,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,EC LV Deep Pyramidal,e,e,MEC,EC,481.14979017513406,481.14979017513406,between_nodes
T076616,021D,C,single input module,CA2 Wide Arbor Basket,MEC LII Oblique Pyramidal,MEC LII Stellate,2E-1I,E->I + E->E,CA2-MEC,2,False,2,0,2,8924.11999605043,8924.11999605043,0,0,8924.11999605043,8924.11999605043,4462.059998025215,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,MEC LII Oblique Pyramidal,e,e,MEC,MEC,2144.806717184772,2144.806717184772,between_nodes
T076630,021D,C,single input module,CA2 Wide Arbor Basket,MEC LII Stellate,MEC LV Multipolar Pyramidal,2E-1I,E->I + E->E,CA2-MEC,2,False,2,0,2,7907.8400316852285,7907.8400316852285,0,0,7907.8400316852285,7907.8400316852285,3953.9200158426142,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,MEC LV Multipolar Pyramidal,e,e,MEC,MEC,1128.5267528195718,1128.5267528195718,between_nodes
T076633,021D,C,single input module,CA2 Wide Arbor Basket,MEC LII Stellate,MEC LV VI Pyramidal Polymorphic,2E-1I,E->I + E->E,CA2-MEC,2,False,2,0,2,9927.847931222643,9927.847931222643,0,0,9927.847931222643,9927.847931222643,4963.923965611321,0.0,0.0,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,MEC,CA2,6779.313278865657,6779.313278865657,between_nodes,MEC LII Stellate,MEC LV VI Pyramidal Polymorphic,e,e,MEC,MEC,3148.534652356986,3148.534652356986,between_nodes
T076667,021C,B,three-node chain,CA2 Wide Arbor Basket,MEC LV Pyramidal,SUB CA1 Projecting Pyramidal,2E-1I,E->E + E->I,CA2-MEC-SUB,3,False,2,0,2,252.22031581820423,252.22031581820423,0,0,252.22031581820423,252.22031581820423,126.11015790910211,0.0,0.0,MEC LV Pyramidal,SUB CA1 Projecting Pyramidal,e,e,MEC,SUB,58.72183615697319,58.72183615697319,between_nodes,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,SUB,CA2,193.49847966123104,193.49847966123104,between_nodes
T076783,021U,A,simple regulation,CA3 Axo Axonic,CA3 Granule,DG Granule,2E-1I,E->I + E->I,CA3-DG,2,False,2,0,2,9791.974335040914,9791.974335040914,0,0,9791.974335040914,9791.974335040914,4895.987167520457,0.0,0.0,CA3 Granule,CA3 Axo Axonic,e,i,CA3,CA3,7.96479331738352,7.96479331738352,between_nodes,DG Granule,CA3 Axo Axonic,e,i,DG,CA3,9784.00954172353,9784.00954172353,between_nodes
T076787,021U,A,simple regulation,CA3 Axo Axonic,CA3 Granule,DG Hilar Ectopic Granule,2E-1I,E->I + E->I,CA3-DG,2,False,2,0,2,8.654020408951034,8.654020408951034,0,0,8.654020408951034,8.654020408951034,4.327010204475517,0.0,0.0,CA3 Granule,CA3 Axo Axonic,e,i,CA3,CA3,7.96479331738352,7.96479331738352,between_nodes,DG Hilar Ectopic Granule,CA3 Axo Axonic,e,i,DG,CA3,0.6892270915675144,0.6892270915675144,between_nodes
T076792,021U,A,simple regulation,CA3 Axo Axonic,CA3 Granule,DG Semilunar Granule,2E-1I,E->I + E->I,CA3-DG,2,False,2,0,2,1198.0190740380704,1198.0190740380704,0,0,1198.0190740380704,1198.0190740380704,599.0095370190352,0.0,0.0,CA3 Granule,CA3 Axo Axonic,e,i,CA3,CA3,7.96479331738352,7.96479331738352,between_nodes,DG Semilunar Granule,CA3 Axo Axonic,e,i,DG,CA3,1190.0542807206868,1190.0542807206868,between_nodes
T076819,021D,C,single input module,CA3 Axo Axonic,CA3 Horizontal Axo Axonic,CA3 Lucidum ORAX,0E-3I,I->I + I->I,CA3,1,True,2,0,2,-0.7854224341089127,0.7854224341089127,0,0,-0.7854224341089127,0.7854224341089127,0.39271121705445633,0.0,0.0,CA3 Lucidum ORAX,CA3 Axo Axonic,i,i,CA3,CA3,-0.5738442163676838,0.5738442163676838,between_nodes,CA3 Lucidum ORAX,CA3 Horizontal Axo Axonic,i,i,CA3,CA3,-0.2115782177412288,0.2115782177412288,between_nodes
T076822,021D,C,single input module,CA3 Axo Axonic,CA3 Horizontal Axo Axonic,CA3 O LM,0E-3I,I->I + I->I,CA3,1,True,2,0,2,-394.05929863256137,394.05929863256137,0,0,-394.05929863256137,394.05929863256137,197.02964931628068,0.0,0.0,CA3 O LM,CA3 Axo Axonic,i,i,CA3,CA3,-333.0721548394777,333.0721548394777,between_nodes,CA3 O LM,CA3 Horizontal Axo Axonic,i,i,CA3,CA3,-60.98714379308363,60.98714379308363,between_nodes
T076825,021D,C,single input module,CA3 Axo Axonic,CA3 Horizontal Axo Axonic,CA3 Trilaminar,0E-3I,I->I + I->I,CA3,1,True,2,0,2,-182.069947858323,182.069947858323,0,0,-182.069947858323,182.069947858323,91.0349739291615,0.0,0.0,CA3 Trilaminar,CA3 Axo Axonic,i,i,CA3,CA3,-120.59806888864291,120.59806888864291,between_nodes,CA3 Trilaminar,CA3 Horizontal Axo Axonic,i,i,CA3,CA3,-61.47187896968008,61.47187896968008,between_nodes
T076833,021D,C,single input module,CA3 Axo Axonic,CA3 Horizontal Axo Axonic,DG HIPROM,0E-3I,I->I + I->I,CA3-DG,2,False,2,0,2,-0.7350275432896887,0.7350275432896887,0,0,-0.7350275432896887,0.7350275432896887,0.36751377164484433,0.0,0.0,DG HIPROM,CA3 Axo Axonic,i,i,DG,CA3,-0.5484182806344825,0.5484182806344825,between_nodes,DG HIPROM,CA3 Horizontal Axo Axonic,i,i,DG,CA3,-0.1866092626552061,0.1866092626552061,between_nodes
T076946,021U,A,simple regulation,CA3 Axo Axonic,CA3 Lucidum ORAX,MEC LII Stellate,1E-2I,I->I + E->I,CA3-MEC,2,False,2,0,2,14952.694961207042,14953.842649639777,0,0,14952.694961207042,14953.842649639777,7476.9213248198885,0.0,0.0,CA3 Lucidum ORAX,CA3 Axo Axonic,i,i,CA3,CA3,-0.5738442163676838,0.5738442163676838,between_nodes,MEC LII Stellate,CA3 Axo Axonic,e,i,MEC,CA3,14953.26880542341,14953.26880542341,between_nodes
T076962,021D,C,single input module,CA3 Axo Axonic,CA3 Mossy Fiber Associated,DG AIPRIM,0E-3I,I->I + I->I,CA3-DG,2,False,2,0,2,-132.31039895665845,132.31039895665845,0,0,-132.31039895665845,132.31039895665845,66.15519947832922,0.0,0.0,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,CA3,CA3,-27.066395863349804,27.066395863349804,between_nodes,CA3 Mossy Fiber Associated,DG AIPRIM,i,i,CA3,DG,-105.24400309330863,105.24400309330863,between_nodes
T076963,021D,C,single input module,CA3 Axo Axonic,CA3 Mossy Fiber Associated,DG Axo Axonic,0E-3I,I->I + I->I,CA3-DG,2,False,2,0,2,-98.26829627426685,98.26829627426685,0,0,-98.26829627426685,98.26829627426685,49.13414813713342,0.0,0.0,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,CA3,CA3,-27.066395863349804,27.066395863349804,between_nodes,CA3 Mossy Fiber Associated,DG Axo Axonic,i,i,CA3,DG,-71.20190041091703,71.20190041091703,between_nodes
T076964,021D,C,single input module,CA3 Axo Axonic,CA3 Mossy Fiber Associated,DG Basket,0E-3I,I->I + I->I,CA3-DG,2,False,2,0,2,-54.00261660983652,54.00261660983652,0,0,-54.00261660983652,54.00261660983652,27.00130830491826,0.0,0.0,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,CA3,CA3,-27.066395863349804,27.066395863349804,between_nodes,CA3 Mossy Fiber Associated,DG Basket,i,i,CA3,DG,-26.93622074648672,26.93622074648672,between_nodes
T076966,021D,C,single input module,CA3 Axo Axonic,CA3 Mossy Fiber Associated,DG HICAP,0E-3I,I->I + I->I,CA3-DG,2,False,2,0,2,-96.9724804383745,96.9724804383745,0,0,-96.9724804383745,96.9724804383745,48.48624021918725,0.0,0.0,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,CA3,CA3,-27.066395863349804,27.066395863349804,between_nodes,CA3 Mossy Fiber Associated,DG HICAP,i,i,CA3,DG,-69.9060845750247,69.9060845750247,between_nodes
T076967,021D,C,single input module,CA3 Axo Axonic,CA3 Mossy Fiber Associated,DG HIPP,0E-3I,I->I + I->I,CA3-DG,2,False,2,0,2,-33.95785076352088,33.95785076352088,0,0,-33.95785076352088,33.95785076352088,16.97892538176044,0.0,0.0,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,CA3,CA3,-27.066395863349804,27.066395863349804,between_nodes,CA3 Mossy Fiber Associated,DG HIPP,i,i,CA3,DG,-6.891454900171078,6.891454900171078,between_nodes
T076970,021D,C,single input module,CA3 Axo Axonic,CA3 Mossy Fiber Associated,DG MOLAX,0E-3I,I->I + I->I,CA3-DG,2,False,2,0,2,-64.79146755464929,64.79146755464929,0,0,-64.79146755464929,64.79146755464929,32.395733777324644,0.0,0.0,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,CA3,CA3,-27.066395863349804,27.066395863349804,between_nodes,CA3 Mossy Fiber Associated,DG MOLAX,i,i,CA3,DG,-37.72507169129948,37.72507169129948,between_nodes
T076972,021D,C,single input module,CA3 Axo Axonic,CA3 Mossy Fiber Associated,DG Mossy,1E-2I,I->I + I->E,CA3-DG,2,False,2,0,2,-50.662959831948456,50.662959831948456,0,0,-50.662959831948456,50.662959831948456,25.331479915974228,0.0,0.0,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,CA3,CA3,-27.066395863349804,27.066395863349804,between_nodes,CA3 Mossy Fiber Associated,DG Mossy,i,e,CA3,DG,-23.59656396859865,23.59656396859865,between_nodes
T076975,021D,C,single input module,CA3 Axo Axonic,CA3 Mossy Fiber Associated,DG Total Molecular Layer,0E-3I,I->I + I->I,CA3-DG,2,False,2,0,2,-64.19487546894288,64.19487546894288,0,0,-64.19487546894288,64.19487546894288,32.09743773447144,0.0,0.0,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,CA3,CA3,-27.066395863349804,27.066395863349804,between_nodes,CA3 Mossy Fiber Associated,DG Total Molecular Layer,i,i,CA3,DG,-37.12847960559308,37.12847960559308,between_nodes
T076990,021U,A,simple regulation,CA3 Axo Axonic,CA3 Mossy Fiber Associated,MEC LII Stellate,1E-2I,I->I + E->I,CA3-MEC,2,False,2,0,2,14926.20240956006,14980.33520128676,0,0,14926.20240956006,14980.33520128676,7490.16760064338,0.0,0.0,CA3 Mossy Fiber Associated,CA3 Axo Axonic,i,i,CA3,CA3,-27.066395863349804,27.066395863349804,between_nodes,MEC LII Stellate,CA3 Axo Axonic,e,i,MEC,CA3,14953.26880542341,14953.26880542341,between_nodes
T077005,021D,C,single input module,CA3 Axo Axonic,CA3 Mossy Fiber Associated ORDEN,DG AIPRIM,0E-3I,I->I + I->I,CA3-DG,2,False,2,0,2,-14.59919438298153,14.59919438298153,0,0,-14.59919438298153,14.59919438298153,7.299597191490765,0.0,0.0,CA3 Mossy Fiber Associated ORDEN,CA3 Axo Axonic,i,i,CA3,CA3,-10.09247841918225,10.09247841918225,between_nodes,CA3 Mossy Fiber Associated ORDEN,DG AIPRIM,i,i,CA3,DG,-4.506715963799279,4.506715963799279,between_nodes
