variant,removed_block,block_meaning,dominant_real_before,dominant_real_after,delta_dominant_real,spectral_radius_before,spectral_radius_after,delta_spectral_radius,first_order_delta_real,first_order_delta_imag
with_self,EE,E source -> E receiver,0.9999999999999999,0.07433023894964663,-0.9256697610503533,0.9999999999999999,0.36700752398637426,-0.6329924760136256,-1.0800146397141632,0.0
with_self,II,I source -> I receiver,0.9999999999999999,0.9925261366759709,-0.007473863324028995,0.9999999999999999,0.9925261366759709,-0.007473863324028995,-0.006251031965809998,0.0
with_self,EI,E source -> I receiver,0.9999999999999999,1.0419282697498575,0.04192826974985764,0.9999999999999999,1.0419282697498575,0.04192826974985764,0.043132835839987504,0.0
with_self,IE,I source -> E receiver,0.9999999999999999,1.041928269749858,0.04192826974985808,0.9999999999999999,1.041928269749858,0.04192826974985808,0.04313283583998751,0.0
no_self,EE,E source -> E receiver,0.9999999999999994,0.11695068327730752,-0.8830493167226919,0.9999999999999994,0.645703979206485,-0.3542960207935144,-1.3778952795463004,0.0
no_self,II,I source -> I receiver,0.9999999999999994,0.9855191909677542,-0.014480809032245245,0.9999999999999994,0.9855191909677542,-0.014480809032245245,-0.013123969523828808,0.0
no_self,IE,I source -> E receiver,0.9999999999999994,1.1716432575833906,0.17164325758339116,0.9999999999999994,1.1716432575833906,0.17164325758339116,0.19550962453506524,0.0
no_self,EI,E source -> I receiver,0.9999999999999994,1.1716432575833928,0.17164325758339338,0.9999999999999994,1.1716432575833928,0.17164325758339338,0.19550962453506582,0.0
