variant,component,z_real,z_imag,rho_MII_over_z,spectral_radius,spectral_abscissa,dominant_eigenvalue,dominant_real,dominant_imag
with_self,M_EE,0.9999999999999999,0.0,0.18220560123267746,1.0419282697498582,1.0419282697498582,(1.0419282697498582+0j),1.0419282697498582,0.0
with_self,inhibitory_feedback,0.9999999999999999,0.0,0.18220560123267746,0.11628494937770097,0.00610301040302257,(0.00610301040302257+0j),0.00610301040302257,0.0
with_self,M_eff_E,0.9999999999999999,0.0,0.18220560123267746,0.9999999999999997,0.9999999999999997,(0.9999999999999997+0j),0.9999999999999997,0.0
no_self,M_EE,0.9999999999999994,0.0,0.13690687650089264,1.1716432575833937,1.1716432575833937,(1.1716432575833937+0j),1.1716432575833937,0.0
no_self,inhibitory_feedback,0.9999999999999994,0.0,0.13690687650089264,0.36535779775300203,0.01830742031150988,(0.01830742031150988+0j),0.01830742031150988,0.0
no_self,M_eff_E,0.9999999999999994,0.0,0.13690687650089264,0.9999999999999976,0.9999999999999976,(0.9999999999999976+0j),0.9999999999999976,0.0
